floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count
58.0,19,3.0,3.14,163.0,158.99,78.3,3,4,1
59.0,19,3.0,2.94,166.0,161.93,79.28,5,4,3
60.0,19,3.0,2.52,169.0,164.45,80.19,3,2,2
61.0,19,3.0,3.38,172.0,167.83,80.98,3,2,1
62.0,19,3.0,3.25,175.0,171.08,82.02,8,2,3
63.0,19,3.0,2.52,178.0,173.6,83.02,7,4,3
64.0,19,3.0,3.31,181.0,176.91,83.79,5,4,0
65.0,19,3.0,3.48,184.0,180.39,84.8,4,2,3
66.0,19,3.0,3.37,187.0,183.76,85.86,6,4,3
67.0,19,3.0,2.59,190.0,186.35,86.88,5,4,3
68.0,19,3.0,2.82,193.0,189.17,87.66,7,4,3
69.0,19,3.0,2.53,196.0,191.7,88.51,8,2,3
70.0,19,3.0,2.66,199.0,194.36,89.27,8,4,3
71.0,19,3.0,2.75,202.0,197.11,90.07,4,2,2
72.0,19,3.0,3.18,205.0,200.29,90.89,4,2,2
73.0,19,3.0,2.9,208.0,203.19,91.83,6,2,3
74.0,19,3.0,3.22,211.0,206.41,92.69,2,2,1
75.0,19,3.0,2.78,214.0,209.19,93.64,8,2,3
76.0,19,3.0,3.21,217.0,212.4,94.46,6,4,3
77.0,19,3.0,2.83,220.0,215.23,95.4,5,4,2
78.0,19,3.0,3.24,223.0,218.47,96.22,3,2,1
79.0,19,3.0,2.86,226.0,221.33,97.16,7,4,3
80.0,19,3.0,3.22,229.0,224.55,97.99,6,2,3
81.0,19,3.0,2.66,232.0,227.21,98.92,3,2,2
82.0,19,3.0,3.08,235.0,230.29,99.69,5,2,3
83.0,19,3.0,3.45,238.0,233.74,100.57,5,2,3
84.0,19,3.0,2.53,241.0,236.27,101.55,5,2,3
85.0,19,3.0,3.42,244.0,239.69,102.27,6,3,3
86.0,19,3.0,2.62,247.0,242.31,103.24,11,4,3
87.0,19,3.0,3.28,250.0,245.59,103.98,7,2,3
88.0,19,3.0,3.28,253.0,248.87,104.91,10,2,3
89.0,19,3.0,3.05,256.0,251.92,105.83,2,3,2
90.0,19,3.0,2.97,259.0,254.89,106.68,10,4,3
91.0,19,3.0,3.32,262.0,258.21,107.5,7,4,3
92.0,19,3.0,3.2,265.0,261.41,108.42,7,2,3
93.0,19,3.0,3.44,268.0,264.85,109.31,9,4,3
94.0,19,3.0,2.88,271.0,267.73,110.26,5,4,2
95.0,19,3.0,2.87,274.0,270.6,111.04,8,2,3
96.0,19,3.0,2.92,277.0,273.52,111.83,5,4,3
97.0,19,3.0,3.48,280.0,277.0,112.62,6,4,3
98.0,19,3.0,3.03,283.0,280.03,113.57,5,4,1
99.0,19,3.0,3.41,286.0,283.44,114.39,4,4,3
100.0,19,3.0,2.7,289.0,286.14,115.3,3,3,2
101.0,19,3.0,2.52,292.0,288.66,116.03,7,4,2
102.0,19,3.0,2.81,295.0,291.47,116.7,7,4,3
103.0,19,3.0,3.0,298.0,294.47,117.45,5,4,3
104.0,19,3.0,2.99,301.0,297.46,118.25,7,4,3
105.0,19,3.0,3.31,304.0,300.77,119.04,8,2,2
106.0,19,3.0,3.06,307.0,303.83,119.91,12,4,3
107.0,19,3.0,2.82,310.0,306.65,120.71,2,4,1
108.0,19,3.0,3.43,313.0,310.08,121.45,8,2,3
109.0,19,3.0,3.12,316.0,313.2,122.35,3,4,2
110.0,19,3.0,2.78,319.0,315.98,123.16,5,3,2
111.0,19,3.0,2.77,322.0,318.75,123.88,1,2,0
112.0,19,3.0,3.4,325.0,322.15,124.59,6,3,3
113.0,19,3.0,2.54,328.0,324.69,125.46,4,2,1
114.0,19,3.0,3.28,331.0,327.97,126.11,7,3,2
115.0,19,3.0,3.29,334.0,331.26,126.95,6,2,3
116.0,19,3.0,2.66,337.0,333.92,127.79,7,2,1
117.0,19,3.0,2.94,340.0,336.86,128.46,5,4,3
118.0,19,3.0,2.94,343.0,339.8,129.2,5,2,3
119.0,19,3.0,2.55,346.0,342.35,129.94,2,4,0
120.0,19,3.0,2.63,349.0,344.98,130.58,5,2,2
