floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count
104.0,11,3.0,3.43,301.0,296.39,116.6,4,2,3
105.0,11,3.0,2.61,304.0,299.0,117.53,6,2,3
106.0,11,3.0,3.32,307.0,302.32,118.24,6,3,3
107.0,11,3.0,2.96,310.0,305.28,119.13,8,3,2
108.0,11,3.0,3.36,313.0,308.64,119.92,9,3,3
109.0,11,3.0,3.13,316.0,311.77,120.82,3,4,2
110.0,11,3.0,2.53,319.0,314.3,121.65,9,4,3
111.0,11,3.0,3.18,322.0,317.48,122.32,7,3,3
112.0,11,3.0,3.24,325.0,320.72,123.16,6,4,2
113.0,11,3.0,2.89,328.0,323.61,124.01,7,2,3
114.0,11,3.0,3.13,331.0,326.74,124.77,7,4,3
115.0,11,3.0,3.22,334.0,329.96,125.59,8,4,3
116.0,11,3.0,2.71,337.0,332.67,126.43,8,3,3
117.0,11,3.0,2.72,340.0,335.39,127.13,9,3,3
118.0,11,3.0,3.49,343.0,338.88,127.84,9,3,1
119.0,11,3.0,3.21,346.0,342.09,128.73,6,3,2
120.0,11,3.0,3.36,349.0,345.45,129.56,4,2,3
