floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count
29.0,9,3.0,3.16,76.0,75.01,48.67,5,4,2
30.0,9,3.0,3.46,79.0,78.47,49.82,6,4,3
31.0,9,3.0,3.41,82.0,81.88,51.08,5,3,3
32.0,9,3.0,3.38,85.0,85.26,52.31,6,4,3
33.0,9,3.0,2.61,88.0,87.87,53.53,5,2,1
34.0,9,3.0,3.19,91.0,91.06,54.47,11,2,3
35.0,9,3.0,3.46,94.0,94.52,55.61,7,3,2
36.0,9,3.0,2.99,97.0,97.51,56.84,6,2,3
37.0,9,3.0,2.77,100.0,100.28,57.9,5,3,1
38.0,9,3.0,2.72,103.0,103.0,58.88,5,3,2
39.0,9,3.0,2.81,106.0,105.81,59.84,5,4,3
40.0,9,3.0,3.15,109.0,108.96,60.83,4,3,1
41.0,9,3.0,2.51,112.0,111.47,61.93,7,4,3
42.0,9,3.0,3.2,115.0,114.67,62.81,7,4,2
43.0,9,3.0,3.0,118.0,117.67,63.92,4,4,2
44.0,9,3.0,2.82,121.0,120.49,64.96,6,2,2
45.0,9,3.0,2.74,124.0,123.23,65.93,7,3,3
46.0,9,3.0,3.46,127.0,126.69,66.87,7,2,3
47.0,9,3.0,2.79,130.0,129.48,68.06,5,3,3
48.0,9,3.0,3.24,133.0,132.72,69.01,10,4,3
49.0,9,3.0,3.18,136.0,135.9,70.11,5,2,3
50.0,9,3.0,3.1,139.0,139.0,71.19,3,4,2
51.0,9,3.0,3.46,142.0,142.46,72.23,7,2,2
52.0,9,3.0,3.42,145.0,145.88,73.4,9,3,2
53.0,9,3.0,3.06,148.0,148.94,74.54,3,3,3
54.0,9,3.0,2.57,151.0,151.51,75.56,6,4,2
55.0,9,3.0,3.17,154.0,154.68,76.41,5,2,3
56.0,9,3.0,3.27,157.0,157.95,77.46,7,3,3
57.0,9,3.0,2.56,160.0,160.51,78.54,7,4,3
58.0,9,3.0,2.8,163.0,163.31,79.38,6,2,3
59.0,9,3.0,3.33,166.0,166.64,80.3,5,4,0
60.0,9,3.0,2.59,169.0,169.23,81.38,7,4,3
61.0,9,3.0,3.4,172.0,172.63,82.22,3,2,0
62.0,9,3.0,3.36,175.0,175.99,83.32,4,2,3
63.0,9,3.0,3.25,178.0,179.24,84.41,5,3,2
64.0,9,3.0,3.45,181.0,182.69,85.45,10,2,3
65.0,9,3.0,2.51,184.0,185.2,86.55,9,2,3
66.0,9,3.0,3.08,187.0,188.28,87.35,10,4,3
67.0,9,3.0,2.95,190.0,191.23,88.33,4,2,1
68.0,9,3.0,3.38,193.0,194.61,89.26,7,4,3
69.0,9,3.0,2.88,196.0,197.49,90.33,4,3,1
70.0,9,3.0,2.72,199.0,200.21,91.23,6,2,3
71.0,9,3.0,3.22,202.0,203.43,92.08,6,3,3
72.0,9,3.0,2.81,205.0,206.24,93.09,5,2,2
73.0,9,3.0,3.21,208.0,209.45,93.96,5,2,2
74.0,9,3.0,2.86,211.0,212.31,94.95,4,2,2
75.0,9,3.0,2.51,214.0,214.82,95.83,8,3,3
76.0,9,3.0,2.98,217.0,217.8,96.6,6,3,3
77.0,9,3.0,2.72,220.0,220.52,97.52,9,4,3
78.0,9,3.0,3.03,223.0,223.55,98.35,2,4,0
79.0,9,3.0,2.69,226.0,226.24,99.27,4,2,3
80.0,9,3.0,3.25,229.0,229.49,100.08,8,2,3
81.0,9,3.0,3.15,232.0,232.64,101.06,5,2,3
82.0,9,3.0,3.06,235.0,235.7,102.01,10,3,3
83.0,9,3.0,2.59,238.0,238.29,102.93,6,4,3
84.0,9,3.0,3.17,241.0,241.46,103.7,5,4,3
85.0,9,3.0,3.29,244.0,244.75,104.64,4,2,3
86.0,9,3.0,3.43,247.0,248.18,105.62,8,3,3
87.0,9,3.0,3.19,250.0,251.37,106.63,4,3,3
88.0,9,3.0,2.61,253.0,253.98,107.57,8,2,3
89.0,9,3.0,3.16,256.0,257.14,108.33,8,3,2
90.0,9,3.0,3.22,259.0,260.36,109.25,5,4,2
91.0,9,3.0,3.2,262.0,263.56,110.19,4,4,3
92.0,9,3.0,3.34,265.0,266.9,111.11,7,2,3
93.0,9,3.0,2.77,268.0,269.67,112.08,4,4,1
94.0,9,3.0,3.43,271.0,273.1,112.87,8,2,3
95.0,9,3.0,2.71,274.0,275.81,113.85,8,3,3
96.0,9,3.0,3.47,277.0,279.28,114.63,4,2,2
97.0,9,3.0,3.2,280.0,282.48,115.61,3,3,3
98.0,9,3.0,3.14,283.0,285.62,116.52,7,4,3
99.0,9,3.0,2.62,286.0,288.24,117.4,8,4,3
100.0,9,3.0,3.39,289.0,291.63,118.14,9,2,3
101.0,9,3.0,3.25,292.0,294.88,119.08,5,4,2
102.0,9,3.0,3.03,295.0,297.91,119.99,5,3,2
103.0,9,3.0,3.1,298.0,301.01,120.83,6,2,3
104.0,9,3.0,2.7,301.0,303.71,121.69,6,2,3
105.0,9,3.0,2.93,304.0,306.64,122.43,7,2,2
106.0,9,3.0,2.75,307.0,309.39,123.23,8,2,3
107.0,9,3.0,2.84,310.0,312.23,123.99,7,4,3
108.0,9,3.0,2.91,313.0,315.14,124.76,8,3,3
109.0,9,3.0,2.84,316.0,317.98,125.55,7,2,3
110.0,9,3.0,2.82,319.0,320.8,126.32,5,4,3
111.0,9,3.0,3.19,322.0,323.99,127.08,6,3,3
112.0,9,3.0,2.51,325.0,326.5,127.94,8,2,3
113.0,9,3.0,2.65,328.0,329.15,128.61,8,3,2
114.0,9,3.0,3.28,331.0,332.43,129.32,9,3,2
115.0,9,3.0,2.99,334.0,335.42,130.19,4,4,3
116.0,9,3.0,3.43,337.0,338.85,130.98,6,3,3
117.0,9,3.0,3.11,340.0,341.96,131.89,5,3,3
118.0,9,3.0,2.69,343.0,344.65,132.7,7,2,3
119.0,9,3.0,2.75,346.0,347.4,133.41,7,2,3
120.0,9,3.0,3.5,349.0,350.9,134.13,7,4,3
