floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count
0.0,16,2.0,2.46,2.0,2.46,23.24,0,3,0
1.0,16,2.0,2.15,4.0,4.61,24.24,6,2,3
2.0,16,2.04,1.55,6.04,6.16,25.11,2,2,2
3.0,16,2.08,1.95,8.12,8.11,25.74,9,2,3
4.0,16,2.12,1.74,10.24,9.85,26.53,9,2,3
5.0,16,2.16,2.62,12.4,12.47,27.23,9,3,3
6.0,16,2.2,2.31,14.6,14.78,28.29,5,4,1
7.0,16,2.24,1.94,16.84,16.72,29.21,8,4,3
8.0,16,2.28,2.39,19.12,19.11,29.99,2,4,1
9.0,16,2.32,2.05,21.44,21.16,30.94,7,2,3
10.0,16,2.36,1.95,23.8,23.11,31.76,4,3,0
11.0,16,2.4,2.07,26.2,25.18,32.53,3,2,0
12.0,16,2.44,2.78,28.64,27.96,33.35,5,3,3
13.0,16,2.48,2.28,31.12,30.24,34.45,1,3,0
14.0,16,2.52,2.72,33.64,32.96,35.34,5,3,2
15.0,16,2.56,3.03,36.2,35.99,36.41,5,4,3
16.0,16,2.6,2.49,38.8,38.48,37.59,7,3,3
17.0,16,2.64,2.88,41.44,41.36,38.56,7,2,3
18.0,16,2.68,3.14,44.12,44.5,39.68,8,3,3
19.0,16,2.72,2.52,46.84,47.02,40.89,8,3,3
20.0,16,2.76,3.06,49.6,50.08,41.86,9,2,3
21.0,16,2.8,2.88,52.4,52.96,43.04,4,4,2
22.0,16,2.84,2.6,55.24,55.56,44.14,2,4,2
23.0,16,2.88,2.76,58.12,58.32,45.13,6,4,1
24.0,16,2.92,2.85,61.04,61.17,46.17,7,4,3
25.0,16,2.96,2.55,64.0,63.72,47.25,5,2,2
26.0,16,3.0,3.46,67.0,67.18,48.21,2,4,2
27.0,16,3.0,3.29,70.0,70.47,49.51,6,3,2
28.0,16,3.0,2.67,73.0,73.14,50.74,5,4,2
29.0,16,3.0,2.81,76.0,75.95,51.74,4,4,0
30.0,16,3.0,3.05,79.0,79.0,52.78,7,4,3
31.0,16,3.0,3.02,82.0,82.02,53.91,6,3,2
32.0,16,3.0,2.74,85.0,84.76,55.02,6,2,3
33.0,16,3.0,3.05,88.0,87.81,56.03,8,3,3
34.0,16,3.0,3.36,91.0,91.17,57.15,5,2,1
35.0,16,3.0,2.57,94.0,93.74,58.37,6,3,3
36.0,16,3.0,3.46,97.0,97.2,59.3,8,4,3
37.0,16,3.0,2.56,100.0,99.76,60.55,9,4,3
38.0,16,3.0,2.81,103.0,102.57,61.48,7,3,1
39.0,16,3.0,3.23,106.0,105.8,62.49,7,2,3
40.0,16,3.0,2.89,109.0,108.69,63.64,9,3,3
41.0,16,3.0,3.44,112.0,112.13,64.67,8,2,3
42.0,16,3.0,3.27,115.0,115.4,65.89,10,2,3
43.0,16,3.0,3.1,118.0,118.5,67.05,6,3,3
44.0,16,3.0,2.69,121.0,121.19,68.14,5,4,3
45.0,16,3.0,2.69,124.0,123.88,69.08,5,3,3
46.0,16,3.0,3.3,127.0,127.18,70.02,10,2,3
47.0,16,3.0,3.48,130.0,130.66,71.17,7,4,3
48.0,16,3.0,3.07,133.0,133.73,72.38,8,3,2
49.0,16,3.0,2.5,136.0,136.23,73.44,8,2,3
50.0,16,3.0,2.99,139.0,139.22,74.3,8,3,3
51.0,16,3.0,3.29,142.0,142.51,75.32,4,4,1
52.0,16,3.0,2.53,145.0,145.04,76.45,7,2,3
53.0,16,3.0,3.31,148.0,148.35,77.31,7,2,3
54.0,16,3.0,3.22,151.0,151.57,78.43,5,2,3
55.0,16,3.0,3.31,154.0,154.88,79.52,8,4,3
56.0,16,3.0,2.81,157.0,157.69,80.63,5,4,3
57.0,16,3.0,3.19,160.0,160.88,81.57,8,4,2
58.0,16,3.0,3.5,163.0,164.38,82.64,8,3,3
59.0,16,3.0,2.97,166.0,167.35,83.8,6,3,3
60.0,16,3.0,2.87,169.0,170.22,84.78,4,2,3
61.0,16,3.0,2.59,172.0,172.81,85.73,7,4,3
62.0,16,3.0,2.55,175.0,175.36,86.58,8,2,2
63.0,16,3.0,2.53,178.0,177.89,87.41,8,2,3
64.0,16,3.0,2.52,181.0,180.41,88.24,7,4,2
65.0,16,3.0,3.15,184.0,183.56,89.06,4,2,3
66.0,16,3.0,2.79,187.0,186.35,90.08,8,4,3
67.0,16,3.0,2.99,190.0,189.34,90.98,9,4,3
68.0,16,3.0,3.3,193.0,192.64,91.95,8,4,3
69.0,16,3.0,3.34,196.0,195.98,93.0,5,4,1
70.0,16,3.0,2.99,199.0,198.97,94.07,5,3,1
71.0,16,3.0,3.16,202.0,202.13,95.02,8,3,3
72.0,16,3.0,3.13,205.0,205.26,96.02,6,4,3
73.0,16,3.0,3.04,208.0,208.3,97.01,7,2,3
74.0,16,3.0,3.19,211.0,211.49,97.97,5,3,2
75.0,16,3.0,3.28,214.0,214.77,98.96,9,4,3
76.0,16,3.0,3.27,217.0,218.04,99.99,9,2,1
77.0,16,3.0,2.58,220.0,220.62,101.0,5,3,3
78.0,16,3.0,2.78,223.0,223.4,101.8,3,4,3
79.0,16,3.0,3.38,226.0,226.78,102.66,2,4,2
80.0,16,3.0,2.87,229.0,229.65,103.7,6,3,1
81.0,16,3.0,3.07,232.0,232.72,104.57,7,4,1
82.0,16,3.0,2.89,235.0,235.61,105.51,3,3,2
83.0,16,3.0,2.83,238.0,238.44,106.39,6,3,2
84.0,16,3.0,3.12,241.0,241.56,107.24,5,3,3
85.0,16,3.0,2.96,244.0,244.52,108.18,3,4,2
86.0,16,3.0,2.6,247.0,247.12,109.07,8,2,3
87.0,16,3.0,2.83,250.0,249.95,109.85,4,2,1
88.0,16,3.0,2.71,253.0,252.66,110.7,4,3,2
89.0,16,3.0,3.46,256.0,256.12,111.5,4,2,2
90.0,16,3.0,3.18,259.0,259.3,112.53,8,3,3
91.0,16,3.0,2.51,262.0,261.81,113.46,3,2,1
92.0,16,3.0,3.15,265.0,264.96,114.2,3,3,3
93.0,16,3.0,3.37,268.0,268.33,115.12,5,2,3
94.0,16,3.0,2.51,271.0,270.84,116.1,8,3,2
95.0,16,3.0,3.09,274.0,273.93,116.83,8,3,3
96.0,16,3.0,2.92,277.0,276.85,117.73,5,3,2
97.0,16,3.0,2.9,280.0,279.75,118.57,6,4,3
98.0,16,3.0,2.55,283.0,282.3,119.4,3,4,1
99.0,16,3.0,3.31,286.0,285.61,120.13,9,4,3
100.0,16,3.0,2.51,289.0,288.12,121.08,5,3,2
101.0,16,3.0,3.19,292.0,291.31,121.79,5,4,1
102.0,16,3.0,3.49,295.0,294.8,122.69,10,4,3
103.0,16,3.0,2.66,298.0,297.46,123.68,4,2,3
104.0,16,3.0,2.67,301.0,300.13,124.42,11,4,3
105.0,16,3.0,2.56,304.0,302.69,125.17,5,2,3
106.0,16,3.0,2.78,307.0,305.47,125.89,5,3,3
107.0,16,3.0,2.99,310.0,308.46,126.66,8,2,3
108.0,16,3.0,2.52,313.0,310.98,127.49,4,2,3
109.0,16,3.0,3.04,316.0,314.02,128.18,10,2,3
110.0,16,3.0,3.12,319.0,317.14,129.02,5,3,3
111.0,16,3.0,2.94,322.0,320.08,129.87,7,3,3
112.0,16,3.0,2.83,325.0,322.91,130.68,9,2,3
113.0,16,3.0,3.19,328.0,326.1,131.45,7,3,3
114.0,16,3.0,3.44,331.0,329.54,132.31,7,4,3
115.0,16,3.0,2.89,334.0,332.43,133.24,7,4,3
116.0,16,3.0,3.07,337.0,335.5,134.02,5,4,1
117.0,16,3.0,3.01,340.0,338.51,134.84,4,4,2
118.0,16,3.0,2.54,343.0,341.05,135.64,5,2,2
119.0,16,3.0,3.14,346.0,344.19,136.32,4,3,0
120.0,16,3.0,3.29,349.0,347.48,137.15,7,3,3
