floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count
39.0,15,3.0,3.24,106.0,105.77,60.89,7,3,3
40.0,15,3.0,3.23,109.0,109.0,61.98,4,3,2
41.0,15,3.0,3.4,112.0,112.4,63.05,3,3,3
42.0,15,3.0,2.86,115.0,115.26,64.18,5,3,3
43.0,15,3.0,2.5,118.0,117.76,65.13,10,4,3
44.0,15,3.0,3.34,121.0,121.1,65.95,5,3,3
45.0,15,3.0,3.44,124.0,124.54,67.05,5,2,2
46.0,15,3.0,2.84,127.0,127.38,68.18,7,2,3
47.0,15,3.0,3.3,130.0,130.68,69.11,8,3,3
48.0,15,3.0,3.02,133.0,133.7,70.18,6,4,3
49.0,15,3.0,3.3,136.0,137.0,71.16,6,2,3
50.0,15,3.0,3.38,139.0,140.38,72.22,8,3,3
51.0,15,3.0,3.42,142.0,143.8,73.31,8,2,3
52.0,15,3.0,2.6,145.0,146.4,74.41,5,2,1
53.0,15,3.0,3.34,148.0,149.74,75.23,7,3,3
54.0,15,3.0,3.26,151.0,153.0,76.3,10,2,3
55.0,15,3.0,3.1,154.0,156.1,77.33,6,4,3
56.0,15,3.0,3.28,157.0,159.38,78.31,6,4,3
57.0,15,3.0,2.94,160.0,162.32,79.34,6,2,3
58.0,15,3.0,2.52,163.0,164.84,80.26,9,3,3
59.0,15,3.0,3.13,166.0,167.97,81.05,11,4,3
60.0,15,3.0,2.81,169.0,170.78,82.02,7,3,3
61.0,15,3.0,3.07,172.0,173.85,82.9,7,2,3
62.0,15,3.0,3.35,175.0,177.2,83.85,1,2,1
63.0,15,3.0,2.78,178.0,179.98,84.88,9,3,3
64.0,15,3.0,3.47,181.0,183.45,85.73,7,2,3
65.0,15,3.0,3.15,184.0,186.6,86.79,4,2,2
66.0,15,3.0,3.07,187.0,189.67,87.75,4,4,3
67.0,15,3.0,2.99,190.0,192.66,88.69,4,4,1
68.0,15,3.0,2.72,193.0,195.38,89.59,8,3,2
69.0,15,3.0,3.49,196.0,198.87,90.41,4,2,2
70.0,15,3.0,2.56,199.0,201.43,91.46,4,4,2
71.0,15,3.0,2.82,202.0,204.25,92.23,4,4,2
72.0,15,3.0,2.93,205.0,207.18,93.07,5,4,3
73.0,15,3.0,2.74,208.0,209.92,93.94,3,4,2
74.0,15,3.0,2.7,211.0,212.62,94.75,4,2,2
75.0,15,3.0,3.28,214.0,215.9,95.55,5,3,1
76.0,15,3.0,3.3,217.0,219.2,96.52,7,2,3
77.0,15,3.0,2.52,220.0,221.72,97.49,6,4,3
78.0,15,3.0,3.49,223.0,225.21,98.22,9,2,3
79.0,15,3.0,2.74,226.0,227.95,99.24,9,4,1
80.0,15,3.0,2.94,229.0,230.89,100.04,7,3,3
81.0,15,3.0,3.29,232.0,234.18,100.89,10,4,3
82.0,15,3.0,2.93,235.0,237.11,101.84,9,4,3
83.0,15,3.0,3.24,238.0,240.35,102.68,8,4,3
84.0,15,3.0,3.42,241.0,243.77,103.61,7,4,3
85.0,15,3.0,3.02,244.0,246.79,104.58,4,3,1
86.0,15,3.0,2.62,247.0,249.41,105.44,7,2,3
87.0,15,3.0,3.32,250.0,252.73,106.19,9,3,3
88.0,15,3.0,2.61,253.0,255.34,107.12,11,4,3
89.0,15,3.0,2.78,256.0,258.12,107.86,7,2,3
90.0,15,3.0,2.59,259.0,260.71,108.64,7,4,3
91.0,15,3.0,3.0,262.0,263.71,109.36,7,4,3
92.0,15,3.0,3.35,265.0,267.06,110.2,7,3,3
93.0,15,3.0,3.36,268.0,270.42,111.13,4,2,2
94.0,15,3.0,3.15,271.0,273.57,112.06,5,2,3
95.0,15,3.0,2.79,274.0,276.36,112.93,9,3,2
96.0,15,3.0,3.08,277.0,279.44,113.69,10,2,3
97.0,15,3.0,3.48,280.0,282.92,114.54,7,2,3
98.0,15,3.0,2.6,283.0,285.52,115.49,9,3,3
99.0,15,3.0,2.65,286.0,288.17,116.19,8,3,3
100.0,15,3.0,2.62,289.0,290.79,116.91,5,3,3
101.0,15,3.0,2.6,292.0,293.39,117.62,6,3,3
102.0,15,3.0,3.19,295.0,296.58,118.32,3,2,3
103.0,15,3.0,2.97,298.0,299.55,119.17,7,4,3
104.0,15,3.0,3.08,301.0,302.63,119.97,6,2,3
105.0,15,3.0,2.62,304.0,305.25,120.79,9,2,3
106.0,15,3.0,2.77,307.0,308.02,121.49,5,3,2
107.0,15,3.0,2.79,310.0,310.81,122.22,4,3,1
108.0,15,3.0,3.4,313.0,314.21,122.96,11,2,3
109.0,15,3.0,2.69,316.0,316.9,123.85,4,3,2
110.0,15,3.0,2.79,319.0,319.69,124.55,6,2,3
111.0,15,3.0,2.54,322.0,322.23,125.28,6,3,0
112.0,15,3.0,2.86,325.0,325.09,125.95,4,3,1
113.0,15,3.0,3.0,328.0,328.09,126.69,2,2,2
114.0,15,3.0,3.46,331.0,331.55,127.46,8,3,3
115.0,15,3.0,2.61,334.0,334.16,128.36,7,2,3
116.0,15,3.0,2.86,337.0,337.02,129.03,6,4,3
117.0,15,3.0,2.85,340.0,339.87,129.76,9,2,3
118.0,15,3.0,3.28,343.0,343.15,130.49,6,2,2
119.0,15,3.0,3.29,346.0,346.44,131.32,6,3,2
120.0,15,3.0,2.86,349.0,349.3,132.16,6,4,3
