floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count
0.0,15,2.0,1.73,2.0,1.73,24.4,0,4,0
1.0,15,2.0,1.69,4.0,3.42,25.05,6,4,3
2.0,15,2.04,1.77,6.04,5.19,25.69,6,3,2
3.0,15,2.08,2.01,8.12,7.2,26.35,6,2,3
4.0,15,2.12,2.61,10.24,9.81,27.11,4,4,3
5.0,15,2.16,2.0,12.4,11.81,28.08,4,4,2
6.0,15,2.2,2.54,14.6,14.35,28.83,6,3,2
7.0,15,2.24,2.13,16.84,16.48,29.77,7,2,2
8.0,15,2.28,2.74,19.12,19.22,30.56,7,4,3
9.0,15,2.32,2.25,21.44,21.47,31.57,7,3,3
10.0,15,2.36,2.17,23.8,23.64,32.4,6,2,3
11.0,15,2.4,2.55,26.2,26.19,33.2,5,4,3
12.0,15,2.44,2.19,28.64,28.38,34.14,8,4,3
13.0,15,2.48,2.26,31.12,30.64,34.94,6,3,2
14.0,15,2.52,2.28,33.64,32.92,35.76,4,2,2
15.0,15,2.56,2.2,36.2,35.12,36.59,4,3,1
16.0,15,2.6,2.34,38.8,37.46,37.39,12,4,3
17.0,15,2.64,2.69,41.44,40.15,38.24,9,4,3
18.0,15,2.68,2.9,44.12,43.05,39.21,5,3,1
19.0,15,2.72,2.26,46.84,45.31,40.25,8,2,3
20.0,15,2.76,2.57,49.6,47.88,41.06,4,3,1
21.0,15,2.8,2.85,52.4,50.73,41.98,8,4,3
22.0,15,2.84,2.88,55.24,53.61,43.0,4,4,2
23.0,15,2.88,3.05,58.12,56.66,44.02,10,2,3
24.0,15,2.92,2.65,61.04,59.31,45.1,5,4,3
25.0,15,2.96,2.74,64.0,62.05,46.04,8,4,3
26.0,15,3.0,3.26,67.0,65.31,47.0,11,2,3
27.0,15,3.0,3.35,70.0,68.66,48.14,12,2,3
28.0,15,3.0,3.23,73.0,71.89,49.31,7,3,3
29.0,15,3.0,3.23,76.0,75.12,50.44,6,4,3
30.0,15,3.0,3.15,79.0,78.27,51.56,5,4,3
31.0,15,3.0,3.48,82.0,81.75,52.64,7,4,3
32.0,15,3.0,2.89,85.0,84.64,53.84,6,3,2
33.0,15,3.0,2.73,88.0,87.37,54.83,5,2,1
34.0,15,3.0,2.65,91.0,90.02,55.77,6,4,3
35.0,15,3.0,3.03,94.0,93.05,56.67,8,3,2
36.0,15,3.0,3.23,97.0,96.28,57.7,6,4,3
37.0,15,3.0,3.46,100.0,99.74,58.79,7,3,3
38.0,15,3.0,2.79,103.0,102.53,59.96,9,3,3
