floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count
0.0,14,2.0,2.2,2.0,2.2,21.77,0,4,0
1.0,14,2.0,1.89,4.0,4.09,22.6,9,4,3
2.0,14,2.04,2.37,6.04,6.46,23.32,10,2,3
3.0,14,2.08,1.78,8.12,8.24,24.21,5,3,2
4.0,14,2.12,2.1,10.24,10.34,24.88,6,4,3
5.0,14,2.16,2.19,12.4,12.53,25.67,5,4,2
6.0,14,2.2,2.11,14.6,14.64,26.49,5,2,3
7.0,14,2.24,2.34,16.84,16.98,27.28,6,2,3
8.0,14,2.28,2.78,19.12,19.76,28.15,8,2,3
9.0,14,2.32,2.59,21.44,22.35,29.18,5,2,2
10.0,14,2.36,2.6,23.8,24.95,30.14,6,2,2
11.0,14,2.4,2.86,26.2,27.81,31.1,8,3,3
12.0,14,2.44,2.26,28.64,30.07,32.15,5,4,3
13.0,14,2.48,2.53,31.12,32.6,32.98,8,4,3
14.0,14,2.52,2.78,33.64,35.38,33.9,4,4,2
15.0,14,2.56,2.35,36.2,37.73,34.92,9,3,3
16.0,14,2.6,2.58,38.8,40.31,35.77,4,4,3
17.0,14,2.64,2.9,41.44,43.21,36.7,7,3,3
18.0,14,2.68,2.89,44.12,46.1,37.75,9,3,3
19.0,14,2.72,2.58,46.84,48.68,38.79,6,4,2
20.0,14,2.76,3.1,49.6,51.78,39.72,6,4,3
21.0,14,2.8,2.48,52.4,54.26,40.83,7,4,3
22.0,14,2.84,3.26,55.24,57.52,41.71,3,2,1
23.0,14,2.88,3.13,58.12,60.65,42.87,3,2,2
24.0,14,2.92,2.66,61.04,63.31,43.97,8,2,3
25.0,14,2.96,2.63,64.0,65.94,44.91,6,4,3
26.0,14,3.0,3.32,67.0,69.26,45.84,2,3,2
27.0,14,3.0,3.07,70.0,72.33,47.0,6,2,2
28.0,14,3.0,2.97,73.0,75.3,48.07,7,3,3
29.0,14,3.0,2.54,76.0,77.84,49.1,5,4,3
30.0,14,3.0,3.15,79.0,80.99,49.98,4,3,2
31.0,14,3.0,3.5,82.0,84.49,51.07,3,2,0
32.0,14,3.0,3.29,85.0,87.78,52.28,10,3,3
33.0,14,3.0,3.12,88.0,90.9,53.4,5,4,3
34.0,14,3.0,2.85,91.0,93.75,54.47,4,4,2
35.0,14,3.0,2.63,94.0,96.38,55.44,3,3,1
36.0,14,3.0,2.55,97.0,98.93,56.33,7,3,3
37.0,14,3.0,3.14,100.0,102.07,57.19,7,2,2
38.0,14,3.0,3.42,103.0,105.49,58.25,7,2,3
39.0,14,3.0,2.96,106.0,108.45,59.4,4,2,1
