floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count
40.0,14,3.0,2.69,109.0,111.14,60.39,10,4,3
41.0,14,3.0,2.65,112.0,113.79,61.29,5,3,2
42.0,14,3.0,3.25,115.0,117.04,62.17,10,2,3
43.0,14,3.0,2.69,118.0,119.73,63.24,6,4,3
44.0,14,3.0,2.75,121.0,122.48,64.13,2,2,1
45.0,14,3.0,3.19,124.0,125.67,65.03,6,3,3
46.0,14,3.0,3.24,127.0,128.91,66.08,7,3,3
47.0,14,3.0,3.49,130.0,132.4,67.14,5,4,3
48.0,14,3.0,3.2,133.0,135.6,68.27,5,3,2
49.0,14,3.0,3.29,136.0,138.89,69.31,6,3,3
50.0,14,3.0,3.22,139.0,142.11,70.37,5,2,3
51.0,14,3.0,3.13,142.0,145.24,71.4,9,2,3
52.0,14,3.0,3.27,145.0,148.51,72.41,4,3,1
53.0,14,3.0,3.49,148.0,152.0,73.45,4,3,2
54.0,14,3.0,2.9,151.0,154.9,74.56,1,2,1
55.0,14,3.0,2.66,154.0,157.56,75.48,7,4,3
56.0,14,3.0,2.61,157.0,160.17,76.31,4,2,3
57.0,14,3.0,3.33,160.0,163.5,77.14,4,2,1
58.0,14,3.0,2.59,163.0,166.09,78.18,6,4,3
59.0,14,3.0,3.07,166.0,169.16,78.99,4,3,1
60.0,14,3.0,2.83,169.0,171.99,79.94,7,4,3
61.0,14,3.0,3.12,172.0,175.11,80.82,10,4,3
62.0,14,3.0,3.12,175.0,178.23,81.79,7,2,3
63.0,14,3.0,3.27,178.0,181.5,82.75,6,3,3
64.0,14,3.0,3.23,181.0,184.73,83.75,5,3,2
65.0,14,3.0,3.5,184.0,188.23,84.74,9,2,3
66.0,14,3.0,3.27,187.0,191.5,85.8,3,4,1
67.0,14,3.0,3.44,190.0,194.94,86.79,8,4,3
68.0,14,3.0,2.82,193.0,197.76,87.83,3,2,0
69.0,14,3.0,3.32,196.0,201.08,88.68,3,4,1
70.0,14,3.0,3.47,199.0,204.55,89.68,4,3,0
71.0,14,3.0,3.25,202.0,207.8,90.71,5,4,2
72.0,14,3.0,3.2,205.0,211.0,91.68,9,3,3
73.0,14,3.0,3.13,208.0,214.13,92.63,4,4,0
74.0,14,3.0,3.31,211.0,217.44,93.55,4,2,3
75.0,14,3.0,3.16,214.0,220.6,94.53,7,4,3
76.0,14,3.0,2.58,217.0,223.18,95.45,9,3,3
77.0,14,3.0,2.72,220.0,225.9,96.2,7,3,3
78.0,14,3.0,2.84,223.0,228.74,97.0,5,4,2
79.0,14,3.0,3.34,226.0,232.08,97.82,5,4,2
80.0,14,3.0,3.4,229.0,235.48,98.78,8,3,1
81.0,14,3.0,3.26,232.0,238.74,99.76,4,3,2
82.0,14,3.0,2.88,235.0,241.62,100.7,5,4,1
83.0,14,3.0,2.91,238.0,244.53,101.52,7,4,3
84.0,14,3.0,2.58,241.0,247.11,102.35,7,3,3
85.0,14,3.0,2.67,244.0,249.78,103.08,6,2,1
86.0,14,3.0,3.06,247.0,252.84,103.84,9,2,3
87.0,14,3.0,2.53,250.0,255.37,104.7,7,2,3
88.0,14,3.0,2.95,253.0,258.32,105.41,4,3,1
89.0,14,3.0,2.92,256.0,261.24,106.24,7,4,3
90.0,14,3.0,2.85,259.0,264.09,107.05,10,4,3
91.0,14,3.0,2.61,262.0,266.7,107.85,3,4,1
92.0,14,3.0,3.38,265.0,270.08,108.57,8,2,3
93.0,14,3.0,2.74,268.0,272.82,109.5,7,2,3
94.0,14,3.0,3.29,271.0,276.11,110.26,3,2,1
95.0,14,3.0,2.64,274.0,278.75,111.16,8,4,3
96.0,14,3.0,3.33,277.0,282.08,111.88,5,2,3
97.0,14,3.0,2.87,280.0,284.95,112.79,8,3,3
98.0,14,3.0,3.17,283.0,288.12,113.57,4,2,2
99.0,14,3.0,3.18,286.0,291.3,114.43,7,3,3
100.0,14,3.0,2.57,289.0,293.87,115.28,7,4,3
101.0,14,3.0,3.2,292.0,297.07,115.97,5,2,1
102.0,14,3.0,2.81,295.0,299.88,116.83,7,4,2
103.0,14,3.0,3.29,298.0,303.17,117.58,4,4,3
104.0,14,3.0,3.11,301.0,306.28,118.45,7,2,2
105.0,14,3.0,2.61,304.0,308.89,119.28,5,4,2
106.0,14,3.0,2.67,307.0,311.56,119.97,8,4,3
107.0,14,3.0,3.0,310.0,314.56,120.67,4,4,1
108.0,14,3.0,3.41,313.0,317.97,121.46,6,3,2
109.0,14,3.0,3.16,316.0,321.13,122.35,12,2,3
110.0,14,3.0,3.43,319.0,324.56,123.17,5,2,1
111.0,14,3.0,2.85,322.0,327.41,124.06,6,2,2
112.0,14,3.0,2.75,325.0,330.16,124.79,6,3,3
113.0,14,3.0,2.66,328.0,332.82,125.5,5,2,2
114.0,14,3.0,2.92,331.0,335.74,126.18,4,3,3
115.0,14,3.0,3.24,334.0,338.98,126.93,3,2,2
116.0,14,3.0,2.89,337.0,341.87,127.76,3,4,1
117.0,14,3.0,3.22,340.0,345.09,128.49,5,4,2
118.0,14,3.0,3.48,343.0,348.57,129.3,12,2,3
119.0,14,3.0,2.8,346.0,351.37,130.18,7,2,3
120.0,14,3.0,3.45,349.0,354.82,130.88,6,2,3
