floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count
67.0,13,3.0,3.03,190.0,192.27,82.39,6,4,2
68.0,13,3.0,3.25,193.0,195.52,83.27,8,3,3
69.0,13,3.0,3.28,196.0,198.8,84.22,8,2,3
70.0,13,3.0,2.71,199.0,201.51,85.17,5,3,3
71.0,13,3.0,2.75,202.0,204.26,85.95,5,4,3
72.0,13,3.0,2.88,205.0,207.14,86.74,4,3,2
73.0,13,3.0,3.36,208.0,210.5,87.57,3,4,3
74.0,13,3.0,2.76,211.0,213.26,88.52,5,4,3
75.0,13,3.0,3.31,214.0,216.57,89.31,4,4,2
76.0,13,3.0,3.26,217.0,219.83,90.25,9,3,3
77.0,13,3.0,2.61,220.0,222.44,91.17,6,3,3
78.0,13,3.0,2.57,223.0,225.01,91.91,10,4,3
79.0,13,3.0,3.25,226.0,228.26,92.63,3,2,0
80.0,13,3.0,2.88,229.0,231.14,93.54,3,4,1
81.0,13,3.0,2.92,232.0,234.06,94.34,3,4,3
82.0,13,3.0,3.22,235.0,237.28,95.15,6,2,1
83.0,13,3.0,2.86,238.0,240.14,96.04,3,4,1
84.0,13,3.0,2.8,241.0,242.94,96.83,7,4,3
85.0,13,3.0,2.5,244.0,245.44,97.6,4,3,1
86.0,13,3.0,2.83,247.0,248.27,98.29,6,4,3
87.0,13,3.0,2.83,250.0,251.1,99.06,4,4,3
88.0,13,3.0,2.51,253.0,253.61,99.83,6,4,3
89.0,13,3.0,3.16,256.0,256.77,100.52,8,3,3
90.0,13,3.0,2.91,259.0,259.68,101.37,5,2,2
91.0,13,3.0,3.44,262.0,263.12,102.16,7,3,3
92.0,13,3.0,2.81,265.0,265.93,103.08,5,4,3
93.0,13,3.0,2.6,268.0,268.53,103.83,3,2,1
94.0,13,3.0,3.37,271.0,271.9,104.53,8,3,3
95.0,13,3.0,2.97,274.0,274.87,105.43,3,4,1
96.0,13,3.0,2.93,277.0,277.8,106.21,6,3,3
97.0,13,3.0,3.36,280.0,281.16,106.99,6,3,3
98.0,13,3.0,2.5,283.0,283.66,107.87,5,2,2
99.0,13,3.0,2.88,286.0,286.54,108.53,5,4,2
100.0,13,3.0,2.99,289.0,289.53,109.28,5,4,3
101.0,13,3.0,2.68,292.0,292.21,110.06,7,3,3
102.0,13,3.0,3.41,295.0,295.62,110.76,6,2,3
103.0,13,3.0,2.79,298.0,298.41,111.64,6,2,3
104.0,13,3.0,2.88,301.0,301.29,112.36,5,2,2
105.0,13,3.0,2.79,304.0,304.08,113.1,8,2,3
106.0,13,3.0,3.15,307.0,307.23,113.82,4,2,2
107.0,13,3.0,2.75,310.0,309.98,114.62,7,4,3
108.0,13,3.0,2.85,313.0,312.83,115.32,7,3,3
109.0,13,3.0,3.1,316.0,315.93,116.05,5,2,2
110.0,13,3.0,2.6,319.0,318.53,116.83,5,4,3
111.0,13,3.0,2.79,322.0,321.32,117.49,9,3,3
112.0,13,3.0,3.16,325.0,324.48,118.19,4,3,2
113.0,13,3.0,2.79,328.0,327.27,118.98,6,4,3
114.0,13,3.0,2.93,331.0,330.2,119.67,9,3,3
115.0,13,3.0,3.28,334.0,333.48,120.4,8,2,3
116.0,13,3.0,2.64,337.0,336.12,121.22,6,4,2
117.0,13,3.0,3.24,340.0,339.36,121.87,9,4,3
118.0,13,3.0,3.06,343.0,342.42,122.67,5,4,2
119.0,13,3.0,2.69,346.0,345.11,123.42,5,3,3
120.0,13,3.0,3.16,349.0,348.27,124.08,6,3,2
