floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count
0.0,13,2.0,2.39,2.0,2.39,20.61,0,4,0
1.0,13,2.0,2.22,4.0,4.61,21.48,5,3,2
2.0,13,2.04,2.17,6.04,6.78,22.28,8,2,2
3.0,13,2.08,2.35,8.12,9.13,23.06,5,4,2
4.0,13,2.12,1.94,10.24,11.07,23.91,4,2,1
5.0,13,2.16,2.39,12.4,13.46,24.61,6,2,3
6.0,13,2.2,2.35,14.6,15.81,25.46,3,2,3
7.0,13,2.24,2.28,16.84,18.09,26.3,7,3,2
8.0,13,2.28,2.31,19.12,20.4,27.11,9,4,3
9.0,13,2.32,2.46,21.44,22.86,27.94,6,4,3
10.0,13,2.36,2.03,23.8,24.89,28.81,8,4,3
11.0,13,2.4,2.5,26.2,27.39,29.52,5,2,1
12.0,13,2.44,2.87,28.64,30.26,30.41,7,2,3
13.0,13,2.48,2.88,31.12,33.14,31.41,8,4,3
14.0,13,2.52,2.21,33.64,35.35,32.42,2,2,0
15.0,13,2.56,2.18,36.2,37.53,33.2,5,3,1
16.0,13,2.6,2.35,38.8,39.88,33.96,4,2,2
17.0,13,2.64,2.4,41.44,42.28,34.77,3,4,3
18.0,13,2.68,2.71,44.12,44.99,35.6,5,4,3
19.0,13,2.72,2.9,46.84,47.89,36.54,6,2,3
20.0,13,2.76,2.42,49.6,50.31,37.54,7,3,3
21.0,13,2.8,2.89,52.4,53.2,38.37,5,3,2
22.0,13,2.84,2.36,55.24,55.56,39.36,6,2,3
23.0,13,2.88,3.36,58.12,58.92,40.16,4,4,0
24.0,13,2.92,3.1,61.04,62.02,41.31,7,3,3
25.0,13,2.96,3.08,64.0,65.1,42.36,5,4,2
26.0,13,3.0,3.43,67.0,68.53,43.4,7,2,3
27.0,13,3.0,2.52,70.0,71.05,44.55,5,2,3
28.0,13,3.0,3.48,73.0,74.53,45.4,6,2,1
29.0,13,3.0,2.57,76.0,77.1,46.56,4,4,2
30.0,13,3.0,3.33,79.0,80.43,47.41,3,3,1
31.0,13,3.0,3.06,82.0,83.49,48.52,4,3,1
32.0,13,3.0,2.98,85.0,86.47,49.53,9,4,3
33.0,13,3.0,3.14,88.0,89.61,50.51,6,4,2
34.0,13,3.0,3.1,91.0,92.71,51.54,4,4,2
35.0,13,3.0,2.7,94.0,95.41,52.56,4,2,2
36.0,13,3.0,2.56,97.0,97.97,53.44,4,4,2
37.0,13,3.0,3.22,100.0,101.19,54.27,5,3,3
38.0,13,3.0,3.2,103.0,104.39,55.31,6,2,2
39.0,13,3.0,3.38,106.0,107.77,56.35,4,3,2
40.0,13,3.0,3.29,109.0,111.06,57.43,5,4,3
41.0,13,3.0,3.34,112.0,114.4,58.49,6,3,2
42.0,13,3.0,3.35,115.0,117.75,59.55,8,2,3
43.0,13,3.0,2.72,118.0,120.47,60.62,6,2,3
44.0,13,3.0,2.62,121.0,123.09,61.48,6,3,3
45.0,13,3.0,3.05,124.0,126.14,62.31,7,3,3
46.0,13,3.0,3.24,127.0,129.38,63.27,4,4,2
47.0,13,3.0,3.31,130.0,132.69,64.28,10,2,3
48.0,13,3.0,3.27,133.0,135.96,65.32,6,2,1
49.0,13,3.0,3.18,136.0,139.14,66.33,10,4,3
50.0,13,3.0,2.56,139.0,141.7,67.32,4,4,2
51.0,13,3.0,3.46,142.0,145.16,68.11,8,2,3
52.0,13,3.0,2.96,145.0,148.12,69.18,6,3,3
53.0,13,3.0,3.3,148.0,151.42,70.09,5,3,3
54.0,13,3.0,3.06,151.0,154.48,71.09,6,3,3
55.0,13,3.0,2.66,154.0,157.14,72.03,6,3,1
56.0,13,3.0,3.19,157.0,160.33,72.83,6,4,3
57.0,13,3.0,2.79,160.0,163.12,73.8,2,3,1
58.0,13,3.0,2.56,163.0,165.68,74.64,2,2,0
59.0,13,3.0,3.28,166.0,168.96,75.41,5,4,1
60.0,13,3.0,2.57,169.0,171.53,76.39,8,2,3
61.0,13,3.0,2.6,172.0,174.13,77.16,5,4,3
62.0,13,3.0,2.82,175.0,176.95,77.94,8,4,3
63.0,13,3.0,2.86,178.0,179.81,78.77,5,3,3
64.0,13,3.0,2.86,181.0,182.67,79.62,5,3,3
65.0,13,3.0,3.14,184.0,185.81,80.46,2,2,0
66.0,13,3.0,3.43,187.0,189.24,81.38,8,2,3
