floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count
68.0,5,3.0,2.55,193.0,193.95,86.78,5,4,3
69.0,5,3.0,3.35,196.0,197.3,87.56,6,4,3
70.0,5,3.0,2.58,199.0,199.88,88.59,5,4,3
71.0,5,3.0,2.59,202.0,202.47,89.38,6,2,2
72.0,5,3.0,2.87,205.0,205.34,90.17,8,4,3
73.0,5,3.0,3.31,208.0,208.65,91.04,6,4,3
74.0,5,3.0,2.52,211.0,211.17,92.04,5,2,2
75.0,5,3.0,3.22,214.0,214.39,92.79,3,3,3
76.0,5,3.0,3.41,217.0,217.8,93.76,5,2,2
77.0,5,3.0,3.49,220.0,221.29,94.78,3,4,1
78.0,5,3.0,2.58,223.0,223.87,95.82,5,4,3
79.0,5,3.0,3.07,226.0,226.94,96.58,8,4,3
80.0,5,3.0,2.59,229.0,229.53,97.49,5,3,2
81.0,5,3.0,3.04,232.0,232.57,98.25,5,3,3
82.0,5,3.0,3.17,235.0,235.74,99.14,5,2,2
83.0,5,3.0,2.97,238.0,238.71,100.07,5,4,0
84.0,5,3.0,2.87,241.0,241.58,100.93,9,3,2
85.0,5,3.0,2.7,244.0,244.28,101.76,10,3,3
86.0,5,3.0,3.03,247.0,247.31,102.54,7,3,3
87.0,5,3.0,3.13,250.0,250.44,103.42,4,4,3
88.0,5,3.0,3.08,253.0,253.52,104.31,5,2,2
89.0,5,3.0,2.68,256.0,256.2,105.19,2,3,1
90.0,5,3.0,3.5,259.0,259.7,105.96,4,2,1
91.0,5,3.0,3.32,262.0,263.02,106.95,4,2,2
92.0,5,3.0,2.53,265.0,265.55,107.89,8,3,0
93.0,5,3.0,3.22,268.0,268.77,108.6,8,3,2
94.0,5,3.0,3.23,271.0,272.0,109.5,7,2,3
95.0,5,3.0,3.47,274.0,275.47,110.41,8,4,3
96.0,5,3.0,3.11,277.0,278.58,111.37,7,3,3
97.0,5,3.0,2.67,280.0,281.25,112.23,2,4,0
98.0,5,3.0,2.7,283.0,283.95,112.97,4,3,3
99.0,5,3.0,3.33,286.0,287.28,113.71,7,4,3
100.0,5,3.0,2.89,289.0,290.17,114.62,7,4,3
101.0,5,3.0,3.48,292.0,293.65,115.41,9,3,3
102.0,5,3.0,3.05,295.0,296.7,116.36,4,4,2
103.0,5,3.0,2.94,298.0,299.64,117.18,7,3,2
104.0,5,3.0,3.37,301.0,303.01,117.98,6,2,3
105.0,5,3.0,2.53,304.0,305.54,118.88,3,4,3
106.0,5,3.0,3.02,307.0,308.56,119.56,4,2,3
107.0,5,3.0,2.67,310.0,311.23,120.37,7,4,3
108.0,5,3.0,3.0,313.0,314.23,121.08,4,4,3
109.0,5,3.0,3.01,316.0,317.24,121.87,5,2,2
110.0,5,3.0,2.58,319.0,319.82,122.67,6,2,3
111.0,5,3.0,3.29,322.0,323.11,123.35,5,3,3
112.0,5,3.0,2.83,325.0,325.94,124.21,7,4,2
113.0,5,3.0,3.2,328.0,329.14,124.95,5,2,2
114.0,5,3.0,3.36,331.0,332.5,125.78,9,2,3
115.0,5,3.0,2.6,334.0,335.1,126.65,8,2,3
116.0,5,3.0,2.7,337.0,337.8,127.32,5,2,0
117.0,5,3.0,2.87,340.0,340.67,128.02,10,4,3
118.0,5,3.0,3.19,343.0,343.86,128.75,8,2,1
119.0,5,3.0,3.41,346.0,347.27,129.57,5,4,3
120.0,5,3.0,3.19,349.0,350.46,130.43,3,3,2
