floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count
0.0,4,2.0,2.32,2.0,2.32,24.58,0,2,0
1.0,4,2.0,2.09,4.0,4.41,25.53,6,3,3
2.0,4,2.04,2.32,6.04,6.73,26.38,5,3,3
3.0,4,2.08,2.52,8.12,9.25,27.32,6,2,3
4.0,4,2.12,2.35,10.24,11.6,28.34,7,4,3
5.0,4,2.16,2.34,12.4,13.94,29.29,9,3,3
6.0,4,2.2,1.95,14.6,15.89,30.23,4,2,3
7.0,4,2.24,1.85,16.84,17.74,31.01,5,3,3
8.0,4,2.28,2.27,19.12,20.01,31.75,4,2,1
9.0,4,2.32,2.39,21.44,22.4,32.66,7,2,3
10.0,4,2.36,2.15,23.8,24.55,33.61,4,2,3
11.0,4,2.4,2.81,26.2,27.36,34.46,5,2,3
12.0,4,2.44,2.17,28.64,29.53,35.57,8,4,3
13.0,4,2.48,2.45,31.12,31.98,36.43,6,4,3
14.0,4,2.52,2.19,33.64,34.17,37.39,4,2,0
15.0,4,2.56,2.16,36.2,36.33,38.25,4,4,2
16.0,4,2.6,2.87,38.8,39.2,39.1,5,3,3
17.0,4,2.64,2.37,41.44,41.57,40.22,8,3,3
18.0,4,2.68,2.35,44.12,43.92,41.14,5,2,3
19.0,4,2.72,2.75,46.84,46.67,42.05,7,2,3
20.0,4,2.76,2.34,49.6,49.01,43.11,7,3,2
21.0,4,2.8,3.03,52.4,52.04,44.01,7,3,2
22.0,4,2.84,3.04,55.24,55.08,45.17,6,2,1
23.0,4,2.88,2.94,58.12,58.02,46.33,7,4,3
24.0,4,2.92,2.85,61.04,60.87,47.45,5,4,2
25.0,4,2.96,3.38,64.0,64.25,48.54,9,3,3
26.0,4,3.0,2.93,67.0,67.18,49.81,3,4,1
27.0,4,3.0,3.39,70.0,70.57,50.92,6,3,3
28.0,4,3.0,3.01,73.0,73.58,52.19,3,2,2
29.0,4,3.0,3.19,76.0,76.77,53.31,5,3,2
30.0,4,3.0,2.53,79.0,79.3,54.5,8,4,3
31.0,4,3.0,3.42,82.0,82.72,55.44,7,4,3
32.0,4,3.0,3.39,85.0,86.11,56.7,3,3,0
33.0,4,3.0,3.22,88.0,89.33,57.95,7,3,3
34.0,4,3.0,2.93,91.0,92.26,59.13,4,2,2
35.0,4,3.0,3.49,94.0,95.75,60.2,5,3,2
36.0,4,3.0,2.59,97.0,98.34,61.47,6,4,3
37.0,4,3.0,2.76,100.0,101.1,62.4,6,4,3
38.0,4,3.0,3.33,103.0,104.43,63.4,8,2,3
39.0,4,3.0,2.66,106.0,107.09,64.6,4,4,1
40.0,4,3.0,2.91,109.0,110.0,65.55,7,3,3
41.0,4,3.0,2.87,112.0,112.87,66.59,6,3,2
42.0,4,3.0,2.54,115.0,115.41,67.61,6,2,3
43.0,4,3.0,3.17,118.0,118.58,68.51,4,4,3
44.0,4,3.0,2.57,121.0,121.15,69.63,5,2,2
45.0,4,3.0,3.01,124.0,124.16,70.53,3,4,2
46.0,4,3.0,3.15,127.0,127.31,71.59,6,2,3
47.0,4,3.0,2.6,130.0,129.91,72.69,4,2,2
48.0,4,3.0,2.87,133.0,132.78,73.59,8,4,3
49.0,4,3.0,3.44,136.0,136.22,74.59,7,3,3
50.0,4,3.0,2.72,139.0,138.94,75.78,6,3,2
51.0,4,3.0,2.98,142.0,141.92,76.72,8,3,3
52.0,4,3.0,2.78,145.0,144.7,77.74,6,3,3
53.0,4,3.0,3.14,148.0,147.84,78.69,11,4,3
54.0,4,3.0,3.02,151.0,150.86,79.76,5,4,0
55.0,4,3.0,2.95,154.0,153.81,80.78,6,4,3
56.0,4,3.0,3.31,157.0,157.12,81.78,8,4,3
57.0,4,3.0,3.44,160.0,160.56,82.89,7,4,3
58.0,4,3.0,2.65,163.0,163.21,84.05,7,2,3
59.0,4,3.0,2.84,166.0,166.05,84.93,4,4,1
60.0,4,3.0,2.71,169.0,168.76,85.88,9,2,3
61.0,4,3.0,2.64,172.0,171.4,86.78,5,4,2
62.0,4,3.0,2.71,175.0,174.11,87.65,6,2,3
63.0,4,3.0,2.61,178.0,176.72,88.54,4,2,2
64.0,4,3.0,3.37,181.0,180.09,89.4,10,2,3
65.0,4,3.0,3.48,184.0,183.57,90.5,6,4,2
66.0,4,3.0,2.98,187.0,186.55,91.63,7,4,3
67.0,4,3.0,3.2,190.0,189.75,92.6,8,3,1
68.0,4,3.0,2.9,193.0,192.65,93.64,8,4,3
69.0,4,3.0,2.63,196.0,195.28,94.57,7,3,3
70.0,4,3.0,3.36,199.0,198.64,95.41,6,4,3
71.0,4,3.0,3.2,202.0,201.84,96.49,5,2,3
72.0,4,3.0,2.99,205.0,204.83,97.51,4,3,0
73.0,4,3.0,3.34,208.0,208.17,98.45,5,2,2
74.0,4,3.0,3.17,211.0,211.34,99.51,7,3,2
75.0,4,3.0,2.84,214.0,214.18,100.51,4,4,2
76.0,4,3.0,2.91,217.0,217.09,101.4,7,2,3
77.0,4,3.0,2.6,220.0,219.69,102.31,3,2,1
78.0,4,3.0,3.34,223.0,223.03,103.11,8,3,3
79.0,4,3.0,3.31,226.0,226.34,104.15,8,3,3
80.0,4,3.0,2.57,229.0,228.91,105.17,5,4,3
81.0,4,3.0,2.55,232.0,231.46,105.96,4,2,2
82.0,4,3.0,2.66,235.0,234.12,106.75,5,4,3
83.0,4,3.0,2.77,238.0,236.89,107.56,5,2,2
84.0,4,3.0,2.91,241.0,239.8,108.4,3,3,2
85.0,4,3.0,3.17,244.0,242.97,109.29,6,2,3
86.0,4,3.0,3.14,247.0,246.11,110.24,9,2,2
87.0,4,3.0,2.52,250.0,248.63,111.19,7,2,3
88.0,4,3.0,3.27,253.0,251.9,111.95,3,4,2
89.0,4,3.0,3.07,256.0,254.97,112.93,2,3,2
90.0,4,3.0,3.44,259.0,258.41,113.84,7,4,3
91.0,4,3.0,3.32,262.0,261.73,114.86,6,3,1
92.0,4,3.0,2.98,265.0,264.71,115.84,7,2,2
93.0,4,3.0,3.11,268.0,267.82,116.72,6,3,3
94.0,4,3.0,2.76,271.0,270.58,117.63,11,2,3
95.0,4,3.0,2.66,274.0,273.24,118.44,5,2,3
96.0,4,3.0,3.37,277.0,276.61,119.21,9,4,3
97.0,4,3.0,3.18,280.0,279.79,120.19,9,3,3
98.0,4,3.0,2.58,283.0,282.37,121.11,8,2,2
99.0,4,3.0,2.84,286.0,285.21,121.85,3,4,1
100.0,4,3.0,2.86,289.0,288.07,122.66,7,2,3
101.0,4,3.0,2.58,292.0,290.65,123.48,6,2,2
102.0,4,3.0,2.78,295.0,293.43,124.22,8,3,3
103.0,4,3.0,3.18,298.0,296.61,125.01,5,2,2
104.0,4,3.0,2.96,301.0,299.57,125.91,9,3,3
105.0,4,3.0,3.17,304.0,302.74,126.74,8,4,3
106.0,4,3.0,2.7,307.0,305.44,127.63,5,2,3
107.0,4,3.0,2.96,310.0,308.4,128.38,7,4,2
108.0,4,3.0,2.56,313.0,310.96,129.21,9,3,3
109.0,4,3.0,2.72,316.0,313.68,129.92,6,3,3
110.0,4,3.0,3.26,319.0,316.94,130.67,6,2,3
111.0,4,3.0,3.38,322.0,320.32,131.57,7,4,3
112.0,4,3.0,3.04,325.0,323.36,132.5,6,2,3
113.0,4,3.0,2.55,328.0,325.91,133.33,8,4,3
114.0,4,3.0,3.32,331.0,329.23,134.03,4,3,0
115.0,4,3.0,2.83,334.0,332.06,134.93,9,2,3
116.0,4,3.0,2.8,337.0,334.86,135.7,5,4,2
117.0,4,3.0,3.31,340.0,338.17,136.45,5,3,3
118.0,4,3.0,3.45,343.0,341.62,137.34,7,3,3
119.0,4,3.0,3.39,346.0,345.01,138.26,5,3,3
120.0,4,3.0,3.02,349.0,348.03,139.17,4,3,2
