floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count
80.0,8,3.0,3.16,229.0,228.27,101.82,6,3,1
81.0,8,3.0,2.51,232.0,230.78,102.79,6,2,2
82.0,8,3.0,2.8,235.0,233.58,103.55,6,4,2
83.0,8,3.0,3.18,238.0,236.76,104.41,8,4,2
84.0,8,3.0,3.15,241.0,239.91,105.37,8,2,3
85.0,8,3.0,3.48,244.0,243.39,106.32,5,4,3
86.0,8,3.0,3.17,247.0,246.56,107.36,8,4,3
87.0,8,3.0,3.18,250.0,249.74,108.31,9,2,2
88.0,8,3.0,2.56,253.0,252.3,109.26,8,3,2
89.0,8,3.0,2.59,256.0,254.89,110.02,4,4,2
90.0,8,3.0,2.78,259.0,257.67,110.79,7,3,3
91.0,8,3.0,2.98,262.0,260.65,111.61,8,3,3
92.0,8,3.0,3.07,265.0,263.72,112.48,7,2,3
93.0,8,3.0,2.97,268.0,266.69,113.38,6,4,3
94.0,8,3.0,2.51,271.0,269.2,114.25,6,3,2
95.0,8,3.0,3.43,274.0,272.63,114.98,4,4,3
96.0,8,3.0,2.82,277.0,275.45,115.97,7,4,3
97.0,8,3.0,2.88,280.0,278.33,116.79,11,3,3
98.0,8,3.0,2.56,283.0,280.89,117.61,6,3,3
99.0,8,3.0,3.27,286.0,284.16,118.35,6,2,3
100.0,8,3.0,3.01,289.0,287.17,119.28,5,2,2
101.0,8,3.0,3.36,292.0,290.53,120.14,4,3,2
102.0,8,3.0,2.61,295.0,293.14,121.09,5,2,2
103.0,8,3.0,3.13,298.0,296.27,121.83,6,3,2
104.0,8,3.0,3.14,301.0,299.41,122.71,5,4,3
105.0,8,3.0,3.21,304.0,302.62,123.59,7,4,2
106.0,8,3.0,2.65,307.0,305.27,124.48,8,3,3
107.0,8,3.0,2.92,310.0,308.19,125.22,3,2,3
108.0,8,3.0,2.96,313.0,311.15,126.03,6,3,2
109.0,8,3.0,3.15,316.0,314.3,126.85,12,2,3
110.0,8,3.0,2.72,319.0,317.02,127.71,10,2,3
111.0,8,3.0,2.84,322.0,319.86,128.46,11,2,3
112.0,8,3.0,3.38,325.0,323.24,129.23,5,3,1
113.0,8,3.0,3.27,328.0,326.51,130.15,2,2,1
114.0,8,3.0,3.14,331.0,329.65,131.04,6,4,3
115.0,8,3.0,2.57,334.0,332.22,131.89,3,3,1
116.0,8,3.0,2.66,337.0,334.88,132.58,6,3,3
117.0,8,3.0,3.1,340.0,337.98,133.29,6,2,3
118.0,8,3.0,3.08,343.0,341.06,134.12,7,4,3
119.0,8,3.0,2.74,346.0,343.8,134.94,4,4,3
120.0,8,3.0,2.93,349.0,346.73,135.66,7,4,3
