floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count
38.0,7,3.0,2.58,103.0,104.04,59.64,6,3,2
39.0,7,3.0,2.81,106.0,106.85,60.55,5,2,3
40.0,7,3.0,3.43,109.0,110.28,61.54,5,4,3
41.0,7,3.0,3.23,112.0,113.51,62.75,7,4,3
42.0,7,3.0,2.87,115.0,116.38,63.88,7,2,3
43.0,7,3.0,3.41,118.0,119.79,64.88,5,3,2
44.0,7,3.0,3.34,121.0,123.13,66.07,7,4,3
45.0,7,3.0,2.94,124.0,126.07,67.22,7,4,3
46.0,7,3.0,3.11,127.0,129.18,68.24,4,4,2
47.0,7,3.0,3.28,130.0,132.46,69.3,8,2,3
48.0,7,3.0,2.66,133.0,135.12,70.43,5,4,3
49.0,7,3.0,3.49,136.0,138.61,71.33,6,3,3
50.0,7,3.0,3.24,139.0,141.85,72.52,5,4,2
51.0,7,3.0,2.88,142.0,144.73,73.61,7,4,3
52.0,7,3.0,2.88,145.0,147.61,74.58,6,4,3
53.0,7,3.0,2.77,148.0,150.38,75.55,3,3,1
54.0,7,3.0,3.01,151.0,153.39,76.47,8,4,3
55.0,7,3.0,3.29,154.0,156.68,77.47,5,2,2
56.0,7,3.0,3.09,157.0,159.77,78.57,5,4,2
57.0,7,3.0,3.06,160.0,162.83,79.59,7,4,2
58.0,7,3.0,2.78,163.0,165.61,80.59,6,3,2
59.0,7,3.0,3.48,166.0,169.09,81.5,5,2,3
60.0,7,3.0,3.18,169.0,172.27,82.64,6,3,3
61.0,7,3.0,2.94,172.0,175.21,83.67,7,3,3
62.0,7,3.0,2.57,175.0,177.78,84.63,9,4,3
63.0,7,3.0,3.28,178.0,181.06,85.46,5,3,3
64.0,7,3.0,2.52,181.0,183.58,86.51,6,2,3
65.0,7,3.0,3.44,184.0,187.02,87.32,6,2,3
66.0,7,3.0,2.96,187.0,189.98,88.42,9,4,3
67.0,7,3.0,2.61,190.0,192.59,89.36,6,4,3
68.0,7,3.0,3.15,193.0,195.74,90.18,6,2,3
69.0,7,3.0,2.55,196.0,198.29,91.18,6,3,3
70.0,7,3.0,2.86,199.0,201.15,91.98,6,2,3
71.0,7,3.0,2.93,202.0,204.08,92.88,4,4,2
72.0,7,3.0,2.6,205.0,206.68,93.79,8,4,3
73.0,7,3.0,3.21,208.0,209.89,94.6,4,3,3
74.0,7,3.0,3.25,211.0,213.14,95.59,6,4,3
75.0,7,3.0,3.03,214.0,216.17,96.6,3,2,3
76.0,7,3.0,3.01,217.0,219.18,97.53,6,3,3
77.0,7,3.0,2.76,220.0,221.94,98.45,9,4,3
78.0,7,3.0,2.74,223.0,224.68,99.29,7,2,3
79.0,7,3.0,3.41,226.0,228.09,100.13,7,2,1
80.0,7,3.0,3.03,229.0,231.12,101.16,7,3,3
81.0,7,3.0,3.26,232.0,234.38,102.08,9,4,3
82.0,7,3.0,3.17,235.0,237.55,103.06,4,4,3
83.0,7,3.0,2.88,238.0,240.43,104.0,10,4,3
84.0,7,3.0,2.64,241.0,243.07,104.86,7,2,1
85.0,7,3.0,2.53,244.0,245.6,105.65,9,3,3
86.0,7,3.0,3.4,247.0,249.0,106.4,7,3,3
87.0,7,3.0,3.21,250.0,252.21,107.4,4,3,2
88.0,7,3.0,3.0,253.0,255.21,108.34,4,2,3
89.0,7,3.0,3.07,256.0,258.28,109.22,8,2,2
90.0,7,3.0,2.76,259.0,261.04,110.12,3,4,1
91.0,7,3.0,2.5,262.0,263.54,110.92,3,4,0
92.0,7,3.0,2.56,265.0,266.1,111.64,9,3,3
93.0,7,3.0,3.44,268.0,269.54,112.38,4,2,0
94.0,7,3.0,2.61,271.0,272.15,113.37,4,3,2
95.0,7,3.0,2.82,274.0,274.97,114.12,3,2,2
96.0,7,3.0,3.06,277.0,278.03,114.92,8,4,3
97.0,7,3.0,2.54,280.0,280.57,115.79,2,2,1
98.0,7,3.0,3.44,283.0,284.01,116.51,5,3,3
99.0,7,3.0,3.15,286.0,287.16,117.48,7,4,3
100.0,7,3.0,3.09,289.0,290.25,118.37,4,2,3
101.0,7,3.0,2.68,292.0,292.93,119.24,5,4,2
102.0,7,3.0,3.18,295.0,296.11,119.98,6,4,1
103.0,7,3.0,3.43,298.0,299.54,120.87,4,4,3
104.0,7,3.0,2.78,301.0,302.32,121.82,6,2,3
105.0,7,3.0,3.08,304.0,305.4,122.58,7,3,2
106.0,7,3.0,3.3,307.0,308.7,123.43,7,2,2
107.0,7,3.0,3.36,310.0,312.06,124.33,7,3,3
108.0,7,3.0,3.15,313.0,315.21,125.25,7,4,3
109.0,7,3.0,2.8,316.0,318.01,126.1,8,2,3
110.0,7,3.0,2.76,319.0,320.77,126.86,9,2,3
111.0,7,3.0,3.02,322.0,323.79,127.6,3,3,1
112.0,7,3.0,3.01,325.0,326.8,128.41,6,3,3
113.0,7,3.0,3.2,328.0,330.0,129.22,6,3,3
114.0,7,3.0,3.43,331.0,333.43,130.07,6,4,3
115.0,7,3.0,3.0,334.0,336.43,130.98,4,3,3
116.0,7,3.0,2.85,337.0,339.28,131.77,8,2,2
117.0,7,3.0,3.36,340.0,342.64,132.52,6,2,3
118.0,7,3.0,3.23,343.0,345.87,133.4,5,3,3
119.0,7,3.0,3.3,346.0,349.17,134.25,6,4,3
120.0,7,3.0,3.2,349.0,352.37,135.1,4,2,2
