floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count
35.0,6,3.0,3.3,94.0,92.24,59.57,5,4,1
36.0,6,3.0,3.38,97.0,95.62,60.81,3,2,3
37.0,6,3.0,2.79,100.0,98.41,62.07,4,2,2
38.0,6,3.0,2.96,103.0,101.37,63.11,11,2,3
39.0,6,3.0,3.24,106.0,104.61,64.21,6,4,1
40.0,6,3.0,3.21,109.0,107.82,65.41,6,3,3
41.0,6,3.0,3.19,112.0,111.01,66.59,6,3,3
42.0,6,3.0,3.17,115.0,114.18,67.75,5,4,2
43.0,6,3.0,3.13,118.0,117.31,68.91,4,3,3
44.0,6,3.0,2.97,121.0,120.28,70.05,6,3,3
45.0,6,3.0,3.06,124.0,123.34,71.12,4,2,2
46.0,6,3.0,2.8,127.0,126.14,72.22,8,3,3
47.0,6,3.0,3.13,130.0,129.27,73.23,6,3,3
48.0,6,3.0,2.91,133.0,132.18,74.35,6,4,1
49.0,6,3.0,3.28,136.0,135.46,75.38,8,3,1
50.0,6,3.0,2.74,139.0,138.2,76.55,7,2,3
51.0,6,3.0,3.09,142.0,141.29,77.52,4,2,1
52.0,6,3.0,3.46,145.0,144.75,78.6,3,2,1
53.0,6,3.0,2.8,148.0,147.55,79.82,7,3,3
54.0,6,3.0,3.33,151.0,150.88,80.79,7,3,3
55.0,6,3.0,2.82,154.0,153.7,81.95,5,2,2
56.0,6,3.0,2.73,157.0,156.43,82.93,6,3,3
57.0,6,3.0,2.51,160.0,158.94,83.87,7,4,3
58.0,6,3.0,2.89,163.0,161.83,84.73,2,2,1
59.0,6,3.0,2.68,166.0,164.51,85.72,5,4,1
60.0,6,3.0,2.73,169.0,167.24,86.64,7,4,3
61.0,6,3.0,3.08,172.0,170.32,87.57,7,2,2
62.0,6,3.0,3.03,175.0,173.35,88.61,5,4,3
63.0,6,3.0,3.46,178.0,176.81,89.63,6,4,3
64.0,6,3.0,2.75,181.0,179.56,90.8,6,4,3
65.0,6,3.0,3.14,184.0,182.7,91.72,6,4,3
66.0,6,3.0,2.99,187.0,185.69,92.77,4,2,2
67.0,6,3.0,3.13,190.0,188.82,93.76,7,4,2
68.0,6,3.0,2.61,193.0,191.43,94.79,4,2,1
69.0,6,3.0,3.39,196.0,194.82,95.65,7,4,3
70.0,6,3.0,3.03,199.0,197.85,96.77,2,2,1
71.0,6,3.0,2.73,202.0,200.58,97.76,5,3,3
72.0,6,3.0,2.63,205.0,203.21,98.65,10,4,3
73.0,6,3.0,2.63,208.0,205.84,99.5,5,3,0
74.0,6,3.0,3.41,211.0,209.25,100.35,6,3,2
75.0,6,3.0,3.28,214.0,212.53,101.45,3,2,1
76.0,6,3.0,2.87,217.0,215.4,102.5,11,2,3
77.0,6,3.0,3.28,220.0,218.68,103.42,9,3,3
78.0,6,3.0,3.39,223.0,222.07,104.46,10,2,3
79.0,6,3.0,3.34,226.0,225.41,105.54,4,4,1
80.0,6,3.0,3.01,229.0,228.42,106.59,7,2,3
81.0,6,3.0,2.69,232.0,231.11,107.54,2,3,1
82.0,6,3.0,3.44,235.0,234.55,108.38,8,2,3
83.0,6,3.0,3.05,238.0,237.6,109.45,5,2,1
84.0,6,3.0,3.28,241.0,240.88,110.4,8,3,2
85.0,6,3.0,2.81,244.0,243.69,111.41,10,2,3
86.0,6,3.0,2.65,247.0,246.34,112.28,7,2,3
87.0,6,3.0,3.07,250.0,249.41,113.09,4,4,3
88.0,6,3.0,2.97,253.0,252.38,114.03,5,3,2
89.0,6,3.0,2.61,256.0,254.99,114.94,4,2,1
90.0,6,3.0,3.34,259.0,258.33,115.73,10,4,3
91.0,6,3.0,2.81,262.0,261.14,116.74,6,2,2
92.0,6,3.0,3.07,265.0,264.21,117.58,4,4,3
93.0,6,3.0,2.87,268.0,267.08,118.51,8,3,3
94.0,6,3.0,3.33,271.0,270.41,119.36,5,3,3
95.0,6,3.0,2.6,274.0,273.01,120.35,3,2,2
96.0,6,3.0,2.5,277.0,275.51,121.12,7,3,3
97.0,6,3.0,3.24,280.0,278.75,121.86,2,3,1
98.0,6,3.0,3.08,283.0,281.83,122.82,8,2,3
99.0,6,3.0,3.24,286.0,285.07,123.72,9,3,3
100.0,6,3.0,3.16,289.0,288.23,124.66,6,4,3
101.0,6,3.0,3.15,292.0,291.38,125.58,5,3,3
102.0,6,3.0,2.55,295.0,293.93,126.5,7,2,3
103.0,6,3.0,2.52,298.0,296.45,127.23,2,3,0
104.0,6,3.0,2.89,301.0,299.34,127.96,5,3,2
105.0,6,3.0,2.74,304.0,302.08,128.78,6,3,0
106.0,6,3.0,3.08,307.0,305.16,129.57,4,2,2
107.0,6,3.0,3.03,310.0,308.19,130.44,9,2,3
108.0,6,3.0,3.36,313.0,311.55,131.3,7,2,3
109.0,6,3.0,2.64,316.0,314.19,132.25,8,2,3
110.0,6,3.0,2.74,319.0,316.93,132.99,6,4,3
111.0,6,3.0,2.98,322.0,319.91,133.76,8,4,3
112.0,6,3.0,3.49,325.0,323.4,134.59,6,3,2
113.0,6,3.0,2.62,328.0,326.02,135.56,6,2,3
114.0,6,3.0,2.83,331.0,328.85,136.28,5,4,1
115.0,6,3.0,2.93,334.0,331.78,137.06,5,2,2
116.0,6,3.0,3.16,337.0,334.94,137.87,3,3,1
117.0,6,3.0,3.17,340.0,338.11,138.73,7,4,3
118.0,6,3.0,2.93,343.0,341.04,139.59,6,4,1
119.0,6,3.0,3.37,346.0,344.41,140.39,2,4,1
120.0,6,3.0,2.83,349.0,347.24,141.3,4,3,3
