floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count
0.0,12,2.0,2.0,2.0,2.0,20.56,0,2,0
1.0,12,2.0,1.95,4.0,3.95,21.36,7,3,2
2.0,12,2.04,2.21,6.04,6.16,22.14,8,3,3
3.0,12,2.08,1.72,8.12,7.88,23.02,2,4,2
4.0,12,2.12,2.39,10.24,10.27,23.7,6,4,3
5.0,12,2.16,2.5,12.4,12.77,24.65,6,3,3
6.0,12,2.2,2.14,14.6,14.91,25.63,8,3,2
7.0,12,2.24,2.51,16.84,17.42,26.47,4,2,1
8.0,12,2.28,2.02,19.12,19.44,27.46,6,2,2
9.0,12,2.32,2.71,21.44,22.15,28.25,9,3,3
10.0,12,2.36,2.03,23.8,24.18,29.31,5,4,2
11.0,12,2.4,2.46,26.2,26.64,30.1,6,2,1
12.0,12,2.44,2.66,28.64,29.3,31.05,8,3,3
13.0,12,2.48,2.2,31.12,31.5,32.08,10,4,3
14.0,12,2.52,2.5,33.64,34.0,32.93,8,3,3
15.0,12,2.56,2.74,36.2,36.74,33.89,6,4,3
16.0,12,2.6,2.89,38.8,39.63,34.94,6,2,2
17.0,12,2.64,2.95,41.44,42.58,36.04,8,4,3
18.0,12,2.68,2.64,44.12,45.22,37.16,5,2,2
19.0,12,2.72,3.01,46.84,48.23,38.16,6,4,3
20.0,12,2.76,2.98,49.6,51.21,39.3,5,2,2
21.0,12,2.8,2.45,52.4,53.66,40.42,4,3,2
22.0,12,2.84,2.77,55.24,56.43,41.34,6,2,2
23.0,12,2.88,3.07,58.12,59.5,42.38,5,3,3
24.0,12,2.92,3.36,61.04,62.86,43.52,4,3,3
25.0,12,2.96,3.07,64.0,65.93,44.77,7,2,3
26.0,12,3.0,3.05,67.0,68.98,45.9,3,3,2
27.0,12,3.0,2.95,70.0,71.93,47.02,5,3,2
28.0,12,3.0,3.49,73.0,75.42,48.1,4,3,3
29.0,12,3.0,2.59,76.0,78.01,49.38,11,2,2
30.0,12,3.0,3.35,79.0,81.36,50.32,8,3,3
31.0,12,3.0,2.68,82.0,84.04,51.53,5,2,2
32.0,12,3.0,3.26,85.0,87.3,52.5,7,4,3
33.0,12,3.0,2.73,88.0,90.03,53.67,4,3,2
34.0,12,3.0,2.52,91.0,92.55,54.65,3,3,0
35.0,12,3.0,3.22,94.0,95.77,55.55,4,2,2
36.0,12,3.0,2.71,97.0,98.48,56.7,7,3,3
37.0,12,3.0,2.63,100.0,101.11,57.66,7,4,3
38.0,12,3.0,3.35,103.0,104.46,58.59,6,2,3
39.0,12,3.0,3.05,106.0,107.51,59.77,6,2,2
40.0,12,3.0,2.6,109.0,110.11,60.84,4,2,2
41.0,12,3.0,2.89,112.0,113.0,61.75,11,4,3
42.0,12,3.0,2.97,115.0,115.97,62.75,9,2,3
43.0,12,3.0,3.16,118.0,119.13,63.79,4,4,3
44.0,12,3.0,2.73,121.0,121.86,64.88,7,4,3
45.0,12,3.0,2.89,124.0,124.75,65.82,4,3,3
46.0,12,3.0,3.01,127.0,127.76,66.81,7,3,3
47.0,12,3.0,3.04,130.0,130.8,67.84,5,4,2
48.0,12,3.0,3.17,133.0,133.97,68.87,3,2,2
49.0,12,3.0,2.6,136.0,136.57,69.95,9,3,3
50.0,12,3.0,2.54,139.0,139.11,70.83,3,3,1
51.0,12,3.0,2.6,142.0,141.71,71.69,9,2,3
52.0,12,3.0,2.65,145.0,144.36,72.56,3,2,1
53.0,12,3.0,3.49,148.0,147.85,73.45,7,2,3
54.0,12,3.0,3.46,151.0,151.31,74.61,5,4,2
55.0,12,3.0,2.53,154.0,153.84,75.76,6,4,3
56.0,12,3.0,2.68,157.0,156.52,76.6,12,3,3
57.0,12,3.0,2.98,160.0,159.5,77.48,9,2,3
58.0,12,3.0,3.41,163.0,162.91,78.46,6,3,3
59.0,12,3.0,3.29,166.0,166.2,79.58,5,2,3
60.0,12,3.0,3.44,169.0,169.64,80.65,9,4,3
61.0,12,3.0,2.89,172.0,172.53,81.77,6,2,3
62.0,12,3.0,2.88,175.0,175.41,82.7,4,2,1
63.0,12,3.0,2.57,178.0,177.98,83.63,5,2,2
64.0,12,3.0,2.76,181.0,180.74,84.45,6,3,3
65.0,12,3.0,2.8,184.0,183.54,85.34,8,4,3
66.0,12,3.0,3.32,187.0,186.86,86.23,4,4,2
67.0,12,3.0,3.0,190.0,189.86,87.28,6,4,3
68.0,12,3.0,2.59,193.0,192.45,88.23,10,2,3
69.0,12,3.0,3.3,196.0,195.75,89.05,7,2,3
70.0,12,3.0,2.58,199.0,198.33,90.09,8,3,3
71.0,12,3.0,3.29,202.0,201.62,90.89,3,2,2
72.0,12,3.0,2.81,205.0,204.43,91.92,6,4,2
73.0,12,3.0,3.07,208.0,207.5,92.79,4,2,3
74.0,12,3.0,3.1,211.0,210.6,93.74,4,2,3
75.0,12,3.0,2.51,214.0,213.11,94.7,7,2,2
76.0,12,3.0,2.68,217.0,215.79,95.47,6,4,1
77.0,12,3.0,2.52,220.0,218.31,96.29,2,2,2
78.0,12,3.0,2.59,223.0,220.9,97.06,5,4,3
79.0,12,3.0,3.46,226.0,224.36,97.85,7,3,3
80.0,12,3.0,3.48,229.0,227.84,98.9,4,2,3
81.0,12,3.0,2.66,232.0,230.5,99.95,9,2,3
82.0,12,3.0,3.37,235.0,233.87,100.75,11,4,3
83.0,12,3.0,3.01,238.0,236.88,101.76,7,4,3
84.0,12,3.0,2.58,241.0,239.46,102.65,10,2,3
85.0,12,3.0,3.17,244.0,242.63,103.42,6,3,3
86.0,12,3.0,3.25,247.0,245.88,104.36,5,3,2
87.0,12,3.0,2.88,250.0,248.76,105.32,5,4,3
88.0,12,3.0,2.58,253.0,251.34,106.17,4,4,3
89.0,12,3.0,3.46,256.0,254.8,106.92,1,4,1
90.0,12,3.0,2.76,259.0,257.56,107.93,4,4,3
91.0,12,3.0,3.42,262.0,260.98,108.73,5,2,1
92.0,12,3.0,3.34,265.0,264.32,109.72,4,3,1
93.0,12,3.0,3.43,268.0,267.75,110.69,9,4,3
94.0,12,3.0,2.77,271.0,270.52,111.67,6,3,3
95.0,12,3.0,3.18,274.0,273.7,112.46,5,4,0
96.0,12,3.0,3.47,277.0,277.17,113.37,8,4,3
97.0,12,3.0,2.84,280.0,280.01,114.36,5,3,3
98.0,12,3.0,2.82,283.0,282.83,115.16,5,4,2
99.0,12,3.0,2.99,286.0,285.82,115.95,7,3,3
100.0,12,3.0,3.12,289.0,288.94,116.79,6,3,3
101.0,12,3.0,3.06,292.0,292.0,117.66,7,4,2
102.0,12,3.0,2.73,295.0,294.73,118.52,5,2,3
103.0,12,3.0,2.82,298.0,297.55,119.27,6,4,2
104.0,12,3.0,2.56,301.0,300.11,120.05,5,4,1
105.0,12,3.0,2.91,304.0,303.02,120.76,2,3,1
106.0,12,3.0,2.74,307.0,305.76,121.56,3,2,2
107.0,12,3.0,2.54,310.0,308.3,122.31,7,3,1
108.0,12,3.0,2.82,313.0,311.12,123.0,9,4,3
109.0,12,3.0,2.88,316.0,314.0,123.77,5,2,3
110.0,12,3.0,3.21,319.0,317.21,124.55,6,4,3
111.0,12,3.0,3.35,322.0,320.56,125.42,4,3,2
112.0,12,3.0,2.96,325.0,323.52,126.32,5,3,3
