floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count
79.0,10,3.0,3.5,226.0,226.98,97.35,6,3,2
80.0,10,3.0,2.61,229.0,229.59,98.39,6,3,3
81.0,10,3.0,2.54,232.0,232.13,99.16,8,4,3
82.0,10,3.0,2.59,235.0,234.72,99.9,6,3,3
83.0,10,3.0,3.03,238.0,237.75,100.66,11,4,3
84.0,10,3.0,3.12,241.0,240.87,101.54,8,4,2
85.0,10,3.0,2.73,244.0,243.6,102.45,4,3,0
86.0,10,3.0,2.71,247.0,246.31,103.24,6,2,1
87.0,10,3.0,3.27,250.0,249.58,104.02,2,3,1
88.0,10,3.0,3.3,253.0,252.88,104.96,6,4,3
89.0,10,3.0,3.0,256.0,255.88,105.9,7,4,3
90.0,10,3.0,2.96,259.0,258.84,106.76,6,2,3
91.0,10,3.0,2.6,262.0,261.44,107.6,6,3,3
92.0,10,3.0,3.35,265.0,264.79,108.34,7,4,1
93.0,10,3.0,3.33,268.0,268.12,109.28,11,3,3
94.0,10,3.0,2.9,271.0,271.02,110.22,7,2,3
95.0,10,3.0,3.32,274.0,274.34,111.03,7,4,2
96.0,10,3.0,2.65,277.0,276.99,111.96,5,3,3
97.0,10,3.0,3.12,280.0,280.11,112.7,5,4,1
98.0,10,3.0,3.24,283.0,283.35,113.56,5,2,2
99.0,10,3.0,3.13,286.0,286.48,114.45,11,4,3
100.0,10,3.0,3.16,289.0,289.64,115.31,4,2,1
101.0,10,3.0,3.16,292.0,292.8,116.18,7,3,3
102.0,10,3.0,3.27,295.0,296.07,117.04,6,2,3
103.0,10,3.0,2.61,298.0,298.68,117.93,7,3,3
104.0,10,3.0,3.07,301.0,301.75,118.64,9,2,3
105.0,10,3.0,2.86,304.0,304.61,119.47,6,3,2
106.0,10,3.0,3.09,307.0,307.7,120.23,5,4,0
107.0,10,3.0,2.82,310.0,310.52,121.06,9,3,3
108.0,10,3.0,3.47,313.0,313.99,121.82,8,4,3
109.0,10,3.0,2.8,316.0,316.79,122.74,5,3,2
110.0,10,3.0,3.23,319.0,320.02,123.48,4,4,2
111.0,10,3.0,3.15,322.0,323.17,124.33,5,4,3
112.0,10,3.0,2.86,325.0,326.03,125.16,4,3,0
113.0,10,3.0,3.07,328.0,329.1,125.91,9,4,2
114.0,10,3.0,2.78,331.0,331.88,126.71,4,2,3
115.0,10,3.0,2.82,334.0,334.7,127.44,5,2,1
116.0,10,3.0,2.81,337.0,337.51,128.17,11,4,3
117.0,10,3.0,3.1,340.0,340.61,128.89,2,3,0
118.0,10,3.0,3.0,343.0,343.61,129.69,5,4,2
119.0,10,3.0,3.48,346.0,347.09,130.46,7,4,2
120.0,10,3.0,3.13,349.0,350.22,131.35,10,2,3
