floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count
0.0,10,2.0,2.35,2.0,2.35,21.4,0,2,0
1.0,10,2.0,2.24,4.0,4.59,22.31,9,4,3
2.0,10,2.04,1.57,6.04,6.16,23.17,6,4,2
3.0,10,2.08,1.66,8.12,7.82,23.78,7,4,3
4.0,10,2.12,2.55,10.24,10.37,24.42,6,4,3
5.0,10,2.16,2.27,12.4,12.64,25.4,8,2,3
6.0,10,2.2,2.54,14.6,15.18,26.26,8,3,3
7.0,10,2.24,1.91,16.84,17.09,27.23,7,3,3
8.0,10,2.28,2.08,19.12,19.17,27.96,7,3,3
9.0,10,2.32,1.88,21.44,21.05,28.75,6,3,3
10.0,10,2.36,2.22,23.8,23.27,29.46,7,4,3
11.0,10,2.4,2.66,26.2,25.93,30.3,7,3,2
12.0,10,2.44,2.31,28.64,28.24,31.3,5,3,1
13.0,10,2.48,2.24,31.12,30.48,32.17,8,3,2
14.0,10,2.52,2.37,33.64,32.85,33.0,5,4,3
15.0,10,2.56,2.64,36.2,35.49,33.89,5,3,3
16.0,10,2.6,2.27,38.8,37.76,34.87,5,3,2
17.0,10,2.64,2.3,41.44,40.06,35.71,8,3,3
18.0,10,2.68,2.52,44.12,42.58,36.56,7,3,2
19.0,10,2.72,3.16,46.84,45.74,37.49,6,4,3
20.0,10,2.76,2.79,49.6,48.53,38.66,7,3,3
21.0,10,2.8,3.15,52.4,51.68,39.68,6,3,1
22.0,10,2.84,3.2,55.24,54.88,40.83,6,2,2
23.0,10,2.88,2.83,58.12,57.71,41.99,3,4,0
24.0,10,2.92,2.79,61.04,60.5,43.02,6,4,3
25.0,10,2.96,2.86,64.0,63.36,44.02,7,2,3
26.0,10,3.0,3.13,67.0,66.49,45.05,6,2,3
27.0,10,3.0,3.34,70.0,69.83,46.17,6,3,2
28.0,10,3.0,3.35,73.0,73.18,47.37,5,2,3
29.0,10,3.0,2.59,76.0,75.77,48.56,8,2,3
30.0,10,3.0,3.14,79.0,78.91,49.48,8,2,3
31.0,10,3.0,3.05,82.0,81.96,50.59,7,2,3
32.0,10,3.0,3.2,85.0,85.16,51.66,5,4,3
33.0,10,3.0,2.88,88.0,88.04,52.78,6,3,3
34.0,10,3.0,3.07,91.0,91.11,53.79,3,2,1
35.0,10,3.0,3.29,94.0,94.4,54.86,5,3,3
36.0,10,3.0,3.32,97.0,97.72,56.0,7,2,3
37.0,10,3.0,2.7,100.0,100.42,57.14,7,2,3
38.0,10,3.0,3.21,103.0,103.63,58.07,7,4,3
39.0,10,3.0,3.33,106.0,106.96,59.17,3,3,1
40.0,10,3.0,2.71,109.0,109.67,60.31,4,4,1
41.0,10,3.0,3.4,112.0,113.07,61.23,5,4,3
42.0,10,3.0,3.02,115.0,116.09,62.38,7,2,3
43.0,10,3.0,3.12,118.0,119.21,63.4,5,4,0
44.0,10,3.0,2.81,121.0,122.02,64.45,6,3,3
45.0,10,3.0,2.71,124.0,124.73,65.4,4,3,2
46.0,10,3.0,2.57,127.0,127.3,66.3,8,4,3
47.0,10,3.0,3.26,130.0,130.56,67.16,6,4,2
48.0,10,3.0,2.87,133.0,133.43,68.24,6,4,3
49.0,10,3.0,2.78,136.0,136.21,69.19,8,4,3
50.0,10,3.0,3.2,139.0,139.41,70.1,6,4,3
51.0,10,3.0,3.17,142.0,142.58,71.15,7,3,3
52.0,10,3.0,2.77,145.0,145.35,72.19,4,4,2
53.0,10,3.0,3.42,148.0,148.77,73.09,5,3,2
54.0,10,3.0,3.27,151.0,152.04,74.2,3,3,1
55.0,10,3.0,2.61,154.0,154.65,75.26,3,2,1
56.0,10,3.0,3.47,157.0,158.12,76.1,5,2,3
57.0,10,3.0,3.21,160.0,161.33,77.22,5,3,3
58.0,10,3.0,2.98,163.0,164.31,78.24,8,2,3
59.0,10,3.0,2.96,166.0,167.27,79.19,2,2,1
60.0,10,3.0,3.16,169.0,170.43,80.13,4,4,2
61.0,10,3.0,3.47,172.0,173.9,81.13,4,3,3
62.0,10,3.0,3.24,175.0,177.14,82.22,7,4,3
63.0,10,3.0,3.2,178.0,180.34,83.24,4,4,2
64.0,10,3.0,2.77,181.0,183.11,84.24,5,4,3
65.0,10,3.0,2.76,184.0,185.87,85.1,6,4,3
66.0,10,3.0,3.49,187.0,189.36,85.96,8,2,2
67.0,10,3.0,2.52,190.0,191.88,87.04,3,3,3
68.0,10,3.0,2.87,193.0,194.75,87.82,10,4,3
69.0,10,3.0,3.31,196.0,198.06,88.7,9,3,3
70.0,10,3.0,2.52,199.0,200.58,89.71,5,2,2
71.0,10,3.0,2.55,202.0,203.13,90.48,7,4,3
72.0,10,3.0,2.65,205.0,205.78,91.25,5,3,3
73.0,10,3.0,2.67,208.0,208.45,92.06,6,3,1
74.0,10,3.0,3.23,211.0,211.68,92.86,3,2,3
75.0,10,3.0,3.48,214.0,215.16,93.83,3,2,1
76.0,10,3.0,2.66,217.0,217.82,94.88,3,4,1
77.0,10,3.0,2.59,220.0,220.41,95.67,5,4,1
78.0,10,3.0,3.07,223.0,223.48,96.44,5,2,3
