floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count
0.0,3,2.0,2.35,2.0,2.35,22.17,0,2,0
1.0,3,2.0,2.11,4.0,4.46,23.08,3,3,2
2.0,3,2.04,2.53,6.04,6.99,23.89,9,4,3
3.0,3,2.08,1.94,8.12,8.93,24.86,7,3,3
4.0,3,2.12,2.59,10.24,11.52,25.61,6,2,3
5.0,3,2.16,2.57,12.4,14.09,26.59,6,2,3
6.0,3,2.2,1.91,14.6,16.0,27.57,10,3,3
7.0,3,2.24,1.82,16.84,17.82,28.3,5,3,2
8.0,3,2.28,2.25,19.12,20.07,28.99,5,4,3
9.0,3,2.32,2.11,21.44,22.18,29.84,8,3,3
10.0,3,2.36,2.13,23.8,24.31,30.64,7,2,3
11.0,3,2.4,2.23,26.2,26.54,31.44,8,4,3
12.0,3,2.44,2.03,28.64,28.57,32.27,4,4,2
13.0,3,2.48,2.39,31.12,30.96,33.03,6,2,2
14.0,3,2.52,2.09,33.64,33.05,33.93,6,3,1
15.0,3,2.56,2.9,36.2,35.95,34.7,6,3,3
16.0,3,2.6,2.24,38.8,38.19,35.78,6,3,3
17.0,3,2.64,2.37,41.44,40.56,36.61,7,4,3
18.0,3,2.68,2.99,44.12,43.55,37.48,7,3,1
19.0,3,2.72,3.03,46.84,46.58,38.58,2,4,1
20.0,3,2.76,2.78,49.6,49.36,39.7,6,4,3
21.0,3,2.8,2.75,52.4,52.11,40.71,9,3,3
22.0,3,2.84,3.24,55.24,55.35,41.71,11,4,3
23.0,3,2.88,2.91,58.12,58.26,42.89,4,4,1
24.0,3,2.92,3.33,61.04,61.59,43.94,6,2,3
25.0,3,2.96,3.12,64.0,64.71,45.14,4,2,3
26.0,3,3.0,2.69,67.0,67.4,46.26,9,2,3
27.0,3,3.0,3.04,70.0,70.44,47.22,7,4,3
28.0,3,3.0,2.57,73.0,73.01,48.31,6,3,3
29.0,3,3.0,2.95,76.0,75.96,49.22,2,3,0
30.0,3,3.0,3.22,79.0,79.18,50.26,8,2,3
31.0,3,3.0,3.49,82.0,82.67,51.4,5,3,3
32.0,3,3.0,3.2,85.0,85.87,52.63,7,2,3
33.0,3,3.0,3.3,88.0,89.17,53.75,6,3,3
34.0,3,3.0,2.75,91.0,91.92,54.9,4,4,0
35.0,3,3.0,3.12,94.0,95.04,55.85,4,4,1
36.0,3,3.0,2.73,97.0,97.77,56.93,7,4,3
37.0,3,3.0,2.51,100.0,100.28,57.87,3,2,2
38.0,3,3.0,3.42,103.0,103.7,58.74,4,3,2
39.0,3,3.0,2.59,106.0,106.29,59.91,6,3,2
40.0,3,3.0,2.74,109.0,109.03,60.79,3,4,3
41.0,3,3.0,3.49,112.0,112.52,61.73,5,2,3
42.0,3,3.0,3.33,115.0,115.85,62.91,8,3,3
43.0,3,3.0,3.43,118.0,119.28,64.04,6,4,2
44.0,3,3.0,3.19,121.0,122.47,65.19,9,4,3
45.0,3,3.0,2.95,124.0,125.42,66.26,4,3,2
46.0,3,3.0,3.16,127.0,128.58,67.25,6,2,3
47.0,3,3.0,2.97,130.0,131.55,68.3,8,3,3
48.0,3,3.0,2.71,133.0,134.26,69.28,5,2,1
49.0,3,3.0,2.84,136.0,137.1,70.18,3,2,0
50.0,3,3.0,2.96,139.0,140.06,71.11,6,2,1
51.0,3,3.0,3.03,142.0,143.09,72.08,4,4,1
52.0,3,3.0,2.6,145.0,145.69,73.08,5,2,2
53.0,3,3.0,3.05,148.0,148.74,73.92,6,4,3
54.0,3,3.0,2.95,151.0,151.69,74.91,7,4,3
55.0,3,3.0,2.94,154.0,154.63,75.87,9,2,3
56.0,3,3.0,2.55,157.0,157.18,76.82,7,3,3
57.0,3,3.0,2.73,160.0,159.91,77.64,5,2,2
58.0,3,3.0,3.47,163.0,163.38,78.51,8,4,3
59.0,3,3.0,3.47,166.0,166.85,79.62,4,2,2
60.0,3,3.0,2.52,169.0,169.37,80.73,5,2,1
61.0,3,3.0,2.63,172.0,172.0,81.52,5,3,2
62.0,3,3.0,3.44,175.0,175.44,82.36,3,3,2
63.0,3,3.0,2.98,178.0,178.42,83.44,6,4,2
64.0,3,3.0,2.77,181.0,181.19,84.37,7,4,2
65.0,3,3.0,2.61,184.0,183.8,85.24,6,2,3
66.0,3,3.0,3.47,187.0,187.27,86.05,4,2,2
67.0,3,3.0,3.41,190.0,190.68,87.13,6,2,2
68.0,3,3.0,2.91,193.0,193.59,88.18,6,3,1
69.0,3,3.0,2.57,196.0,196.16,89.08,7,2,3
70.0,3,3.0,3.27,199.0,199.43,89.87,6,2,2
71.0,3,3.0,2.79,202.0,202.22,90.87,7,2,3
72.0,3,3.0,3.35,205.0,205.57,91.72,6,4,2
73.0,3,3.0,3.34,208.0,208.91,92.74,10,4,3
74.0,3,3.0,2.53,211.0,211.44,93.75,13,2,3
75.0,3,3.0,2.87,214.0,214.31,94.51,3,3,3
76.0,3,3.0,2.59,217.0,216.9,95.38,5,4,2
77.0,3,3.0,3.11,220.0,220.01,96.15,11,4,3
78.0,3,3.0,3.36,223.0,223.37,97.08,6,3,2
79.0,3,3.0,3.2,226.0,226.57,98.08,11,2,3
80.0,3,3.0,3.17,229.0,229.74,99.03,5,3,3
81.0,3,3.0,3.31,232.0,233.05,99.97,6,2,2
82.0,3,3.0,3.22,235.0,236.27,100.94,3,2,0
83.0,3,3.0,3.1,238.0,239.37,101.88,7,4,3
84.0,3,3.0,3.02,241.0,242.39,102.79,7,2,3
85.0,3,3.0,3.36,244.0,245.75,103.67,8,4,3
86.0,3,3.0,3.23,247.0,248.98,104.64,7,3,3
87.0,3,3.0,3.02,250.0,252.0,105.57,8,2,3
88.0,3,3.0,2.67,253.0,254.67,106.44,7,4,3
89.0,3,3.0,2.78,256.0,257.45,107.21,8,2,3
90.0,3,3.0,2.51,259.0,259.96,108.0,4,3,1
91.0,3,3.0,2.55,262.0,262.51,108.71,7,2,3
92.0,3,3.0,2.89,265.0,265.4,109.44,5,3,2
93.0,3,3.0,2.83,268.0,268.23,110.26,8,2,3
94.0,3,3.0,2.78,271.0,271.01,111.05,4,4,3
95.0,3,3.0,2.83,274.0,273.84,111.84,4,2,3
96.0,3,3.0,2.99,277.0,276.83,112.63,3,4,2
97.0,3,3.0,3.48,280.0,280.31,113.46,10,2,3
98.0,3,3.0,2.88,283.0,283.19,114.43,7,2,3
99.0,3,3.0,3.33,286.0,286.52,115.23,6,4,3
100.0,3,3.0,3.26,289.0,289.78,116.15,5,3,3
101.0,3,3.0,2.65,292.0,292.43,117.05,6,3,3
102.0,3,3.0,3.39,295.0,295.82,117.77,7,3,2
103.0,3,3.0,3.05,298.0,298.87,118.7,8,4,3
104.0,3,3.0,3.35,301.0,302.22,119.53,5,4,2
105.0,3,3.0,2.9,304.0,305.12,120.44,4,2,2
106.0,3,3.0,2.65,307.0,307.77,121.22,6,4,3
107.0,3,3.0,3.25,310.0,311.02,121.93,4,3,1
108.0,3,3.0,2.81,313.0,313.83,122.8,5,3,3
109.0,3,3.0,3.02,316.0,316.85,123.56,7,4,0
110.0,3,3.0,3.44,319.0,320.29,124.36,10,3,3
111.0,3,3.0,3.25,322.0,323.54,125.27,5,2,1
112.0,3,3.0,3.12,325.0,326.66,126.13,4,3,2
113.0,3,3.0,2.61,328.0,329.27,126.95,6,4,3
114.0,3,3.0,3.31,331.0,332.58,127.64,4,4,2
115.0,3,3.0,2.89,334.0,335.47,128.5,10,4,3
116.0,3,3.0,2.82,337.0,338.29,129.26,6,2,3
117.0,3,3.0,2.54,340.0,340.83,129.99,5,2,3
118.0,3,3.0,3.23,343.0,344.06,130.65,10,3,3
119.0,3,3.0,3.09,346.0,347.15,131.48,6,3,3
120.0,3,3.0,3.18,349.0,350.33,132.27,8,4,3
