floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count
0.0,2,2.0,1.8,2.0,1.8,24.68,0,4,0
1.0,2,2.0,1.58,4.0,3.38,25.38,4,4,3
2.0,2,2.04,1.69,6.04,5.07,25.99,4,4,3
3.0,2,2.08,1.59,8.12,6.66,26.65,8,4,2
4.0,2,2.12,2.29,10.24,8.95,27.26,8,3,3
5.0,2,2.16,2.55,12.4,11.5,28.14,9,2,3
6.0,2,2.2,1.7,14.6,13.2,29.12,6,4,2
7.0,2,2.24,2.49,16.84,15.69,29.77,7,3,2
8.0,2,2.28,1.83,19.12,17.52,30.72,5,2,3
9.0,2,2.32,2.12,21.44,19.64,31.42,3,2,2
10.0,2,2.36,2.63,23.8,22.27,32.23,5,2,2
11.0,2,2.4,2.03,26.2,24.3,33.22,6,2,3
12.0,2,2.44,2.11,28.64,26.41,33.99,9,3,3
13.0,2,2.48,2.03,31.12,28.44,34.79,4,3,1
14.0,2,2.52,2.33,33.64,30.77,35.55,3,4,1
15.0,2,2.56,2.58,36.2,33.35,36.42,6,2,3
16.0,2,2.6,2.49,38.8,35.84,37.39,3,2,2
17.0,2,2.64,2.6,41.44,38.44,38.32,5,4,0
18.0,2,2.68,2.63,44.12,41.07,39.28,8,3,3
19.0,2,2.72,3.08,46.84,44.15,40.25,5,3,3
20.0,2,2.76,2.59,49.6,46.74,41.39,5,4,3
21.0,2,2.8,2.72,52.4,49.46,42.34,5,4,2
22.0,2,2.84,2.67,55.24,52.13,43.34,5,3,2
23.0,2,2.88,2.95,58.12,55.08,44.32,8,4,3
24.0,2,2.92,2.66,61.04,57.74,45.39,5,3,2
25.0,2,2.96,3.31,64.0,61.05,46.35,6,4,3
26.0,2,3.0,2.57,67.0,63.62,47.55,9,3,3
27.0,2,3.0,3.45,70.0,67.07,48.48,6,3,3
28.0,2,3.0,2.84,73.0,69.91,49.71,4,4,3
29.0,2,3.0,2.77,76.0,72.68,50.73,6,2,3
30.0,2,3.0,2.61,79.0,75.29,51.71,9,3,3
31.0,2,3.0,2.92,82.0,78.21,52.64,3,3,1
32.0,2,3.0,2.55,85.0,80.76,53.67,6,4,3
33.0,2,3.0,3.5,88.0,84.26,54.57,7,4,3
34.0,2,3.0,3.34,91.0,87.6,55.8,3,2,0
35.0,2,3.0,3.1,94.0,90.7,56.97,12,3,3
36.0,2,3.0,2.63,97.0,93.33,58.05,4,3,3
37.0,2,3.0,3.04,100.0,96.37,58.96,8,2,0
38.0,2,3.0,3.3,103.0,99.67,60.01,7,3,3
39.0,2,3.0,3.09,106.0,102.76,61.15,7,2,3
40.0,2,3.0,3.22,109.0,105.98,62.21,5,4,3
41.0,2,3.0,3.25,112.0,109.23,63.31,6,2,2
42.0,2,3.0,3.1,115.0,112.33,64.41,7,3,3
43.0,2,3.0,2.75,118.0,115.08,65.47,5,3,3
44.0,2,3.0,2.65,121.0,117.73,66.39,8,2,3
45.0,2,3.0,3.09,124.0,120.82,67.29,9,3,3
46.0,2,3.0,3.33,127.0,124.15,68.32,10,4,3
47.0,2,3.0,3.41,130.0,127.56,69.44,4,4,2
48.0,2,3.0,2.65,133.0,130.21,70.57,2,4,2
49.0,2,3.0,2.55,136.0,132.76,71.45,7,2,3
50.0,2,3.0,2.85,139.0,135.61,72.29,4,3,1
51.0,2,3.0,3.37,142.0,138.98,73.23,7,3,3
52.0,2,3.0,2.78,145.0,141.76,74.34,5,3,3
53.0,2,3.0,3.35,148.0,145.11,75.24,5,3,3
54.0,2,3.0,2.89,151.0,148.0,76.33,7,2,3
55.0,2,3.0,2.93,154.0,150.93,77.27,6,3,3
56.0,2,3.0,2.81,157.0,153.74,78.22,5,3,2
57.0,2,3.0,2.59,160.0,156.33,79.12,5,4,3
58.0,2,3.0,2.81,163.0,159.14,79.95,2,2,0
59.0,2,3.0,3.12,166.0,162.26,80.85,3,2,1
60.0,2,3.0,3.05,169.0,165.31,81.85,6,4,3
61.0,2,3.0,2.94,172.0,168.25,82.82,9,4,3
62.0,2,3.0,3.13,175.0,171.38,83.75,5,3,1
63.0,2,3.0,3.22,178.0,174.6,84.73,5,4,0
64.0,2,3.0,2.58,181.0,177.18,85.74,4,4,3
65.0,2,3.0,3.0,184.0,180.18,86.55,4,3,2
66.0,2,3.0,3.1,187.0,183.28,87.48,6,4,2
67.0,2,3.0,2.78,190.0,186.06,88.45,4,3,1
68.0,2,3.0,2.7,193.0,188.76,89.31,4,4,2
69.0,2,3.0,2.81,196.0,191.57,90.14,5,4,3
70.0,2,3.0,2.92,199.0,194.49,91.0,7,3,3
71.0,2,3.0,2.91,202.0,197.4,91.9,5,3,3
72.0,2,3.0,2.71,205.0,200.11,92.78,4,2,2
73.0,2,3.0,2.54,208.0,202.65,93.61,6,4,3
74.0,2,3.0,3.36,211.0,206.01,94.38,4,3,3
