floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count,pig.expose_count_per_day,pig.recover_count
0.0,15,2.0,2.25,2.0,2.25,50.93,0,2,0,0,0
1.0,15,2.0,2.08,4.0,4.33,51.79,8,3,3,0,0
2.0,15,2.04,2.2,6.04,6.53,52.57,8,3,3,0,0
3.0,15,2.08,2.03,8.12,8.56,53.41,5,4,2,0,0
4.0,15,2.12,2.11,10.24,10.67,54.17,9,2,3,0,0
5.0,15,2.16,2.52,12.4,13.19,54.97,5,4,2,0,0
6.0,15,2.2,2.23,14.6,15.42,55.91,7,2,3,0,0
7.0,15,2.24,1.75,16.84,17.17,56.75,4,3,3,0,0
8.0,15,2.28,2.32,19.12,19.49,57.4,6,3,3,0,0
9.0,15,2.32,1.85,21.44,21.34,58.26,5,3,2,0,0
10.0,15,2.36,2.61,23.8,23.95,58.95,9,3,3,0,0
11.0,15,2.4,1.95,26.2,25.9,59.92,9,4,3,0,0
12.0,15,2.44,2.85,28.64,28.75,60.64,3,3,2,0,0
13.0,15,2.48,2.9,31.12,31.65,61.69,8,2,3,0,0
14.0,15,2.52,2.16,33.64,33.81,62.75,7,3,1,0,0
15.0,15,2.56,2.61,36.2,36.42,63.54,3,2,1,1,0
16.0,15,2.6,1.15,38.8,37.57,64.49,3,6,2,1,1
17.0,15,2.64,0.93,41.44,38.5,64.91,6,6,3,0,1
18.0,15,2.68,3.39,44.12,41.89,65.25,3,4,1,1,2
19.0,15,2.72,1.03,46.84,42.92,66.48,3,4,3,1,3
20.0,15,2.76,1.01,49.6,43.93,66.85,3,5,1,1,4
21.0,15,2.8,1.19,52.4,45.12,67.22,3,6,2,1,5
22.0,15,2.84,1.48,55.24,46.6,67.65,6,4,3,0,6
23.0,15,2.88,3.02,58.12,49.62,68.18,9,4,3,0,6
24.0,15,2.92,3.32,61.04,52.94,69.26,2,4,2,0,6
25.0,15,2.96,3.14,64.0,56.08,70.45,9,3,3,0,6
26.0,15,3.0,3.81,67.0,59.89,71.57,5,2,2,0,6
27.0,15,3.0,3.21,70.0,63.1,72.92,9,2,3,0,6
28.0,15,3.0,3.03,73.0,66.13,74.06,7,3,3,0,6
29.0,15,3.0,3.3,76.0,69.43,75.13,6,2,3,0,6
30.0,15,3.0,3.11,79.0,72.54,76.28,6,3,3,0,6
31.0,15,3.0,3.34,82.0,75.88,77.37,7,3,3,0,6
32.0,15,3.0,3.25,85.0,79.13,78.53,6,3,3,0,6
33.0,15,3.0,3.43,88.0,82.56,79.66,3,3,3,0,6
34.0,15,3.0,3.09,91.0,85.65,80.85,3,4,3,0,6
35.0,15,3.0,3.4,94.0,89.05,81.91,4,2,2,0,6
36.0,15,3.0,2.82,97.0,91.87,83.07,6,4,1,0,6
37.0,15,3.0,3.4,100.0,95.27,84.04,8,3,3,0,6
38.0,15,3.0,2.7,103.0,97.97,85.19,4,2,3,0,6
39.0,15,3.0,3.01,106.0,100.98,86.11,5,4,3,0,6
40.0,15,3.0,2.88,109.0,103.86,87.13,5,4,3,0,6
41.0,15,3.0,3.06,112.0,106.92,88.1,3,2,1,0,6
42.0,15,3.0,3.66,115.0,110.58,89.12,6,2,1,0,6
43.0,15,3.0,2.89,118.0,113.47,90.34,8,3,2,0,6
44.0,15,3.0,3.27,121.0,116.74,91.31,4,2,2,0,6
45.0,15,3.0,3.23,124.0,119.97,92.39,5,2,1,0,6
46.0,15,3.0,3.23,127.0,123.2,93.46,8,3,3,0,6
47.0,15,3.0,3.57,130.0,126.77,94.52,7,2,3,0,6
48.0,15,3.0,3.02,133.0,129.79,95.69,4,3,1,0,6
49.0,15,3.0,3.15,136.0,132.94,96.67,5,3,3,0,6
50.0,15,3.0,3.58,139.0,136.52,97.7,5,3,3,0,6
51.0,15,3.0,3.08,142.0,139.6,98.86,5,3,3,0,6
52.0,15,3.0,2.75,145.0,142.35,99.85,7,2,3,0,6
53.0,15,3.0,3.52,148.0,145.87,100.73,4,4,2,0,6
54.0,15,3.0,2.66,151.0,148.53,101.86,8,3,3,0,6
55.0,15,3.0,2.95,154.0,151.48,102.71,5,3,2,0,6
