floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count,pig.expose_count_per_day,pig.recover_count
0.0,17,2.0,1.56,2.0,1.56,52.05,0,4,0,0,0
1.0,17,2.0,1.69,4.0,3.25,52.7,8,3,3,0,0
2.0,17,2.04,2.33,6.04,5.58,53.39,4,3,2,0,0
3.0,17,2.08,2.23,8.12,7.81,54.35,6,3,3,0,0
4.0,17,2.12,2.18,10.24,9.99,55.27,10,2,3,0,0
5.0,17,2.16,2.48,12.4,12.47,56.16,7,3,3,0,0
6.0,17,2.2,2.25,14.6,14.72,57.17,5,2,3,0,0
7.0,17,2.24,2.04,16.84,16.76,58.09,10,4,3,0,0
8.0,17,2.28,2.37,19.12,19.13,58.92,4,3,3,0,0
9.0,17,2.32,2.61,21.44,21.74,59.88,8,4,3,0,0
10.0,17,2.36,2.01,23.8,23.75,60.93,8,2,3,0,0
11.0,17,2.4,2.69,26.2,26.44,61.74,8,2,3,0,0
12.0,17,2.44,2.0,28.64,28.44,62.82,7,2,3,0,0
13.0,17,2.48,2.15,31.12,30.59,63.62,9,4,3,0,0
14.0,17,2.52,2.34,33.64,32.93,64.47,5,4,3,0,0
15.0,17,2.56,2.36,36.2,35.29,65.41,4,2,2,1,0
16.0,17,2.6,0.96,38.8,36.25,66.34,3,4,1,1,1
17.0,17,2.64,1.3,41.44,37.55,66.72,2,5,1,1,2
18.0,17,2.68,1.55,44.12,39.1,67.23,5,6,3,1,3
19.0,17,2.72,1.16,46.84,40.26,67.85,4,6,1,0,3
20.0,17,2.76,3.57,49.6,43.83,68.3,2,3,2,1,4
21.0,17,2.8,1.21,52.4,45.04,69.7,6,4,3,0,4
22.0,17,2.84,2.83,55.24,47.87,70.18,5,4,3,0,5
23.0,17,2.88,3.56,58.12,51.43,71.28,7,3,3,0,5
24.0,17,2.92,3.1,61.04,54.53,72.67,3,2,2,0,5
25.0,17,2.96,2.88,64.0,57.41,73.87,4,4,1,0,5
26.0,17,3.0,3.7,67.0,61.11,74.98,4,3,2,0,5
27.0,17,3.0,3.65,70.0,64.76,76.4,5,4,3,0,5
28.0,17,3.0,3.24,73.0,68.0,77.8,5,4,3,0,5
29.0,17,3.0,2.81,76.0,70.81,79.03,6,4,3,0,5
30.0,17,3.0,3.3,79.0,74.11,80.1,4,3,0,0,5
31.0,17,3.0,2.98,82.0,77.09,81.34,9,2,3,0,5
32.0,17,3.0,3.35,85.0,80.44,82.46,7,2,3,0,5
33.0,17,3.0,3.41,88.0,83.85,83.72,4,4,3,0,5
34.0,17,3.0,3.38,91.0,87.23,84.99,6,4,1,0,5
35.0,17,3.0,3.26,94.0,90.49,86.25,6,3,2,0,5
36.0,17,3.0,3.52,97.0,94.01,87.45,10,3,3,0,5
37.0,17,3.0,3.19,100.0,97.2,88.75,7,3,3,0,5
38.0,17,3.0,2.76,103.0,99.96,89.92,5,4,3,0,5
39.0,17,3.0,2.85,106.0,102.81,90.93,7,2,3,0,5
40.0,17,3.0,3.54,109.0,106.35,91.97,7,2,3,0,5
41.0,17,3.0,3.36,112.0,109.71,93.25,5,2,1,0,5
42.0,17,3.0,2.88,115.0,112.59,94.47,9,4,2,0,5
43.0,17,3.0,3.54,118.0,116.13,95.5,6,3,0,0,5
44.0,17,3.0,2.65,121.0,118.78,96.77,3,3,1,0,5
45.0,17,3.0,3.21,124.0,121.99,97.72,9,3,3,0,5
46.0,17,3.0,3.24,127.0,125.23,98.86,3,2,1,0,5
47.0,17,3.0,3.5,130.0,128.73,100.01,7,3,3,0,5
48.0,17,3.0,3.07,133.0,131.8,101.24,6,3,2,0,5
49.0,17,3.0,3.04,136.0,134.84,102.32,7,3,3,0,5
50.0,17,3.0,3.4,139.0,138.24,103.38,12,2,3,0,5
51.0,17,3.0,2.83,142.0,141.07,104.57,4,3,3,0,5
52.0,17,3.0,2.89,145.0,143.96,105.55,10,3,3,0,5
53.0,17,3.0,3.47,148.0,147.43,106.55,4,2,3,0,5
54.0,17,3.0,2.86,151.0,150.29,107.74,11,2,3,0,5
55.0,17,3.0,2.83,154.0,153.12,108.73,5,2,3,0,5
