floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count,pig.expose_count_per_day,pig.recover_count
0.0,14,2.0,2.29,2.0,2.29,47.67,0,2,0,0,0
1.0,14,2.0,2.19,4.0,4.48,48.52,8,2,3,0,0
2.0,14,2.04,1.77,6.04,6.25,49.32,5,2,0,0,0
3.0,14,2.08,1.68,8.12,7.93,49.97,5,2,3,0,0
4.0,14,2.12,2.6,10.24,10.53,50.59,4,3,3,0,0
5.0,14,2.16,1.83,12.4,12.36,51.54,6,4,3,0,0
6.0,14,2.2,2.31,14.6,14.67,52.21,6,3,3,0,0
7.0,14,2.24,2.34,16.84,17.01,53.05,10,4,3,0,0
8.0,14,2.28,2.74,19.12,19.75,53.9,4,2,2,0,0
9.0,14,2.32,1.99,21.44,21.74,54.89,8,4,3,0,0
10.0,14,2.36,2.74,23.8,24.48,55.6,4,3,3,0,0
11.0,14,2.4,2.73,26.2,27.21,56.59,3,3,2,1,0
12.0,14,2.44,1.21,28.64,28.42,57.57,2,2,2,0,0
13.0,14,2.48,1.32,31.12,29.74,58.0,0,4,0,0,0
14.0,14,2.52,0.0,33.64,29.74,58.47,2,4,2,0,0
15.0,14,2.56,1.44,36.2,31.18,58.47,1,2,0,0,0
16.0,14,2.6,1.46,38.8,32.64,58.99,3,2,3,0,0
17.0,14,2.64,1.7,41.44,34.34,59.51,6,2,0,0,0
18.0,14,2.68,1.64,44.12,35.98,60.11,1,2,1,0,0
19.0,14,2.72,1.23,46.84,37.21,60.69,2,4,1,0,0
20.0,14,2.76,2.07,49.6,39.28,61.13,0,2,0,0,0
21.0,14,2.8,0.0,52.4,39.28,61.86,6,3,3,0,1
22.0,14,2.84,4.39,55.24,43.67,61.86,9,2,3,0,1
23.0,14,2.88,4.33,58.12,48.0,63.41,8,4,1,0,1
24.0,14,2.92,3.85,61.04,51.85,64.92,7,2,3,0,1
25.0,14,2.96,3.52,64.0,55.37,66.26,5,4,3,0,1
26.0,14,3.0,4.31,67.0,59.68,67.49,7,4,3,0,1
27.0,14,3.0,3.71,70.0,63.39,68.97,7,2,3,0,1
28.0,14,3.0,3.95,73.0,67.34,70.25,5,3,3,0,1
29.0,14,3.0,3.55,76.0,70.89,71.6,5,4,3,0,1
30.0,14,3.0,3.36,79.0,74.25,72.81,5,2,2,0,1
31.0,14,3.0,3.13,82.0,77.38,73.95,6,3,3,0,1
32.0,14,3.0,2.95,85.0,80.33,75.01,6,4,3,0,1
33.0,14,3.0,3.65,88.0,83.98,76.0,9,3,3,0,1
34.0,14,3.0,3.44,91.0,87.42,77.23,7,2,2,0,1
35.0,14,3.0,3.16,94.0,90.58,78.38,10,3,3,0,1
36.0,14,3.0,3.41,97.0,93.99,79.43,9,4,1,0,1
37.0,14,3.0,2.96,100.0,96.95,80.56,9,2,3,0,1
38.0,14,3.0,3.06,103.0,100.01,81.54,7,2,3,0,1
39.0,14,3.0,3.08,106.0,103.09,82.54,8,2,3,0,1
40.0,14,3.0,3.44,109.0,106.53,83.56,9,4,3,0,1
41.0,14,3.0,3.47,112.0,110.0,84.68,4,4,2,0,1
42.0,14,3.0,3.61,115.0,113.61,85.81,5,3,1,0,1
43.0,14,3.0,3.13,118.0,116.74,86.98,6,3,3,0,1
44.0,14,3.0,3.04,121.0,119.78,87.99,9,2,3,0,1
45.0,14,3.0,3.04,124.0,122.82,88.97,5,4,1,0,1
46.0,14,3.0,2.87,127.0,125.69,89.94,7,4,3,0,1
47.0,14,3.0,3.46,130.0,129.15,90.86,7,2,3,0,1
48.0,14,3.0,3.6,133.0,132.75,91.96,2,3,1,0,1
49.0,14,3.0,2.72,136.0,135.47,93.1,9,3,3,0,1
50.0,14,3.0,2.88,139.0,138.35,93.96,11,4,3,0,1
51.0,14,3.0,2.91,142.0,141.26,94.86,8,4,3,0,1
52.0,14,3.0,3.02,145.0,144.28,95.77,3,4,1,0,1
53.0,14,3.0,3.03,148.0,147.31,96.72,5,3,3,0,1
54.0,14,3.0,3.5,151.0,150.81,97.66,6,3,3,0,1
55.0,14,3.0,3.33,154.0,154.14,98.75,4,4,2,0,1
