floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count,pig.expose_count_per_day,pig.recover_count
0.0,15,2.0,1.71,2.0,1.71,49.76,0,4,0,0,0
1.0,15,2.0,1.71,4.0,3.42,50.42,6,3,3,0,0
2.0,15,2.04,1.96,6.04,5.38,51.08,5,2,3,0,0
3.0,15,2.08,2.38,8.12,7.76,51.84,4,2,1,0,0
4.0,15,2.12,2.2,10.24,9.96,52.76,8,2,3,0,0
5.0,15,2.16,1.93,12.4,11.89,53.6,8,3,3,0,0
6.0,15,2.2,2.35,14.6,14.24,54.34,3,2,2,0,0
7.0,15,2.24,2.54,16.84,16.78,55.24,8,2,3,0,0
8.0,15,2.28,2.49,19.12,19.27,56.21,2,4,2,0,0
9.0,15,2.32,2.41,21.44,21.68,57.16,7,3,3,0,0
10.0,15,2.36,2.47,23.8,24.15,58.07,5,2,2,0,0
11.0,15,2.4,2.56,26.2,26.71,59.0,7,4,3,1,0
12.0,15,2.44,1.66,28.64,28.37,59.97,2,3,1,0,0
13.0,15,2.48,1.28,31.12,29.65,60.59,0,3,0,0,0
14.0,15,2.52,0.0,33.64,29.65,61.07,0,3,0,0,0
15.0,15,2.56,0.0,36.2,29.65,61.07,0,3,0,0,0
16.0,15,2.6,0.0,38.8,29.65,61.07,7,3,3,0,1
17.0,15,2.64,4.07,41.44,33.72,61.07,8,3,3,0,1
18.0,15,2.68,3.38,44.12,37.1,62.59,4,3,2,0,1
19.0,15,2.72,3.76,46.84,40.86,63.85,9,3,3,0,1
20.0,15,2.76,3.88,49.6,44.74,65.24,5,4,2,0,1
21.0,15,2.8,3.61,52.4,48.35,66.67,6,2,2,0,1
22.0,15,2.84,3.48,55.24,51.83,68.0,8,4,3,0,1
23.0,15,2.88,3.14,58.12,54.97,69.27,5,2,2,0,1
24.0,15,2.92,3.27,61.04,58.24,70.42,7,3,3,0,1
25.0,15,2.96,3.2,64.0,61.44,71.6,5,2,3,0,1
26.0,15,3.0,3.75,67.0,65.19,72.76,6,3,3,0,1
27.0,15,3.0,3.25,70.0,68.44,74.11,4,2,2,0,1
28.0,15,3.0,3.02,73.0,71.46,75.27,6,4,3,0,1
29.0,15,3.0,3.63,76.0,75.09,76.35,9,2,3,0,1
30.0,15,3.0,2.97,79.0,78.06,77.64,5,4,2,0,1
31.0,15,3.0,2.81,82.0,80.87,78.7,7,2,3,0,1
32.0,15,3.0,2.78,85.0,83.65,79.69,6,3,3,0,1
33.0,15,3.0,3.43,88.0,87.08,80.67,8,2,3,0,1
34.0,15,3.0,2.79,91.0,89.87,81.87,5,3,3,0,1
35.0,15,3.0,3.34,94.0,93.21,82.85,8,2,3,0,1
36.0,15,3.0,2.89,97.0,96.1,84.01,6,4,2,0,1
37.0,15,3.0,3.43,100.0,99.53,85.01,4,4,1,0,1
38.0,15,3.0,3.23,103.0,102.76,86.2,5,3,3,0,1
39.0,15,3.0,2.87,106.0,105.63,87.31,9,3,3,0,1
40.0,15,3.0,3.46,109.0,109.09,88.29,9,4,3,0,1
41.0,15,3.0,2.81,112.0,111.9,89.47,6,4,3,0,1
42.0,15,3.0,2.65,115.0,114.55,90.43,11,2,3,0,1
43.0,15,3.0,3.39,118.0,117.94,91.33,4,3,2,0,1
44.0,15,3.0,2.66,121.0,120.6,92.47,4,2,1,0,1
45.0,15,3.0,3.32,124.0,123.92,93.37,6,3,2,0,1
46.0,15,3.0,3.19,127.0,127.11,94.48,5,4,3,0,1
47.0,15,3.0,2.98,130.0,130.09,95.55,8,4,3,0,1
48.0,15,3.0,3.05,133.0,133.14,96.54,8,4,2,0,1
49.0,15,3.0,3.23,136.0,136.37,97.55,3,2,3,0,1
50.0,15,3.0,3.21,139.0,139.58,98.62,7,4,3,0,1
51.0,15,3.0,2.94,142.0,142.52,99.68,8,3,3,0,1
52.0,15,3.0,2.59,145.0,145.11,100.64,9,4,3,0,1
53.0,15,3.0,2.62,148.0,147.73,101.49,6,3,3,0,1
54.0,15,3.0,3.51,151.0,151.24,102.35,5,4,2,0,1
55.0,15,3.0,3.19,154.0,154.43,103.49,5,4,3,0,1
