rep,Ordre,ANIMALID,Sexe,lot,date,day,age,DFI,period
1,5,1,3,CD,4/20/2017,1,100,"2,22513",P1
1,8,2,3,DD,4/20/2017,1,100,"3,13113",P1
1,10,3,1,CC,4/20/2017,1,100,"2,01063",P1
1,12,4,1,CC,4/20/2017,1,100,"2,12025",P1
1,13,5,1,DD,4/20/2017,1,100,"2,3405",P1
1,15,6,1,DC,4/20/2017,1,100,"3,39488",P1
1,17,7,1,CD,4/20/2017,1,100,"1,4755",P1
1,18,8,1,CD,4/20/2017,1,100,"2,0915",P1
1,19,9,1,DD,4/20/2017,1,100,"2,46063",P1
1,21,10,1,CD,4/20/2017,1,100,"1,73463",P1
1,23,11,1,CD,4/20/2017,1,100,"2,67488",P1
1,24,12,1,DC,4/20/2017,1,100,"2,114",P1
1,26,13,3,CC,4/20/2017,1,100,"2,3455",P1
1,27,,3,CC,4/20/2017,1,100,"3,11388",P1
1,28,,3,DD,4/20/2017,1,100,"1,87063",P1
1,29,,3,DC,4/20/2017,1,100,"2,29438",P1
1,30,,3,CD,4/20/2017,1,100,"2,04213",P1
1,31,,3,DC,4/20/2017,1,100,"2,73338",P1
1,35,,3,CC,4/20/2017,1,100,"3,415",P1
1,37,,3,DC,4/20/2017,1,100,"2,29313",P1
1,39,,3,DC,4/20/2017,1,100,"2,50288",P1
1,40,,3,CD,4/20/2017,1,100,"2,07188",P1
1,44,,1,CD,4/20/2017,1,100,"2,05313",P1
1,47,,3,DD,4/20/2017,1,100,"2,2265",P1
1,49,,3,DC,4/20/2017,1,100,"2,50525",P1
1,50,,3,DC,4/20/2017,1,100,"2,97563",P1
1,52,,3,DC,4/20/2017,1,100,"1,93263",P1
1,53,,1,DD,4/20/2017,1,100,"1,813",P1
1,54,,1,CC,4/20/2017,1,100,"2,37788",P1
1,55,,1,CC,4/20/2017,1,100,"2,45863",P1
1,56,,1,DD,4/20/2017,1,100,"1,894",P1
1,57,,1,CC,4/20/2017,1,100,"2,19263",P1
1,62,,3,CD,4/20/2017,1,100,"2,91025",P1
1,63,,3,CC,4/20/2017,1,100,"2,51088",P1
1,65,,3,DD,4/20/2017,1,100,"2,11788",P1
1,66,,3,DD,4/20/2017,1,100,"2,846",P1
1,67,,1,DC,4/20/2017,1,100,"2,32325",P1
1,68,,1,CC,4/20/2017,1,100,"1,27313",P1
1,69,,1,DC,4/20/2017,1,100,"2,55175",P1
1,70,,1,CD,4/20/2017,1,100,"2,18775",P1
1,71,,1,CC,4/20/2017,1,100,"1,59238",P1
1,73,,1,DD,4/20/2017,1,100,"2,63913",P1
1,76,,1,DD,4/20/2017,1,100,"2,03763",P1
1,77,,1,DD,4/20/2017,1,100,"1,15013",P1
1,78,,1,DD,4/20/2017,1,100,"2,20475",P1
1,79,,3,DC,4/20/2017,1,100,"2,35925",P1
1,80,,3,CC,4/20/2017,1,100,"1,82238",P1
1,81,,3,DD,4/20/2017,1,100,"2,70613",P1
1,82,,3,DD,4/20/2017,1,100,"2,01763",P1
1,84,,3,CC,4/20/2017,1,100,"2,13738",P1
1,85,,3,CC,4/20/2017,1,100,"2,85138",P1
1,86,,3,CD,4/20/2017,1,100,"3,08825",P1
1,88,,3,DC,4/20/2017,1,100,"2,673",P1
1,90,,3,CC,4/20/2017,1,100,"2,487",P1
1,92,,3,CD,4/20/2017,1,100,"2,8655",P1
1,96,,1,CC,4/20/2017,1,100,"1,90625",P1
1,97,,1,DC,4/20/2017,1,100,"1,652",P1
1,98,,1,CD,4/20/2017,1,100,"2,3485",P1
1,99,,1,DD,4/20/2017,1,100,"1,98238",P1
1,100,,1,CD,4/20/2017,1,100,"2,33375",P1
1,102,,1,DC,4/20/2017,1,100,"2,03238",P1
1,105,,3,CC,4/20/2017,1,100,"3,23625",P1
1,107,,1,DD,4/20/2017,1,100,"1,94688",P1
1,108,,1,DC,4/20/2017,1,100,"2,17025",P1
1,109,,1,CD,4/20/2017,1,100,"2,44263",P1
1,110,,1,DD,4/20/2017,1,100,"2,1785",P1
1,111,,1,DC,4/20/2017,1,100,"2,34363",P1
1,112,,1,DC,4/20/2017,1,100,"2,13088",P1
1,115,,1,CC,4/20/2017,1,100,"2,33763",P1
1,120,,3,CD,4/20/2017,1,100,"2,14875",P1
2,2,,1,CC,8/3/2017,1,100,"2,51263",P1
2,5,,3,DC,8/3/2017,1,100,"3,30725",P1
2,7,,3,CD,8/3/2017,1,100,"2,5775",P1
2,8,,3,DC,8/3/2017,1,100,"2,8685",P1
2,9,,3,CC,8/3/2017,1,100,"2,1025",P1
2,10,,3,DD,8/3/2017,1,100,"2,72638",P1
2,11,,3,CD,8/3/2017,1,100,"3,22263",P1
2,13,,1,CD,8/3/2017,1,100,"2,00075",P1
2,14,,1,DD,8/3/2017,1,100,"2,72725",P1
2,15,,1,CC,8/3/2017,1,100,"1,89538",P1
2,16,,1,CD,8/3/2017,1,100,"2,42575",P1
2,17,,1,DC,8/3/2017,1,100,"2,04463",P1
2,18,,1,CC,8/3/2017,1,100,"2,53063",P1
2,20,,1,CD,8/3/2017,1,100,"1,9465",P1
2,21,,1,CC,8/3/2017,1,100,"2,10475",P1
2,22,,1,DD,8/3/2017,1,100,"2,168",P1
2,23,,1,CD,8/3/2017,1,100,"2,59363",P1
2,24,,1,DC,8/3/2017,1,100,"1,973",P1
2,27,,3,DC,8/3/2017,1,100,"2,77575",P1
2,28,,3,DD,8/3/2017,1,100,"2,78275",P1
2,31,,3,DC,8/3/2017,1,100,"2,82513",P1
2,32,,3,CC,8/3/2017,1,100,"2,132",P1
2,34,,3,DC,8/3/2017,1,100,"2,839",P1
2,35,,3,CD,8/3/2017,1,100,"2,263",P1
2,37,,3,CD,8/3/2017,1,100,"2,7465",P1
2,41,,3,DD,8/3/2017,1,100,"2,1715",P1
2,43,,3,CD,8/3/2017,1,100,"2,56775",P1
2,45,,3,CC,8/3/2017,1,100,"2,0125",P1
2,47,,3,CD,8/3/2017,1,100,"2,993",P1
2,48,,1,CC,8/3/2017,1,100,"2,61463",P1
2,49,,1,DC,8/3/2017,1,100,"2,21413",P1
2,50,,1,DD,8/3/2017,1,100,"2,17825",P1
2,51,,1,DD,8/3/2017,1,100,"2,70325",P1
2,54,,1,DC,8/3/2017,1,100,"1,712",P1
2,55,,1,CD,8/3/2017,1,100,"1,59363",P1
2,56,,1,CD,8/3/2017,1,100,"1,881",P1
2,58,,3,DC,8/3/2017,1,100,"2,97488",P1
2,59,,3,CC,8/3/2017,1,100,"2,16988",P1
2,60,,3,CC,8/3/2017,1,100,"2,43063",P1
2,61,,3,CC,8/3/2017,1,100,"2,73688",P1
2,62,,3,DD,8/3/2017,1,100,"3,17513",P1
2,63,,3,CC,8/3/2017,1,100,"3,02075",P1
2,64,,1,DD,8/3/2017,1,100,"2,09013",P1
2,65,,1,CD,8/3/2017,1,100,"1,97725",P1
2,66,,1,DD,8/3/2017,1,100,"2,163",P1
2,67,,1,CC,8/3/2017,1,100,"1,842",P1
2,68,,3,DC,8/3/2017,1,100,"2,3785",P1
2,71,,3,CD,8/3/2017,1,100,"3,55763",P1
2,72,,3,DC,8/3/2017,1,100,"3,00225",P1
2,73,,3,CD,8/3/2017,1,100,"2,75025",P1
2,76,,1,DC,8/3/2017,1,100,"1,67863",P1
2,77,,1,CD,8/3/2017,1,100,"2,34025",P1
2,79,,1,CD,8/3/2017,1,100,"2,88138",P1
2,81,,1,CC,8/3/2017,1,100,"2,30838",P1
2,82,,1,CC,8/3/2017,1,100,"2,08025",P1
2,85,,1,DD,8/3/2017,1,100,"1,991",P1
2,86,,1,CD,8/3/2017,1,100,"1,56288",P1
2,87,,3,CD,8/3/2017,1,100,"3,14538",P1
2,89,,3,CD,8/3/2017,1,100,"3,282",P1
2,90,,3,DD,8/3/2017,1,100,"2,66988",P1
2,92,,1,DC,8/3/2017,1,100,"2,07188",P1
2,93,,3,DD,8/3/2017,1,100,"3,90538",P1
2,94,,3,CC,8/3/2017,1,100,"2,381",P1
2,95,,3,CC,8/3/2017,1,100,"2,59913",P1
2,96,,3,DD,8/3/2017,1,100,"2,46588",P1
2,97,,3,CC,8/3/2017,1,100,"3,041",P1
2,98,,3,DD,8/3/2017,1,100,"2,43188",P1
2,99,,3,DC,8/3/2017,1,100,"3,10863",P1
2,100,,3,DC,8/3/2017,1,100,"3,21925",P1
2,101,,3,CC,8/3/2017,1,100,"2,70913",P1
2,102,,3,DC,8/3/2017,1,100,"2,19713",P1
2,105,,1,DD,8/3/2017,1,100,"2,13138",P1
2,106,,1,DC,8/3/2017,1,100,"2,44938",P1
2,107,,1,DC,8/3/2017,1,100,"2,82338",P1
2,108,,1,DD,8/3/2017,1,100,"2,759",P1
2,109,,1,DC,8/3/2017,1,100,"2,36313",P1
2,110,,1,DD,8/3/2017,1,100,"1,28375",P1
2,112,,3,CD,8/3/2017,1,100,"3,04063",P1
2,113,,3,DD,8/3/2017,1,100,"2,44775",P1
2,114,,3,DD,8/3/2017,1,100,"3,53875",P1
2,115,,3,CC,8/3/2017,1,100,"3,32988",P1
2,116,,3,CD,8/3/2017,1,100,"2,585",P1
2,117,,3,DC,8/3/2017,1,100,"2,9355",P1
2,119,,3,DD,8/3/2017,1,100,"2,62325",P1
2,120,,3,CC,8/3/2017,1,100,"2,33613",P1
1,5,1,3,CD,4/21/2017,2,101,"2,096",P1
1,8,2,3,DD,4/21/2017,2,101,"2,88438",P1
1,10,3,1,CC,4/21/2017,2,101,"1,80213",P1
1,12,4,1,CC,4/21/2017,2,101,"1,68563",P1
1,13,5,1,DD,4/21/2017,2,101,"1,5215",P1
1,15,6,1,DC,4/21/2017,2,101,"3,14025",P1
1,17,7,1,CD,4/21/2017,2,101,"2,04138",P1
1,18,8,1,CD,4/21/2017,2,101,"2,08263",P1
1,19,9,1,DD,4/21/2017,2,101,"2,134",P1
1,21,10,1,CD,4/21/2017,2,101,"2,2675",P1
1,23,11,1,CD,4/21/2017,2,101,"2,51125",P1
1,24,12,1,DC,4/21/2017,2,101,"1,90075",P1
1,26,13,3,CC,4/21/2017,2,101,"2,29513",P1
1,27,,3,CC,4/21/2017,2,101,"1,923",P1
1,28,,3,DD,4/21/2017,2,101,"2,63113",P1
1,29,,3,DC,4/21/2017,2,101,"2,56313",P1
1,30,,3,CD,4/21/2017,2,101,"2,13725",P1
1,31,,3,DC,4/21/2017,2,101,"2,711",P1
1,35,,3,CC,4/21/2017,2,101,"3,04075",P1
1,37,,3,DC,4/21/2017,2,101,"2,08138",P1
1,39,,3,DC,4/21/2017,2,101,"2,53525",P1
1,40,,3,CD,4/21/2017,2,101,"1,8035",P1
1,44,,1,CD,4/21/2017,2,101,"1,76188",P1
1,47,,3,DD,4/21/2017,2,101,"1,68338",P1
1,49,,3,DC,4/21/2017,2,101,"2,12188",P1
1,50,,3,DC,4/21/2017,2,101,"2,829",P1
1,52,,3,DC,4/21/2017,2,101,"2,737",P1
1,53,,1,DD,4/21/2017,2,101,"1,72575",P1
1,54,,1,CC,4/21/2017,2,101,"2,08975",P1
1,55,,1,CC,4/21/2017,2,101,"1,6055",P1
1,56,,1,DD,4/21/2017,2,101,"2,04075",P1
1,57,,1,CC,4/21/2017,2,101,"2,27525",P1
1,62,,3,CD,4/21/2017,2,101,"2,30625",P1
1,63,,3,CC,4/21/2017,2,101,"2,35738",P1
1,65,,3,DD,4/21/2017,2,101,"1,86213",P1
1,66,,3,DD,4/21/2017,2,101,"2,37963",P1
1,67,,1,DC,4/21/2017,2,101,"1,91388",P1
1,68,,1,CC,4/21/2017,2,101,"1,641",P1
1,69,,1,DC,4/21/2017,2,101,"1,49188",P1
1,70,,1,CD,4/21/2017,2,101,"1,73563",P1
1,71,,1,CC,4/21/2017,2,101,"1,98775",P1
1,73,,1,DD,4/21/2017,2,101,"2,186",P1
1,76,,1,DD,4/21/2017,2,101,"2,13875",P1
1,77,,1,DD,4/21/2017,2,101,"1,2205",P1
1,78,,1,DD,4/21/2017,2,101,"2,70575",P1
1,79,,3,DC,4/21/2017,2,101,"2,6075",P1
1,80,,3,CC,4/21/2017,2,101,"2,65163",P1
1,81,,3,DD,4/21/2017,2,101,"1,30113",P1
1,82,,3,DD,4/21/2017,2,101,"1,83625",P1
1,84,,3,CC,4/21/2017,2,101,"1,6755",P1
1,85,,3,CC,4/21/2017,2,101,"1,59313",P1
1,86,,3,CD,4/21/2017,2,101,"2,05138",P1
1,88,,3,DC,4/21/2017,2,101,"3,036",P1
1,90,,3,CC,4/21/2017,2,101,"2,44825",P1
1,92,,3,CD,4/21/2017,2,101,"2,776",P1
1,96,,1,CC,4/21/2017,2,101,"2,7275",P1
1,97,,1,DC,4/21/2017,2,101,"2,26425",P1
1,98,,1,CD,4/21/2017,2,101,"2,39275",P1
1,99,,1,DD,4/21/2017,2,101,"2,54663",P1
1,100,,1,CD,4/21/2017,2,101,"2,84813",P1
1,102,,1,DC,4/21/2017,2,101,"2,01275",P1
1,105,,3,CC,4/21/2017,2,101,"3,23988",P1
1,107,,1,DD,4/21/2017,2,101,"2,30525",P1
1,108,,1,DC,4/21/2017,2,101,"2,90713",P1
1,109,,1,CD,4/21/2017,2,101,"3,42425",P1
1,110,,1,DD,4/21/2017,2,101,"1,66075",P1
1,111,,1,DC,4/21/2017,2,101,"2,09325",P1
1,112,,1,DC,4/21/2017,2,101,"2,999",P1
1,115,,1,CC,4/21/2017,2,101,"1,40413",P1
1,120,,3,CD,4/21/2017,2,101,"2,747",P1
2,2,,1,CC,8/4/2017,2,101,"2,04338",P1
2,5,,3,DC,8/4/2017,2,101,"3,19188",P1
2,7,,3,CD,8/4/2017,2,101,"2,43413",P1
2,8,,3,DC,8/4/2017,2,101,"3,10475",P1
2,9,,3,CC,8/4/2017,2,101,"1,734",P1
2,10,,3,DD,8/4/2017,2,101,"2,32588",P1
2,11,,3,CD,8/4/2017,2,101,"2,81988",P1
2,13,,1,CD,8/4/2017,2,101,"2,16938",P1
2,14,,1,DD,8/4/2017,2,101,"2,7465",P1
2,15,,1,CC,8/4/2017,2,101,"1,37725",P1
2,16,,1,CD,8/4/2017,2,101,"2,22888",P1
2,17,,1,DC,8/4/2017,2,101,"2,42938",P1
2,18,,1,CC,8/4/2017,2,101,"2,8515",P1
2,20,,1,CD,8/4/2017,2,101,"1,67938",P1
2,21,,1,CC,8/4/2017,2,101,"2,29838",P1
2,22,,1,DD,8/4/2017,2,101,"2,654",P1
2,23,,1,CD,8/4/2017,2,101,"2,65275",P1
2,24,,1,DC,8/4/2017,2,101,"2,13688",P1
2,27,,3,DC,8/4/2017,2,101,"2,5475",P1
2,28,,3,DD,8/4/2017,2,101,"2,307",P1
2,31,,3,DC,8/4/2017,2,101,"2,81563",P1
2,32,,3,CC,8/4/2017,2,101,"2,7055",P1
2,34,,3,DC,8/4/2017,2,101,"2,27213",P1
2,35,,3,CD,8/4/2017,2,101,"2,23588",P1
2,37,,3,CD,8/4/2017,2,101,"2,9605",P1
2,41,,3,DD,8/4/2017,2,101,"1,90263",P1
2,43,,3,CD,8/4/2017,2,101,"2,32738",P1
2,45,,3,CC,8/4/2017,2,101,"2,06263",P1
2,47,,3,CD,8/4/2017,2,101,"3,49713",P1
2,48,,1,CC,8/4/2017,2,101,"2,35675",P1
2,49,,1,DC,8/4/2017,2,101,"2,40925",P1
2,50,,1,DD,8/4/2017,2,101,"2,16",P1
2,51,,1,DD,8/4/2017,2,101,"1,98225",P1
2,54,,1,DC,8/4/2017,2,101,"1,73188",P1
2,55,,1,CD,8/4/2017,2,101,"2,322",P1
2,56,,1,CD,8/4/2017,2,101,"1,896",P1
2,58,,3,DC,8/4/2017,2,101,"3,37188",P1
2,59,,3,CC,8/4/2017,2,101,"3,15375",P1
2,60,,3,CC,8/4/2017,2,101,"2,018",P1
2,61,,3,CC,8/4/2017,2,101,"2,797",P1
2,62,,3,DD,8/4/2017,2,101,"3,1775",P1
2,63,,3,CC,8/4/2017,2,101,"2,89088",P1
2,64,,1,DD,8/4/2017,2,101,"2,32863",P1
2,65,,1,CD,8/4/2017,2,101,"2,15275",P1
2,66,,1,DD,8/4/2017,2,101,"1,62438",P1
2,67,,1,CC,8/4/2017,2,101,"2,059",P1
2,68,,3,DC,8/4/2017,2,101,"3,29113",P1
2,71,,3,CD,8/4/2017,2,101,"3,05663",P1
2,72,,3,DC,8/4/2017,2,101,"2,07125",P1
2,73,,3,CD,8/4/2017,2,101,"2,63575",P1
2,76,,1,DC,8/4/2017,2,101,"1,82975",P1
2,77,,1,CD,8/4/2017,2,101,"3,02863",P1
2,79,,1,CD,8/4/2017,2,101,"2,80363",P1
2,81,,1,CC,8/4/2017,2,101,"3,545",P1
2,82,,1,CC,8/4/2017,2,101,"2,15775",P1
2,85,,1,DD,8/4/2017,2,101,"1,60875",P1
2,86,,1,CD,8/4/2017,2,101,"1,43425",P1
2,87,,3,CD,8/4/2017,2,101,"4,18738",P1
2,89,,3,CD,8/4/2017,2,101,"2,26013",P1
2,90,,3,DD,8/4/2017,2,101,"3,49863",P1
2,92,,1,DC,8/4/2017,2,101,"1,98363",P1
2,93,,3,DD,8/4/2017,2,101,"2,59813",P1
2,94,,3,CC,8/4/2017,2,101,"2,66663",P1
2,95,,3,CC,8/4/2017,2,101,"2,91163",P1
2,96,,3,DD,8/4/2017,2,101,"2,8735",P1
2,97,,3,CC,8/4/2017,2,101,"3,07113",P1
2,98,,3,DD,8/4/2017,2,101,"3,01588",P1
2,99,,3,DC,8/4/2017,2,101,"2,64288",P1
2,100,,3,DC,8/4/2017,2,101,"3,15213",P1
2,101,,3,CC,8/4/2017,2,101,"3,76825",P1
2,102,,3,DC,8/4/2017,2,101,"2,53138",P1
2,105,,1,DD,8/4/2017,2,101,"2,51288",P1
2,106,,1,DC,8/4/2017,2,101,"2,54988",P1
2,107,,1,DC,8/4/2017,2,101,"3,29975",P1
2,108,,1,DD,8/4/2017,2,101,"2,6035",P1
2,109,,1,DC,8/4/2017,2,101,"2,26038",P1
2,110,,1,DD,8/4/2017,2,101,"1,54888",P1
2,112,,3,CD,8/4/2017,2,101,"2,73363",P1
2,113,,3,DD,8/4/2017,2,101,"3,178",P1
2,114,,3,DD,8/4/2017,2,101,"4,00288",P1
2,115,,3,CC,8/4/2017,2,101,"3,98763",P1
2,116,,3,CD,8/4/2017,2,101,"2,46963",P1
2,117,,3,DC,8/4/2017,2,101,"3,39825",P1
2,119,,3,DD,8/4/2017,2,101,"2,22775",P1
2,120,,3,CC,8/4/2017,2,101,"2,757",P1
1,5,1,3,CD,4/22/2017,3,102,"2,18088",P1
1,8,2,3,DD,4/22/2017,3,102,"2,684",P1
1,10,3,1,CC,4/22/2017,3,102,"1,78313",P1
1,12,4,1,CC,4/22/2017,3,102,"1,08538",P1
1,13,5,1,DD,4/22/2017,3,102,"1,81038",P1
1,15,6,1,DC,4/22/2017,3,102,"2,16888",P1
1,17,7,1,CD,4/22/2017,3,102,"1,86588",P1
1,18,8,1,CD,4/22/2017,3,102,"1,92113",P1
1,19,9,1,DD,4/22/2017,3,102,"3,0305",P1
1,21,10,1,CD,4/22/2017,3,102,"1,84938",P1
1,23,11,1,CD,4/22/2017,3,102,"2,5765",P1
1,24,12,1,DC,4/22/2017,3,102,"1,4435",P1
1,26,13,3,CC,4/22/2017,3,102,"1,70025",P1
1,27,,3,CC,4/22/2017,3,102,"0,6085",P1
1,28,,3,DD,4/22/2017,3,102,"2,80888",P1
1,29,,3,DC,4/22/2017,3,102,"2,03813",P1
1,30,,3,CD,4/22/2017,3,102,"2,01638",P1
1,31,,3,DC,4/22/2017,3,102,"2,03988",P1
1,35,,3,CC,4/22/2017,3,102,"2,16763",P1
1,37,,3,DC,4/22/2017,3,102,"1,65438",P1
1,39,,3,DC,4/22/2017,3,102,"2,84413",P1
1,40,,3,CD,4/22/2017,3,102,"2,209",P1
1,44,,1,CD,4/22/2017,3,102,"1,0635",P1
1,47,,3,DD,4/22/2017,3,102,"2,263",P1
1,49,,3,DC,4/22/2017,3,102,"3,094",P1
1,50,,3,DC,4/22/2017,3,102,"2,87013",P1
1,52,,3,DC,4/22/2017,3,102,"1,50713",P1
1,53,,1,DD,4/22/2017,3,102,"1,60225",P1
1,54,,1,CC,4/22/2017,3,102,"1,8565",P1
1,55,,1,CC,4/22/2017,3,102,"2,77625",P1
1,56,,1,DD,4/22/2017,3,102,"2,40588",P1
1,57,,1,CC,4/22/2017,3,102,"2,56463",P1
1,62,,3,CD,4/22/2017,3,102,"2,34825",P1
1,63,,3,CC,4/22/2017,3,102,"1,82288",P1
1,65,,3,DD,4/22/2017,3,102,"2,9475",P1
1,66,,3,DD,4/22/2017,3,102,"4,05538",P1
1,67,,1,DC,4/22/2017,3,102,"1,87838",P1
1,68,,1,CC,4/22/2017,3,102,"1,18863",P1
1,69,,1,DC,4/22/2017,3,102,"1,871",P1
1,70,,1,CD,4/22/2017,3,102,"1,834",P1
1,71,,1,CC,4/22/2017,3,102,"1,87925",P1
1,73,,1,DD,4/22/2017,3,102,"3,05188",P1
1,76,,1,DD,4/22/2017,3,102,"2,30663",P1
1,77,,1,DD,4/22/2017,3,102,"1,64038",P1
1,78,,1,DD,4/22/2017,3,102,"2,46963",P1
1,79,,3,DC,4/22/2017,3,102,"2,108",P1
1,80,,3,CC,4/22/2017,3,102,"2,64038",P1
1,82,,3,DD,4/22/2017,3,102,"1,68088",P1
1,84,,3,CC,4/22/2017,3,102,"3,04",P1
1,85,,3,CC,4/22/2017,3,102,"3,14775",P1
1,86,,3,CD,4/22/2017,3,102,"2,20588",P1
1,88,,3,DC,4/22/2017,3,102,"2,89213",P1
1,90,,3,CC,4/22/2017,3,102,"1,5525",P1
1,92,,3,CD,4/22/2017,3,102,"3,087",P1
1,96,,1,CC,4/22/2017,3,102,"2,37113",P1
1,97,,1,DC,4/22/2017,3,102,"1,96788",P1
1,98,,1,CD,4/22/2017,3,102,"1,45375",P1
1,99,,1,DD,4/22/2017,3,102,"2,04238",P1
1,100,,1,CD,4/22/2017,3,102,"2,5395",P1
1,102,,1,DC,4/22/2017,3,102,"1,70425",P1
1,105,,3,CC,4/22/2017,3,102,"1,83825",P1
1,107,,1,DD,4/22/2017,3,102,"1,02775",P1
1,108,,1,DC,4/22/2017,3,102,"2,127",P1
1,109,,1,CD,4/22/2017,3,102,"2,02963",P1
1,110,,1,DD,4/22/2017,3,102,"2,40163",P1
1,111,,1,DC,4/22/2017,3,102,"1,52375",P1
1,112,,1,DC,4/22/2017,3,102,"1,81925",P1
1,115,,1,CC,4/22/2017,3,102,"2,56038",P1
1,120,,3,CD,4/22/2017,3,102,"2,644",P1
2,2,,1,CC,8/5/2017,3,102,"2,474",P1
2,5,,3,DC,8/5/2017,3,102,"2,94625",P1
2,7,,3,CD,8/5/2017,3,102,"2,73425",P1
2,8,,3,DC,8/5/2017,3,102,"3,01788",P1
2,9,,3,CC,8/5/2017,3,102,"2,38788",P1
2,10,,3,DD,8/5/2017,3,102,"2,80938",P1
2,11,,3,CD,8/5/2017,3,102,"2,91425",P1
2,13,,1,CD,8/5/2017,3,102,"2,16188",P1
2,14,,1,DD,8/5/2017,3,102,"2,34475",P1
2,15,,1,CC,8/5/2017,3,102,"1,74063",P1
2,16,,1,CD,8/5/2017,3,102,"2,2785",P1
2,17,,1,DC,8/5/2017,3,102,"2,3775",P1
2,18,,1,CC,8/5/2017,3,102,"2,711",P1
2,20,,1,CD,8/5/2017,3,102,"1,515",P1
2,21,,1,CC,8/5/2017,3,102,"2,3205",P1
2,22,,1,DD,8/5/2017,3,102,"2,21038",P1
2,23,,1,CD,8/5/2017,3,102,"2,33475",P1
2,24,,1,DC,8/5/2017,3,102,"2,07175",P1
2,27,,3,DC,8/5/2017,3,102,"2,5385",P1
2,28,,3,DD,8/5/2017,3,102,"2,88963",P1
2,31,,3,DC,8/5/2017,3,102,"2,64288",P1
2,32,,3,CC,8/5/2017,3,102,"2,06988",P1
2,34,,3,DC,8/5/2017,3,102,"2,77938",P1
2,35,,3,CD,8/5/2017,3,102,"2,738",P1
2,37,,3,CD,8/5/2017,3,102,"2,49075",P1
2,41,,3,DD,8/5/2017,3,102,"2,55325",P1
2,43,,3,CD,8/5/2017,3,102,"2,30363",P1
2,45,,3,CC,8/5/2017,3,102,"1,8985",P1
2,47,,3,CD,8/5/2017,3,102,"2,94263",P1
2,48,,1,CC,8/5/2017,3,102,"2,6895",P1
2,49,,1,DC,8/5/2017,3,102,"1,96025",P1
2,50,,1,DD,8/5/2017,3,102,"2,16725",P1
2,51,,1,DD,8/5/2017,3,102,"2,38438",P1
2,54,,1,DC,8/5/2017,3,102,"2,222",P1
2,55,,1,CD,8/5/2017,3,102,"1,7105",P1
2,56,,1,CD,8/5/2017,3,102,"1,65325",P1
2,58,,3,DC,8/5/2017,3,102,"2,64988",P1
2,59,,3,CC,8/5/2017,3,102,"2,88813",P1
2,60,,3,CC,8/5/2017,3,102,"2,49788",P1
2,61,,3,CC,8/5/2017,3,102,"2,23938",P1
2,62,,3,DD,8/5/2017,3,102,"2,93325",P1
2,63,,3,CC,8/5/2017,3,102,"3,47275",P1
2,64,,1,DD,8/5/2017,3,102,"3,25988",P1
2,65,,1,CD,8/5/2017,3,102,"2,293",P1
2,66,,1,DD,8/5/2017,3,102,"1,7975",P1
2,67,,1,CC,8/5/2017,3,102,"1,91038",P1
2,68,,3,DC,8/5/2017,3,102,"2,62438",P1
2,71,,3,CD,8/5/2017,3,102,"2,80975",P1
2,72,,3,DC,8/5/2017,3,102,"2,6095",P1
2,73,,3,CD,8/5/2017,3,102,"2,40013",P1
2,76,,1,DC,8/5/2017,3,102,"1,78438",P1
2,77,,1,CD,8/5/2017,3,102,"2,42613",P1
2,79,,1,CD,8/5/2017,3,102,"3,00338",P1
2,81,,1,CC,8/5/2017,3,102,"2,53688",P1
2,82,,1,CC,8/5/2017,3,102,"2,3365",P1
2,85,,1,DD,8/5/2017,3,102,"1,60038",P1
2,86,,1,CD,8/5/2017,3,102,"1,26125",P1
2,87,,3,CD,8/5/2017,3,102,"2,63575",P1
2,89,,3,CD,8/5/2017,3,102,"1,88225",P1
2,90,,3,DD,8/5/2017,3,102,"3,88025",P1
2,92,,1,DC,8/5/2017,3,102,"1,80138",P1
2,93,,3,DD,8/5/2017,3,102,"3,071",P1
2,94,,3,CC,8/5/2017,3,102,"2,43475",P1
2,95,,3,CC,8/5/2017,3,102,"3,19313",P1
2,96,,3,DD,8/5/2017,3,102,"3,03713",P1
2,97,,3,CC,8/5/2017,3,102,"2,4155",P1
2,98,,3,DD,8/5/2017,3,102,"2,66938",P1
2,99,,3,DC,8/5/2017,3,102,"4,1445",P1
2,100,,3,DC,8/5/2017,3,102,"3,42975",P1
2,101,,3,CC,8/5/2017,3,102,"3,4645",P1
2,102,,3,DC,8/5/2017,3,102,"2,55075",P1
2,105,,1,DD,8/5/2017,3,102,"2,11538",P1
2,106,,1,DC,8/5/2017,3,102,"2,11375",P1
2,107,,1,DC,8/5/2017,3,102,"2,83163",P1
2,108,,1,DD,8/5/2017,3,102,"2,3185",P1
2,109,,1,DC,8/5/2017,3,102,"1,80513",P1
2,110,,1,DD,8/5/2017,3,102,"1,57875",P1
2,112,,3,CD,8/5/2017,3,102,"2,65963",P1
2,113,,3,DD,8/5/2017,3,102,"3,32925",P1
2,114,,3,DD,8/5/2017,3,102,"3,50413",P1
2,115,,3,CC,8/5/2017,3,102,"2,8325",P1
2,116,,3,CD,8/5/2017,3,102,"2,43463",P1
2,117,,3,DC,8/5/2017,3,102,"3,21888",P1
2,119,,3,DD,8/5/2017,3,102,"1,81663",P1
2,120,,3,CC,8/5/2017,3,102,"2,73513",P1
1,5,1,3,CD,4/23/2017,4,103,"1,39138",P1
1,8,2,3,DD,4/23/2017,4,103,"3,91663",P1
