floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count,pig.expose_count_per_day,pig.recover_count
0.0,18,2.0,2.16,2.0,2.16,48.79,0,2,0,0,0
1.0,18,2.0,1.67,4.0,3.83,49.7,8,3,2,0,0
2.0,18,2.04,1.69,6.04,5.52,50.4,6,3,3,0,0
3.0,18,2.08,2.12,8.12,7.64,51.1,7,4,3,0,0
4.0,18,2.12,2.4,10.24,10.04,51.98,8,3,3,0,0
5.0,18,2.16,2.49,12.4,12.53,52.98,8,2,3,0,0
6.0,18,2.2,1.84,14.6,14.37,54.01,10,4,3,0,0
7.0,18,2.24,1.88,16.84,16.25,54.77,5,4,3,0,0
8.0,18,2.28,2.04,19.12,18.29,55.55,3,4,2,0,0
9.0,18,2.32,2.65,21.44,20.94,56.38,7,4,3,0,0
10.0,18,2.36,2.29,23.8,23.23,57.47,5,3,2,0,0
11.0,18,2.4,2.47,26.2,25.7,58.4,6,2,3,0,0
12.0,18,2.44,2.56,28.64,28.26,59.41,9,2,2,0,0
13.0,18,2.48,2.14,31.12,30.4,60.45,6,2,3,0,0
14.0,18,2.52,2.56,33.64,32.96,61.31,6,3,2,0,0
15.0,18,2.56,2.44,36.2,35.4,62.34,1,2,1,1,0
16.0,18,2.6,1.06,38.8,36.46,63.32,4,6,2,1,1
17.0,18,2.64,1.09,41.44,37.55,63.75,2,4,0,1,2
18.0,18,2.68,1.06,44.12,38.61,64.19,2,5,1,1,3
19.0,18,2.72,1.05,46.84,39.66,64.61,4,6,2,1,4
20.0,18,2.76,1.03,49.6,40.69,65.03,6,6,1,1,5
21.0,18,2.8,1.91,52.4,42.6,65.44,1,5,0,1,6
22.0,18,2.84,1.31,55.24,43.91,66.2,10,5,3,0,7
23.0,18,2.88,3.37,58.12,47.28,66.72,8,4,3,0,7
24.0,18,2.92,3.86,61.04,51.14,68.05,5,3,1,0,7
25.0,18,2.96,3.34,64.0,54.48,69.58,9,4,3,0,7
26.0,18,3.0,3.38,67.0,57.86,70.89,8,3,3,0,7
27.0,18,3.0,3.01,70.0,60.87,72.2,7,4,3,0,7
28.0,18,3.0,3.72,73.0,64.59,73.38,8,4,3,0,7
29.0,18,3.0,3.4,76.0,67.99,74.82,7,2,3,0,7
30.0,18,3.0,3.68,79.0,71.67,76.13,6,4,3,0,7
31.0,18,3.0,3.46,82.0,75.13,77.54,5,3,2,0,7
32.0,18,3.0,3.07,85.0,78.2,78.86,5,2,3,0,7
33.0,18,3.0,3.57,88.0,81.77,80.03,6,2,3,0,7
34.0,18,3.0,2.95,91.0,84.72,81.38,8,3,3,0,7
35.0,18,3.0,3.29,94.0,88.01,82.49,8,2,1,0,7
36.0,18,3.0,3.62,97.0,91.63,83.73,4,4,3,1,7
37.0,18,3.0,1.83,100.0,93.46,85.08,7,6,3,0,7
38.0,18,3.0,3.53,103.0,96.99,85.76,3,2,2,1,8
39.0,18,3.0,1.99,106.0,98.98,87.07,3,5,1,1,9
40.0,18,3.0,2.2,109.0,101.18,87.81,5,6,1,1,10
41.0,18,3.0,2.32,112.0,103.5,88.62,8,4,3,0,10
42.0,18,3.0,3.5,115.0,107.0,89.47,3,2,2,1,11
43.0,18,3.0,1.71,118.0,108.71,90.75,4,6,2,0,11
44.0,18,3.0,3.79,121.0,112.5,91.38,6,3,2,0,12
45.0,18,3.0,3.3,124.0,115.8,92.76,4,4,2,0,12
46.0,18,3.0,3.61,127.0,119.41,93.95,7,3,3,0,12
47.0,18,3.0,3.6,130.0,123.01,95.25,2,4,1,0,12
48.0,18,3.0,3.1,133.0,126.11,96.54,13,4,3,0,12
49.0,18,3.0,3.31,136.0,129.42,97.65,5,3,2,0,12
50.0,18,3.0,3.53,139.0,132.95,98.83,11,3,3,0,12
51.0,18,3.0,3.89,142.0,136.84,100.08,5,4,1,0,12
52.0,18,3.0,3.48,145.0,140.32,101.45,4,3,3,0,12
53.0,18,3.0,3.39,148.0,143.71,102.67,11,4,3,0,12
54.0,18,3.0,3.78,151.0,147.49,103.85,8,4,3,0,12
55.0,18,3.0,3.13,154.0,150.62,105.17,8,3,3,0,12
