floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count,pig.expose_count_per_day,pig.recover_count
0.0,2,2.0,2.0,2.0,2.0,47.63,0,4,0,0,0
1.0,2,2.0,1.84,4.0,3.84,48.41,5,4,3,0,0
2.0,2,2.04,2.54,6.04,6.38,49.12,8,4,3,0,0
3.0,2,2.08,2.24,8.12,8.62,50.1,8,3,2,0,0
4.0,2,2.12,1.93,10.24,10.55,50.96,5,2,3,0,0
5.0,2,2.16,2.35,12.4,12.9,51.7,8,2,3,0,0
6.0,2,2.2,2.19,14.6,15.09,52.61,5,3,3,0,0
7.0,2,2.24,2.44,16.84,17.53,53.44,4,4,3,0,0
8.0,2,2.28,2.25,19.12,19.78,54.37,7,4,3,0,0
9.0,2,2.32,1.95,21.44,21.73,55.23,5,3,3,0,0
10.0,2,2.36,2.19,23.8,23.92,55.97,4,2,3,0,0
11.0,2,2.4,2.76,26.2,26.68,56.79,4,3,3,0,0
12.0,2,2.44,2.91,28.64,29.59,57.83,8,4,3,0,0
13.0,2,2.48,2.36,31.12,31.95,58.93,3,4,1,0,0
14.0,2,2.52,2.94,33.64,34.89,59.81,1,2,0,0,0
15.0,2,2.56,2.25,36.2,37.14,60.91,6,2,3,1,0
16.0,2,2.6,1.32,38.8,38.46,61.74,4,6,3,1,1
17.0,2,2.64,1.38,41.44,39.84,62.23,7,4,3,1,2
18.0,2,2.68,1.03,44.12,40.87,62.74,5,5,1,1,3
19.0,2,2.72,1.91,46.84,42.78,63.13,1,6,1,1,4
20.0,2,2.76,1.31,49.6,44.09,63.83,11,4,3,0,4
21.0,2,2.8,3.06,52.4,47.15,64.31,6,2,3,1,5
22.0,2,2.84,1.59,55.24,48.74,65.44,5,4,2,0,6
23.0,2,2.88,2.9,58.12,51.64,66.02,6,4,3,0,6
24.0,2,2.92,3.23,61.04,54.87,67.08,7,4,3,0,6
25.0,2,2.96,3.61,64.0,58.48,68.26,7,2,3,0,6
26.0,2,3.0,3.78,67.0,62.26,69.57,7,2,3,0,6
27.0,2,3.0,3.32,70.0,65.58,70.93,5,3,0,0,6
28.0,2,3.0,3.73,73.0,69.31,72.12,6,2,1,0,6
29.0,2,3.0,3.37,76.0,72.68,73.46,5,3,3,0,6
30.0,2,3.0,3.21,79.0,75.89,74.66,7,3,3,0,6
31.0,2,3.0,3.16,82.0,79.05,75.8,6,4,3,0,6
32.0,2,3.0,3.56,85.0,82.61,76.92,6,2,3,0,6
33.0,2,3.0,2.84,88.0,85.45,78.17,6,3,2,0,6
34.0,2,3.0,2.94,91.0,88.39,79.16,6,3,3,0,6
35.0,2,3.0,2.99,94.0,91.38,80.19,7,2,3,0,6
36.0,2,3.0,3.84,97.0,95.22,81.23,2,3,2,1,6
37.0,2,3.0,1.65,100.0,96.87,82.56,3,4,0,1,7
38.0,2,3.0,2.0,103.0,98.87,83.13,7,4,3,0,7
39.0,2,3.0,3.87,106.0,102.74,83.82,3,3,0,1,8
40.0,2,3.0,2.09,109.0,104.83,85.15,4,4,1,1,9
41.0,2,3.0,2.29,112.0,107.12,85.87,7,5,3,0,9
42.0,2,3.0,3.3,115.0,110.42,86.65,1,2,0,1,10
43.0,2,3.0,1.74,118.0,112.16,87.77,3,5,2,0,10
44.0,2,3.0,3.95,121.0,116.11,88.36,5,3,3,0,11
45.0,2,3.0,3.01,124.0,119.12,89.7,5,4,2,0,11
46.0,2,3.0,3.3,127.0,122.42,90.71,6,2,3,0,11
47.0,2,3.0,3.04,130.0,125.46,91.82,4,2,0,0,11
48.0,2,3.0,3.59,133.0,129.05,92.83,5,2,2,0,11
49.0,2,3.0,3.43,136.0,132.48,94.03,5,3,2,0,11
50.0,2,3.0,3.18,139.0,135.66,95.16,8,2,3,0,11
51.0,2,3.0,2.98,142.0,138.64,96.21,5,2,3,0,11
52.0,2,3.0,3.15,145.0,141.79,97.19,9,2,3,0,11
53.0,2,3.0,3.42,148.0,145.21,98.22,3,3,1,0,11
54.0,2,3.0,3.38,151.0,148.59,99.33,8,2,2,0,11
55.0,2,3.0,3.45,154.0,152.04,100.43,1,3,1,0,11
