floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count,pig.expose_count_per_day,pig.recover_count
0.0,18,2.0,1.53,2.0,1.53,49.79,0,4,0,0,0
1.0,18,2.0,1.55,4.0,3.08,50.4,5,3,0,0,0
2.0,18,2.04,2.41,6.04,5.49,51.02,6,4,0,0,0
3.0,18,2.08,1.83,8.12,7.32,51.98,7,3,3,0,0
4.0,18,2.12,2.32,10.24,9.64,52.71,5,2,3,0,0
5.0,18,2.16,2.04,12.4,11.68,53.63,6,4,3,0,0
6.0,18,2.2,1.79,14.6,13.47,54.43,4,3,3,0,0
7.0,18,2.24,2.25,16.84,15.72,55.14,7,4,3,0,0
8.0,18,2.28,1.99,19.12,17.71,56.02,6,4,2,0,0
9.0,18,2.32,2.54,21.44,20.25,56.8,9,4,3,0,0
10.0,18,2.36,2.36,23.8,22.61,57.8,9,3,3,0,0
11.0,18,2.4,2.68,26.2,25.29,58.71,6,3,2,1315,0
12.0,18,2.44,1.87,28.64,27.16,59.76,3,4,1,1769,0
13.0,18,2.48,1.27,31.12,28.43,60.48,3,3,0,1195,0
14.0,18,2.52,1.83,33.64,30.26,60.97,1,4,0,595,0
15.0,18,2.56,1.27,36.2,31.53,61.68,6,4,2,0,0
16.0,18,2.6,1.89,38.8,33.42,62.17,2,4,1,1135,0
17.0,18,2.64,1.45,41.44,34.87,62.89,2,2,2,1652,0
18.0,18,2.68,1.01,44.12,35.88,63.45,7,4,2,0,0
19.0,18,2.72,1.19,46.84,37.07,63.84,7,3,3,0,0
20.0,18,2.76,1.69,49.6,38.76,64.29,4,2,3,1233,0
21.0,18,2.8,1.42,52.4,40.18,64.94,8,3,3,0,0
22.0,18,2.84,1.75,55.24,41.93,65.48,3,3,2,1119,0
23.0,18,2.88,1.6,58.12,43.53,66.14,5,4,2,1050,0
24.0,18,2.92,1.2,61.04,44.73,66.75,6,4,3,991,0
25.0,18,2.96,1.66,64.0,46.39,67.21,8,4,3,1239,0
26.0,18,3.0,1.89,67.0,48.28,67.83,6,4,3,0,0
27.0,18,3.0,1.14,70.0,49.42,68.55,6,2,2,0,0
28.0,18,3.0,1.26,73.0,50.68,68.98,7,2,3,0,0
29.0,18,3.0,1.66,76.0,52.34,69.45,7,4,3,0,0
30.0,18,3.0,4.94,79.0,57.28,70.07,5,4,3,0,0
31.0,18,3.0,4.04,82.0,61.32,71.92,7,3,3,0,0
32.0,18,3.0,3.89,85.0,65.21,73.42,7,2,3,0,0
33.0,18,3.0,4.26,88.0,69.47,74.86,8,3,3,0,0
34.0,18,3.0,3.64,91.0,73.11,76.43,9,4,3,0,0
35.0,18,3.0,4.23,94.0,77.34,77.76,5,4,3,0,0
36.0,18,3.0,4.38,97.0,81.72,79.3,3,3,1,0,0
37.0,18,3.0,3.59,100.0,85.31,80.89,8,3,3,0,0
38.0,18,3.0,3.83,103.0,89.14,82.19,10,3,2,0,0
39.0,18,3.0,3.62,106.0,92.76,83.56,2,2,1,0,0
40.0,18,3.0,3.44,109.0,96.2,84.85,8,2,3,0,0
41.0,18,3.0,3.32,112.0,99.52,86.08,4,2,2,0,0
42.0,18,3.0,4.0,115.0,103.52,87.25,4,3,3,0,0
43.0,18,3.0,3.64,118.0,107.16,88.66,3,2,2,0,0
44.0,18,3.0,3.74,121.0,110.9,89.94,9,2,3,0,0
45.0,18,3.0,3.38,124.0,114.28,91.25,3,4,3,0,0
46.0,18,3.0,3.33,127.0,117.61,92.42,3,4,1,0,0
47.0,18,3.0,3.05,130.0,120.66,93.58,8,3,3,0,0
48.0,18,3.0,3.69,133.0,124.35,94.63,2,4,1,0,0
49.0,18,3.0,3.5,136.0,127.85,95.9,4,3,2,0,0
50.0,18,3.0,3.22,139.0,131.07,97.09,5,2,3,0,0
51.0,18,3.0,3.42,142.0,134.49,98.19,4,3,0,0,0
52.0,18,3.0,3.57,145.0,138.06,99.35,7,4,3,0,0
53.0,18,3.0,3.18,148.0,141.24,100.56,5,4,3,0,0
54.0,18,3.0,3.0,151.0,144.24,101.62,8,3,3,0,0
55.0,18,3.0,3.2,154.0,147.44,102.63,3,4,2,0,0
