floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count,pig.expose_count_per_day,pig.recover_count
0.0,16,2.0,1.82,2.0,1.82,52.1,0,4,0,0,0
1.0,16,2.0,1.57,4.0,3.39,52.82,5,4,3,0,0
2.0,16,2.04,2.51,6.04,5.9,53.44,4,4,2,0,0
3.0,16,2.08,2.39,8.12,8.29,54.42,8,2,3,0,0
4.0,16,2.12,2.37,10.24,10.66,55.36,5,4,3,0,0
5.0,16,2.16,1.77,12.4,12.43,56.28,8,3,3,0,0
6.0,16,2.2,2.01,14.6,14.44,56.97,5,4,3,0,0
7.0,16,2.24,2.63,16.84,17.07,57.75,7,2,3,0,0
8.0,16,2.28,2.43,19.12,19.5,58.77,8,2,3,0,0
9.0,16,2.32,2.05,21.44,21.55,59.71,4,3,3,0,0
10.0,16,2.36,1.96,23.8,23.51,60.5,7,2,3,0,0
11.0,16,2.4,2.55,26.2,26.06,61.25,9,2,3,0,0
12.0,16,2.44,2.71,28.64,28.77,62.23,6,3,3,0,0
13.0,16,2.48,2.9,31.12,31.67,63.26,4,3,1,0,0
14.0,16,2.52,2.98,33.64,34.65,64.37,4,2,1,0,0
15.0,16,2.56,2.08,36.2,36.73,65.5,3,2,2,0,0
16.0,16,2.6,2.12,38.8,38.85,66.28,9,2,3,0,0
17.0,16,2.64,2.51,41.44,41.36,67.08,6,3,2,0,0
18.0,16,2.68,2.3,44.12,43.66,68.03,10,3,3,0,0
19.0,16,2.72,3.14,46.84,46.8,68.89,10,4,3,0,0
20.0,16,2.76,2.73,49.6,49.53,70.06,8,3,3,0,0
21.0,16,2.8,2.85,52.4,52.38,71.08,5,4,1,0,0
22.0,16,2.84,2.38,55.24,54.76,72.13,6,3,0,0,0
23.0,16,2.88,2.42,58.12,57.18,73.01,7,3,3,0,0
24.0,16,2.92,2.9,61.04,60.08,73.91,10,3,3,0,0
25.0,16,2.96,2.6,64.0,62.68,74.97,7,4,3,0,0
26.0,16,3.0,2.62,67.0,65.3,75.92,9,4,3,0,0
27.0,16,3.0,3.42,70.0,68.72,76.88,5,4,2,0,0
28.0,16,3.0,3.06,73.0,71.78,78.12,8,2,3,0,0
29.0,16,3.0,2.75,76.0,74.53,79.23,7,4,2,0,0
30.0,16,3.0,3.25,79.0,77.78,80.22,7,2,3,0,0
31.0,16,3.0,2.99,82.0,80.77,81.39,5,4,3,0,0
32.0,16,3.0,3.03,85.0,83.8,82.46,4,4,2,0,0
33.0,16,3.0,2.79,88.0,86.59,83.54,6,2,3,0,0
34.0,16,3.0,3.46,91.0,90.05,84.53,2,3,1,0,0
35.0,16,3.0,2.72,94.0,92.77,85.76,6,3,1,0,0
36.0,16,3.0,3.43,97.0,96.2,86.72,6,2,3,0,0
37.0,16,3.0,3.45,100.0,99.65,87.92,4,4,3,0,0
38.0,16,3.0,3.13,103.0,102.78,89.13,6,3,3,0,0
39.0,16,3.0,3.24,106.0,106.02,90.22,7,4,3,0,0
40.0,16,3.0,3.42,109.0,109.44,91.35,7,2,3,0,0
41.0,16,3.0,2.61,112.0,112.05,92.53,6,2,3,0,0
42.0,16,3.0,3.35,115.0,115.4,93.43,6,4,2,0,0
43.0,16,3.0,3.06,118.0,118.46,94.58,8,2,3,0,0
44.0,16,3.0,2.75,121.0,121.21,95.62,10,3,3,0,0
45.0,16,3.0,3.32,124.0,124.53,96.56,9,2,3,0,0
46.0,16,3.0,3.5,127.0,128.03,97.69,2,4,1,0,0
47.0,16,3.0,2.76,130.0,130.79,98.87,4,4,2,0,0
48.0,16,3.0,2.74,133.0,133.53,99.8,6,4,3,0,0
49.0,16,3.0,3.42,136.0,136.95,100.72,7,2,3,0,0
50.0,16,3.0,2.78,139.0,139.73,101.86,7,3,1,0,0
51.0,16,3.0,3.01,142.0,142.74,102.78,7,4,3,0,0
52.0,16,3.0,3.28,145.0,146.02,103.78,6,3,2,0,0
53.0,16,3.0,3.12,148.0,149.14,104.87,7,4,3,0,0
54.0,16,3.0,2.81,151.0,151.95,105.89,3,3,0,0,0
55.0,16,3.0,3.3,154.0,155.25,106.81,3,3,2,0,0
