floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count,pig.expose_count_per_day,pig.recover_count
0.0,12,2.0,1.83,2.0,1.83,52.02,0,4,0,0,0
1.0,12,2.0,1.7,4.0,3.53,52.74,2,4,2,0,0
2.0,12,2.04,1.83,6.04,5.36,53.41,9,3,3,0,0
3.0,12,2.08,2.05,8.12,7.41,54.12,7,4,3,0,0
4.0,12,2.12,2.4,10.24,9.81,54.92,8,4,3,0,0
5.0,12,2.16,2.42,12.4,12.23,55.86,5,4,3,0,0
6.0,12,2.2,2.59,14.6,14.82,56.8,5,2,3,0,0
7.0,12,2.24,1.85,16.84,16.67,57.8,4,2,0,0,0
8.0,12,2.28,2.36,19.12,19.03,58.51,4,3,0,0,0
9.0,12,2.32,2.43,21.44,21.46,59.42,8,3,3,0,0
10.0,12,2.36,2.27,23.8,23.73,60.35,5,2,2,0,0
11.0,12,2.4,2.32,26.2,26.05,61.22,8,4,3,0,0
12.0,12,2.44,2.44,28.64,28.49,62.11,6,4,3,0,0
13.0,12,2.48,2.68,31.12,31.17,63.04,5,4,3,0,0
14.0,12,2.52,2.35,33.64,33.52,64.05,9,2,3,0,0
15.0,12,2.56,2.59,36.2,36.11,64.94,9,3,3,0,0
16.0,12,2.6,2.47,38.8,38.58,65.92,6,2,3,0,0
17.0,12,2.64,2.51,41.44,41.09,66.85,5,3,2,0,0
18.0,12,2.68,2.41,44.12,43.5,67.79,6,2,3,0,0
19.0,12,2.72,2.32,46.84,45.82,68.69,5,2,3,0,0
20.0,12,2.76,3.12,49.6,48.94,69.56,7,4,3,0,0
21.0,12,2.8,3.11,52.4,52.05,70.71,8,4,3,0,0
22.0,12,2.84,2.66,55.24,54.71,71.87,4,2,2,0,0
23.0,12,2.88,2.88,58.12,57.59,72.85,7,2,3,0,0
24.0,12,2.92,2.81,61.04,60.4,73.91,9,3,3,0,0
25.0,12,2.96,2.93,64.0,63.33,74.93,7,3,1,0,0
26.0,12,3.0,3.36,67.0,66.69,76.0,6,2,1,0,0
27.0,12,3.0,2.64,70.0,69.33,77.23,9,2,3,0,0
28.0,12,3.0,2.9,73.0,72.23,78.18,3,4,2,0,0
29.0,12,3.0,3.32,76.0,75.55,79.23,7,4,3,0,0
30.0,12,3.0,3.14,79.0,78.69,80.42,6,4,2,0,0
31.0,12,3.0,2.65,82.0,81.34,81.55,10,3,3,0,0
32.0,12,3.0,3.04,85.0,84.38,82.5,8,4,3,0,0
33.0,12,3.0,3.24,88.0,87.62,83.58,8,2,3,0,0
34.0,12,3.0,3.43,91.0,91.05,84.73,4,4,2,0,0
35.0,12,3.0,3.45,94.0,94.5,85.94,7,4,3,0,0
36.0,12,3.0,3.19,97.0,97.69,87.15,6,3,2,0,0
37.0,12,3.0,3.12,100.0,100.81,88.27,8,3,3,0,0
38.0,12,3.0,2.63,103.0,103.44,89.35,7,2,3,0,0
39.0,12,3.0,3.37,106.0,106.81,90.27,7,4,3,0,0
40.0,12,3.0,3.35,109.0,110.16,91.44,4,2,3,0,0
41.0,12,3.0,3.3,112.0,113.46,92.59,5,4,2,0,0
42.0,12,3.0,3.23,115.0,116.69,93.73,6,2,3,0,0
43.0,12,3.0,3.43,118.0,120.12,94.83,8,3,3,0,0
44.0,12,3.0,2.75,121.0,122.87,96.0,3,2,2,0,0
45.0,12,3.0,3.14,124.0,126.01,96.93,8,2,3,0,0
46.0,12,3.0,3.25,127.0,129.26,98.0,8,2,3,0,0
47.0,12,3.0,3.31,130.0,132.57,99.09,10,3,3,0,0
48.0,12,3.0,3.29,133.0,135.86,100.2,4,3,0,0,0
49.0,12,3.0,2.85,136.0,138.71,101.3,6,4,3,0,0
50.0,12,3.0,3.43,139.0,142.14,102.25,4,3,1,0,0
51.0,12,3.0,2.73,142.0,144.87,103.39,6,3,3,0,0
52.0,12,3.0,3.49,145.0,148.36,104.29,3,4,1,0,0
53.0,12,3.0,2.6,148.0,150.96,105.44,9,3,3,0,0
54.0,12,3.0,2.56,151.0,153.52,106.3,9,2,3,0,0
55.0,12,3.0,3.02,154.0,156.54,107.13,7,3,3,0,0
