floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count,pig.expose_count_per_day,pig.recover_count
0.0,19,2.0,1.6,2.0,1.6,49.22,0,4,0,0,0
1.0,19,2.0,2.44,4.0,4.04,49.83,6,3,3,0,0
2.0,19,2.04,2.16,6.04,6.2,50.76,6,4,2,0,0
3.0,19,2.08,2.3,8.12,8.5,51.58,6,3,3,0,0
4.0,19,2.12,2.17,10.24,10.67,52.46,8,4,3,0,0
5.0,19,2.16,2.19,12.4,12.86,53.28,6,2,3,0,0
6.0,19,2.2,2.61,14.6,15.47,54.1,5,2,3,0,0
7.0,19,2.24,2.31,16.84,17.78,55.08,8,2,3,0,0
8.0,19,2.28,2.77,19.12,20.55,55.95,7,2,3,0,0
9.0,19,2.32,2.23,21.44,22.78,56.98,3,3,3,0,0
10.0,19,2.36,2.34,23.8,25.12,57.82,8,3,3,0,0
11.0,19,2.4,2.51,26.2,27.63,58.69,6,4,2,0,0
12.0,19,2.44,2.85,28.64,30.48,59.62,9,4,3,0,0
13.0,19,2.48,2.05,31.12,32.53,60.67,7,3,3,0,0
14.0,19,2.52,2.27,33.64,34.8,61.42,5,3,1,0,0
15.0,19,2.56,2.81,36.2,37.61,62.26,3,3,2,0,0
16.0,19,2.6,2.58,38.8,40.19,63.29,8,4,3,0,0
17.0,19,2.64,2.84,41.44,43.03,64.23,5,4,2,0,0
18.0,19,2.68,3.17,44.12,46.2,65.26,6,3,2,0,0
19.0,19,2.72,2.76,46.84,48.96,66.41,7,3,3,0,0
20.0,19,2.76,2.32,49.6,51.28,67.41,8,2,3,0,0
21.0,19,2.8,2.3,52.4,53.58,68.24,2,3,1,0,0
22.0,19,2.84,2.46,55.24,56.04,69.07,6,3,3,0,0
23.0,19,2.88,2.81,58.12,58.85,69.95,5,4,1,0,0
24.0,19,2.92,2.78,61.04,61.63,70.95,7,2,3,0,0
25.0,19,2.96,3.15,64.0,64.78,71.94,5,3,1,0,0
26.0,19,3.0,3.47,67.0,68.25,73.05,8,2,3,0,0
27.0,19,3.0,2.92,70.0,71.17,74.28,6,2,3,0,0
28.0,19,3.0,3.44,73.0,74.61,75.3,5,2,3,0,0
29.0,19,3.0,3.09,76.0,77.7,76.51,7,3,2,0,0
30.0,19,3.0,3.41,79.0,81.11,77.59,6,2,1,0,0
31.0,19,3.0,3.0,82.0,84.11,78.77,5,3,1,0,0
32.0,19,3.0,3.26,85.0,87.37,79.81,11,3,3,0,0
33.0,19,3.0,2.57,88.0,89.94,80.93,3,2,2,0,0
34.0,19,3.0,2.92,91.0,92.86,81.82,3,2,1,0,0
35.0,19,3.0,3.15,94.0,96.01,82.82,6,4,2,0,0
36.0,19,3.0,3.09,97.0,99.1,83.89,8,4,2,0,0
37.0,19,3.0,2.85,100.0,101.95,84.94,10,3,3,0,0
38.0,19,3.0,3.31,103.0,105.26,85.91,6,3,3,0,0
39.0,19,3.0,2.94,106.0,108.2,87.02,5,4,3,0,0
40.0,19,3.0,2.59,109.0,110.79,88.01,7,2,3,0,0
41.0,19,3.0,3.11,112.0,113.9,88.88,5,2,1,0,0
42.0,19,3.0,3.27,115.0,117.17,89.92,7,2,3,0,0
43.0,19,3.0,2.96,118.0,120.13,91.0,6,2,2,0,0
44.0,19,3.0,2.92,121.0,123.05,91.98,5,3,1,0,0
45.0,19,3.0,2.78,124.0,125.83,92.95,5,2,3,0,0
46.0,19,3.0,3.45,127.0,129.28,93.86,4,4,2,0,0
47.0,19,3.0,2.71,130.0,131.99,94.99,11,2,3,0,0
48.0,19,3.0,3.38,133.0,135.37,95.88,9,2,3,0,0
49.0,19,3.0,3.46,136.0,138.83,96.98,3,2,2,0,0
50.0,19,3.0,2.67,139.0,141.5,98.1,7,2,3,0,0
51.0,19,3.0,3.42,142.0,144.92,98.96,6,4,2,0,0
52.0,19,3.0,2.55,145.0,147.47,100.06,6,4,1,0,0
53.0,19,3.0,2.8,148.0,150.27,100.88,5,3,1,0,0
54.0,19,3.0,3.02,151.0,153.29,101.77,4,4,3,0,0
55.0,19,3.0,3.3,154.0,156.59,102.73,5,2,3,0,0
