floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count,pig.expose_count_per_day,pig.recover_count
0.0,8,2.0,1.53,2.0,1.53,50.13,0,3,0,0,0
1.0,8,2.0,2.08,4.0,3.61,50.71,6,4,3,0,0
2.0,8,2.04,1.82,6.04,5.43,51.5,6,4,3,0,0
3.0,8,2.08,2.25,8.12,7.68,52.19,3,4,2,0,0
4.0,8,2.12,2.03,10.24,9.71,53.03,7,3,3,0,0
5.0,8,2.16,1.79,12.4,11.5,53.8,6,2,1,0,0
6.0,8,2.2,2.17,14.6,13.67,54.47,7,2,3,0,0
7.0,8,2.24,2.12,16.84,15.79,55.28,4,3,3,0,0
8.0,8,2.28,2.47,19.12,18.26,56.07,4,2,0,0,0
9.0,8,2.32,2.62,21.44,20.88,56.99,8,4,3,0,0
10.0,8,2.36,2.39,23.8,23.27,57.96,6,4,3,0,0
11.0,8,2.4,2.65,26.2,25.92,58.85,4,3,3,0,0
12.0,8,2.44,2.49,28.64,28.41,59.83,6,4,3,0,0
13.0,8,2.48,2.61,31.12,31.02,60.74,4,4,2,0,0
14.0,8,2.52,2.62,33.64,33.64,61.7,10,2,2,0,0
15.0,8,2.56,2.85,36.2,36.49,62.66,2,4,1,0,0
16.0,8,2.6,2.64,38.8,39.13,63.69,7,3,2,0,0
17.0,8,2.64,2.46,41.44,41.59,64.65,7,4,2,0,0
18.0,8,2.68,2.3,44.12,43.89,65.54,8,4,3,0,0
19.0,8,2.72,2.72,46.84,46.61,66.37,8,3,3,0,0
20.0,8,2.76,2.67,49.6,49.28,67.35,7,2,3,0,0
21.0,8,2.8,3.26,52.4,52.54,68.31,9,4,3,0,0
22.0,8,2.84,3.06,55.24,55.6,69.47,11,4,3,0,0
23.0,8,2.88,3.01,58.12,58.61,70.56,5,4,2,0,0
24.0,8,2.92,2.9,61.04,61.51,71.63,7,4,2,0,0
25.0,8,2.96,2.66,64.0,64.17,72.66,7,4,3,0,0
26.0,8,3.0,2.97,67.0,67.14,73.59,6,3,3,0,0
27.0,8,3.0,2.75,70.0,69.89,74.64,9,4,3,0,0
28.0,8,3.0,3.07,73.0,72.96,75.6,7,2,3,0,0
29.0,8,3.0,2.52,76.0,75.48,76.67,4,2,2,0,0
30.0,8,3.0,2.5,79.0,77.98,77.55,2,4,2,0,0
31.0,8,3.0,2.95,82.0,80.93,78.41,6,3,3,0,0
32.0,8,3.0,3.01,85.0,83.94,79.43,9,4,3,0,0
33.0,8,3.0,2.95,88.0,86.89,80.47,6,3,3,0,0
34.0,8,3.0,2.75,91.0,89.64,81.48,7,4,3,0,0
35.0,8,3.0,3.27,94.0,92.91,82.42,5,4,2,0,0
36.0,8,3.0,2.5,97.0,95.41,83.53,7,4,3,0,0
37.0,8,3.0,3.03,100.0,98.44,84.38,4,3,2,0,0
38.0,8,3.0,3.12,103.0,101.56,85.4,3,4,2,0,0
39.0,8,3.0,2.54,106.0,104.1,86.46,7,2,0,0,0
40.0,8,3.0,2.79,109.0,106.89,87.31,6,3,3,0,0
41.0,8,3.0,2.63,112.0,109.52,88.24,8,2,3,0,0
42.0,8,3.0,3.07,115.0,112.59,89.12,6,3,3,0,0
43.0,8,3.0,2.5,118.0,115.09,90.14,5,3,2,0,0
44.0,8,3.0,3.42,121.0,118.51,90.97,8,4,3,0,0
45.0,8,3.0,2.85,124.0,121.36,92.1,7,2,3,0,0
46.0,8,3.0,2.76,127.0,124.12,93.04,8,3,3,0,0
47.0,8,3.0,2.64,130.0,126.76,93.94,4,3,3,0,0
48.0,8,3.0,2.52,133.0,129.28,94.8,6,3,3,0,0
49.0,8,3.0,2.54,136.0,131.82,95.63,4,2,2,0,0
50.0,8,3.0,3.43,139.0,135.25,96.45,8,3,3,0,0
51.0,8,3.0,3.3,142.0,138.55,97.56,6,3,3,0,0
52.0,8,3.0,3.41,145.0,141.96,98.62,7,2,3,0,0
53.0,8,3.0,3.44,148.0,145.4,99.72,6,2,3,0,0
54.0,8,3.0,3.05,151.0,148.45,100.82,6,3,3,0,0
55.0,8,3.0,3.28,154.0,151.73,101.79,7,2,3,0,0
