floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count,pig.expose_count_per_day,pig.recover_count
0.0,4,2.0,2.47,2.0,2.47,49.5,0,3,0,0,0
1.0,4,2.0,2.18,4.0,4.65,50.47,6,3,3,0,0
2.0,4,2.04,2.27,6.04,6.92,51.32,5,4,2,0,0
3.0,4,2.08,2.31,8.12,9.23,52.21,8,3,3,0,0
4.0,4,2.12,2.4,10.24,11.63,53.11,4,3,3,0,0
5.0,4,2.16,2.39,12.4,14.02,54.04,9,2,3,0,0
6.0,4,2.2,2.19,14.6,16.21,54.97,6,3,1,0,0
7.0,4,2.24,1.9,16.84,18.11,55.81,6,2,3,0,0
8.0,4,2.28,2.47,19.12,20.58,56.54,7,2,3,0,0
9.0,4,2.32,2.2,21.44,22.78,57.49,6,3,2,0,0
10.0,4,2.36,2.72,23.8,25.5,58.33,4,4,1,0,0
11.0,4,2.4,2.01,26.2,27.51,59.37,4,4,1,0,0
12.0,4,2.44,2.28,28.64,29.79,60.14,9,2,3,0,0
13.0,4,2.48,2.18,31.12,31.97,61.0,2,2,1,0,0
14.0,4,2.52,2.04,33.64,34.01,61.83,8,2,3,0,0
15.0,4,2.56,2.36,36.2,36.37,62.6,9,3,3,0,0
16.0,4,2.6,3.08,38.8,39.45,63.49,7,4,3,0,0
17.0,4,2.64,2.84,41.44,42.29,64.64,4,3,3,0,0
18.0,4,2.68,3.07,44.12,45.36,65.7,8,4,3,0,0
19.0,4,2.72,2.89,46.84,48.25,66.85,9,3,3,0,0
20.0,4,2.76,3.06,49.6,51.31,67.92,4,2,2,0,0
21.0,4,2.8,2.75,52.4,54.06,69.05,5,2,2,0,0
22.0,4,2.84,2.44,55.24,56.5,70.06,4,3,3,0,0
23.0,4,2.88,2.55,58.12,59.05,70.96,6,4,2,0,0
24.0,4,2.92,2.79,61.04,61.84,71.89,6,3,2,0,0
25.0,4,2.96,3.22,64.0,65.06,72.91,3,3,2,0,0
26.0,4,3.0,3.42,67.0,68.48,74.08,11,4,3,0,0
27.0,4,3.0,3.36,70.0,71.84,75.32,6,2,3,0,0
28.0,4,3.0,2.78,73.0,74.62,76.53,6,4,1,0,0
29.0,4,3.0,3.15,76.0,77.77,77.53,7,3,3,0,0
30.0,4,3.0,2.58,79.0,80.35,78.66,2,3,0,0,0
31.0,4,3.0,2.59,82.0,82.94,79.58,4,4,3,0,0
32.0,4,3.0,3.43,85.0,86.37,80.5,7,2,2,0,0
33.0,4,3.0,3.05,88.0,89.42,81.71,3,3,3,0,0
34.0,4,3.0,2.6,91.0,92.02,82.79,4,2,3,0,0
35.0,4,3.0,3.42,94.0,95.44,83.7,4,3,3,0,0
36.0,4,3.0,2.73,97.0,98.17,84.9,8,2,3,0,0
37.0,4,3.0,3.31,100.0,101.48,85.85,4,3,3,0,0
38.0,4,3.0,2.9,103.0,104.38,87.0,11,4,3,0,0
39.0,4,3.0,2.64,106.0,107.02,88.01,5,3,3,0,0
40.0,4,3.0,3.18,109.0,110.2,88.92,10,2,3,0,0
41.0,4,3.0,3.01,112.0,113.21,90.01,5,3,2,0,0
42.0,4,3.0,3.01,115.0,116.22,91.04,6,2,1,0,0
43.0,4,3.0,2.82,118.0,119.04,92.07,6,3,3,0,0
44.0,4,3.0,2.94,121.0,121.98,93.03,7,3,3,0,0
45.0,4,3.0,2.87,124.0,124.85,94.02,3,2,2,0,0
46.0,4,3.0,2.77,127.0,127.62,94.99,9,3,3,0,0
47.0,4,3.0,3.37,130.0,130.99,95.93,7,3,3,0,0
48.0,4,3.0,3.36,133.0,134.35,97.05,6,2,3,0,0
49.0,4,3.0,2.8,136.0,137.15,98.18,7,4,3,0,0
50.0,4,3.0,3.07,139.0,140.22,99.11,7,3,2,0,0
51.0,4,3.0,3.46,142.0,143.68,100.12,6,4,2,0,0
52.0,4,3.0,2.8,145.0,146.48,101.26,9,4,3,0,0
53.0,4,3.0,2.96,148.0,149.44,102.19,3,3,2,0,0
54.0,4,3.0,2.83,151.0,152.27,103.15,11,2,3,0,0
55.0,4,3.0,3.32,154.0,155.59,104.08,6,4,3,0,0
