floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count,pig.expose_count_per_day,pig.recover_count
0.0,18,2.0,1.84,2.0,1.84,49.79,0,4,0,0,0
1.0,18,2.0,1.68,4.0,3.52,50.52,8,4,3,0,0
2.0,18,2.04,1.99,6.04,5.51,51.18,2,2,2,0,0
3.0,18,2.08,1.7,8.12,7.21,51.96,7,4,3,0,0
4.0,18,2.12,1.74,10.24,8.95,52.63,4,2,3,0,0
5.0,18,2.16,1.68,12.4,10.63,53.31,6,4,3,0,0
6.0,18,2.2,1.95,14.6,12.58,53.96,6,2,3,0,0
7.0,18,2.24,2.03,16.84,14.61,54.72,3,4,3,0,0
8.0,18,2.28,2.33,19.12,16.94,55.51,8,4,3,0,0
9.0,18,2.32,2.31,21.44,19.25,56.41,7,4,2,0,0
10.0,18,2.36,2.76,23.8,22.01,57.31,6,4,2,0,0
11.0,18,2.4,2.39,26.2,24.4,58.37,8,3,3,0,0
12.0,18,2.44,2.4,28.64,26.8,59.29,7,3,3,0,0
13.0,18,2.48,2.31,31.12,29.11,60.21,11,3,3,0,0
14.0,18,2.52,2.45,33.64,31.56,61.09,5,3,2,0,0
15.0,18,2.56,2.18,36.2,33.74,62.02,8,4,2,0,0
16.0,18,2.6,2.68,38.8,36.42,62.85,4,2,2,0,0
17.0,18,2.64,3.07,41.44,39.49,63.86,4,4,2,0,0
18.0,18,2.68,2.6,44.12,42.09,65.02,9,2,3,0,0
19.0,18,2.72,2.31,46.84,44.4,66.0,7,3,1,0,0
20.0,18,2.76,2.82,49.6,47.22,66.86,6,4,1,0,0
21.0,18,2.8,3.05,52.4,50.27,67.92,7,3,3,0,0
22.0,18,2.84,3.28,55.24,53.55,69.05,4,3,3,0,0
23.0,18,2.88,2.57,58.12,56.12,70.27,6,4,1,0,0
24.0,18,2.92,2.92,61.04,59.04,71.22,5,3,1,0,0
25.0,18,2.96,3.22,64.0,62.26,72.29,3,2,2,0,0
26.0,18,3.0,2.64,67.0,64.9,73.48,8,4,3,0,0
27.0,18,3.0,3.34,70.0,68.24,74.44,7,4,3,0,0
28.0,18,3.0,2.63,73.0,70.87,75.66,5,3,0,0,0
29.0,18,3.0,2.73,76.0,73.6,76.61,3,4,2,0,0
30.0,18,3.0,2.61,79.0,76.21,77.6,5,4,3,0,0
31.0,18,3.0,2.62,82.0,78.83,78.54,7,4,3,0,0
32.0,18,3.0,3.05,85.0,81.88,79.48,6,3,3,0,0
33.0,18,3.0,2.58,88.0,84.46,80.58,6,3,2,0,0
34.0,18,3.0,3.12,91.0,87.58,81.5,4,2,1,0,0
35.0,18,3.0,2.96,94.0,90.54,82.61,8,4,3,0,0
36.0,18,3.0,2.67,97.0,93.21,83.66,5,4,1,0,0
37.0,18,3.0,2.74,100.0,95.95,84.6,5,4,2,0,0
38.0,18,3.0,3.49,103.0,99.44,85.56,6,3,3,0,0
39.0,18,3.0,2.51,106.0,101.95,86.79,7,2,3,0,0
40.0,18,3.0,3.33,109.0,105.28,87.66,8,4,2,0,0
41.0,18,3.0,2.87,112.0,108.15,88.82,5,3,2,0,0
42.0,18,3.0,2.99,115.0,111.14,89.82,5,4,3,0,0
43.0,18,3.0,3.29,118.0,114.43,90.85,7,2,3,0,0
44.0,18,3.0,2.57,121.0,117.0,91.99,3,4,2,0,0
45.0,18,3.0,3.47,124.0,120.47,92.87,6,3,3,0,0
46.0,18,3.0,2.69,127.0,123.16,94.05,2,3,1,0,0
47.0,18,3.0,3.14,130.0,126.3,94.97,7,2,3,0,0
48.0,18,3.0,3.0,133.0,129.3,96.04,5,2,2,0,0
49.0,18,3.0,3.19,136.0,132.49,97.05,6,2,3,0,0
50.0,18,3.0,2.66,139.0,135.15,98.12,6,2,3,0,0
51.0,18,3.0,2.89,142.0,138.04,99.02,6,3,3,0,0
52.0,18,3.0,3.49,145.0,141.53,99.98,6,2,3,0,0
53.0,18,3.0,2.98,148.0,144.51,101.15,3,2,1,0,0
54.0,18,3.0,2.96,151.0,147.47,102.14,6,3,1,0,0
55.0,18,3.0,2.69,154.0,150.16,103.11,8,4,3,0,0
