floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count,pig.expose_count_per_day,pig.recover_count
0.0,11,2.0,2.25,2.0,2.25,48.44,0,4,0,0,0
1.0,11,2.0,2.41,4.0,4.66,49.32,8,3,3,0,0
2.0,11,2.04,1.68,6.04,6.34,50.26,5,3,3,0,0
3.0,11,2.08,1.93,8.12,8.27,50.91,5,3,3,0,0
4.0,11,2.12,2.16,10.24,10.43,51.66,9,2,3,0,0
5.0,11,2.16,2.4,12.4,12.83,52.5,6,4,3,0,0
6.0,11,2.2,1.88,14.6,14.71,53.43,7,3,3,0,0
7.0,11,2.24,1.9,16.84,16.61,54.15,5,3,1,0,0
8.0,11,2.28,2.59,19.12,19.2,54.88,4,4,3,0,0
9.0,11,2.32,2.16,21.44,21.36,55.87,9,3,3,0,0
10.0,11,2.36,2.07,23.8,23.43,56.7,3,3,1,0,0
11.0,11,2.4,2.72,26.2,26.15,57.49,4,4,2,0,0
12.0,11,2.44,2.02,28.64,28.17,58.52,10,4,3,0,0
13.0,11,2.48,2.28,31.12,30.45,59.29,4,3,3,0,0
14.0,11,2.52,2.81,33.64,33.26,60.15,7,3,2,0,0
15.0,11,2.56,2.47,36.2,35.73,61.21,9,4,3,0,0
16.0,11,2.6,2.76,38.8,38.49,62.13,5,3,3,0,0
17.0,11,2.64,2.96,41.44,41.45,63.17,5,2,2,0,0
18.0,11,2.68,2.22,44.12,43.67,64.27,1,4,1,0,0
19.0,11,2.72,3.13,46.84,46.8,65.1,7,2,3,0,0
20.0,11,2.76,2.32,49.6,49.12,66.26,6,2,3,0,0
21.0,11,2.8,3.27,52.4,52.39,67.11,5,3,3,0,0
22.0,11,2.84,3.34,55.24,55.73,68.32,6,2,3,0,0
23.0,11,2.88,3.32,58.12,59.05,69.54,6,3,3,0,0
24.0,11,2.92,3.28,61.04,62.33,70.75,5,3,3,0,0
25.0,11,2.96,2.65,64.0,64.98,71.95,4,2,1,0,0
26.0,11,3.0,2.65,67.0,67.63,72.91,6,4,2,0,0
27.0,11,3.0,2.94,70.0,70.57,73.86,8,2,3,0,0
28.0,11,3.0,3.39,73.0,73.96,74.92,5,2,3,0,0
29.0,11,3.0,3.36,76.0,77.32,76.14,8,2,3,0,0
30.0,11,3.0,2.73,79.0,80.05,77.34,3,3,2,0,0
31.0,11,3.0,2.84,82.0,82.89,78.31,6,3,3,0,0
32.0,11,3.0,3.06,85.0,85.95,79.31,5,2,1,0,0
33.0,11,3.0,2.92,88.0,88.87,80.39,5,2,3,0,0
34.0,11,3.0,2.67,91.0,91.54,81.42,5,2,1,0,0
35.0,11,3.0,2.7,94.0,94.24,82.36,9,4,3,0,0
36.0,11,3.0,2.5,97.0,96.74,83.3,3,3,2,1,0
37.0,11,3.0,1.9,100.0,98.64,84.17,1,4,0,1,1
38.0,11,3.0,1.45,103.0,100.09,84.83,7,5,3,1,2
39.0,11,3.0,2.2,106.0,102.29,85.34,5,6,2,0,2
40.0,11,3.0,3.69,109.0,105.98,86.1,1,2,1,1,3
41.0,11,3.0,1.87,112.0,107.85,87.37,7,6,1,0,3
42.0,11,3.0,3.31,115.0,111.16,88.01,2,3,1,1,4
43.0,11,3.0,1.64,118.0,112.8,89.15,5,5,1,0,5
44.0,11,3.0,3.11,121.0,115.91,89.71,8,4,3,0,5
45.0,11,3.0,3.61,124.0,119.52,90.77,7,3,3,0,5
46.0,11,3.0,3.7,127.0,123.22,91.99,9,3,3,0,5
47.0,11,3.0,3.2,130.0,126.42,93.24,7,3,3,0,5
48.0,11,3.0,3.21,133.0,129.63,94.31,3,4,0,0,5
49.0,11,3.0,2.75,136.0,132.38,95.39,8,3,1,0,5
50.0,11,3.0,3.16,139.0,135.54,96.31,8,3,3,0,5
51.0,11,3.0,3.54,142.0,139.08,97.36,10,2,1,0,5
52.0,11,3.0,3.49,145.0,142.57,98.53,6,2,3,0,5
53.0,11,3.0,3.39,148.0,145.96,99.68,3,2,2,0,5
54.0,11,3.0,3.11,151.0,149.07,100.79,6,4,3,0,5
55.0,11,3.0,3.03,154.0,152.1,101.81,7,3,2,0,5
