floor(cycle / (24 * 60)),pig.id,pig.target_dfi,pig.dfi,pig.target_cfi,pig.cfi,pig.weight,pig.eat_count,pig.excrete_each_day,pig.excrete_count,pig.expose_count_per_day,pig.recover_count
0.0,5,2.0,2.14,2.0,2.14,51.2,0,4,0,0,0
1.0,5,2.0,1.73,4.0,3.87,52.08,5,4,2,0,0
2.0,5,2.04,1.71,6.04,5.58,52.78,8,3,2,0,0
3.0,5,2.08,1.59,8.12,7.17,53.48,6,4,3,0,0
4.0,5,2.12,1.9,10.24,9.07,54.13,4,2,3,0,0
5.0,5,2.16,1.85,12.4,10.92,54.9,7,3,3,0,0
6.0,5,2.2,2.5,14.6,13.42,55.64,6,4,3,0,0
7.0,5,2.24,2.01,16.84,15.43,56.65,7,4,3,0,0
8.0,5,2.28,1.84,19.12,17.27,57.46,8,3,3,0,0
9.0,5,2.32,2.44,21.44,19.71,58.2,6,2,3,0,0
10.0,5,2.36,2.1,23.8,21.81,59.18,5,4,3,0,0
11.0,5,2.4,2.46,26.2,24.27,60.01,8,2,3,0,0
12.0,5,2.44,2.7,28.64,26.97,60.99,6,4,2,0,0
13.0,5,2.48,2.23,31.12,29.2,62.06,7,4,3,0,0
14.0,5,2.52,2.32,33.64,31.52,62.94,11,3,3,0,0
15.0,5,2.56,2.93,36.2,34.45,63.86,6,4,2,0,0
16.0,5,2.6,2.28,38.8,36.73,65.01,5,3,2,0,0
17.0,5,2.64,2.81,41.44,39.54,65.9,8,4,3,0,0
18.0,5,2.68,2.65,44.12,42.19,67.0,8,3,3,0,0
19.0,5,2.72,2.88,46.84,45.07,68.03,4,3,3,0,0
20.0,5,2.76,2.33,49.6,47.4,69.14,8,2,3,0,0
21.0,5,2.8,2.66,52.4,50.06,70.04,4,3,1,0,0
22.0,5,2.84,2.7,55.24,52.76,71.07,6,3,2,0,0
23.0,5,2.88,2.48,58.12,55.24,72.1,9,3,3,0,0
24.0,5,2.92,2.98,61.04,58.22,73.05,6,3,1,0,0
25.0,5,2.96,2.67,64.0,60.89,74.18,7,4,3,0,0
26.0,5,3.0,3.34,67.0,64.23,75.2,5,3,3,0,0
27.0,5,3.0,2.89,70.0,67.12,76.46,7,4,3,0,0
28.0,5,3.0,2.97,73.0,70.09,77.55,6,4,2,0,0
29.0,5,3.0,3.12,76.0,73.21,78.66,4,4,3,0,0
30.0,5,3.0,2.74,79.0,75.95,79.83,6,3,3,0,0
31.0,5,3.0,2.55,82.0,78.5,80.85,9,3,3,0,0
32.0,5,3.0,3.12,85.0,81.62,81.79,4,3,3,0,0
33.0,5,3.0,2.92,88.0,84.54,82.94,4,3,2,0,0
34.0,5,3.0,2.78,91.0,87.32,84.02,5,3,2,0,0
35.0,5,3.0,2.96,94.0,90.28,85.04,6,2,2,0,0
36.0,5,3.0,2.68,97.0,92.96,86.12,4,2,2,1,0
37.0,5,3.0,1.82,100.0,94.78,87.09,4,5,2,1,1
38.0,5,3.0,1.34,103.0,96.12,87.75,5,5,3,1,2
39.0,5,3.0,1.98,106.0,98.1,88.24,3,5,1,1,3
40.0,5,3.0,1.63,109.0,99.73,88.96,7,5,3,0,3
41.0,5,3.0,3.48,112.0,103.21,89.54,5,2,1,1,4
42.0,5,3.0,1.91,115.0,105.12,90.79,2,4,1,1,5
43.0,5,3.0,2.22,118.0,107.34,91.48,6,6,3,0,6
44.0,5,3.0,3.85,121.0,111.19,92.27,5,2,2,0,6
45.0,5,3.0,3.71,124.0,114.9,93.64,8,4,3,0,6
46.0,5,3.0,3.76,127.0,118.66,94.95,6,2,3,0,6
47.0,5,3.0,3.27,130.0,121.93,96.28,9,2,3,0,6
48.0,5,3.0,3.82,133.0,125.75,97.42,8,3,2,0,6
49.0,5,3.0,3.66,136.0,129.41,98.76,4,3,1,0,6
50.0,5,3.0,3.64,139.0,133.05,100.03,9,2,1,0,6
51.0,5,3.0,2.94,142.0,135.99,101.29,5,2,3,0,6
52.0,5,3.0,3.19,145.0,139.18,102.3,7,2,3,0,6
53.0,5,3.0,3.08,148.0,142.26,103.39,3,2,1,0,6
54.0,5,3.0,3.33,151.0,145.59,104.45,9,2,3,0,6
55.0,5,3.0,3.33,154.0,148.92,105.58,9,3,3,0,6
